样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,第四问OOF预测损耗_w每m3,第四问预测相对误差_percent
5880,50,251240.0,材料2,梯形波,0.1229553989999999,616610.1512,602790.7899361873,-2.2411828992627583
5881,50,251240.0,材料2,梯形波,0.155441966,1078316.431,1112773.7828622644,3.1954768444277124
5882,50,251240.0,材料2,梯形波,0.194275007,1842144.624,1889177.3695081864,2.5531516307367994
5883,50,316450.0,材料2,梯形波,0.038898419,56450.67416,56021.975552840035,-0.7594215898022636
5884,50,316450.0,材料2,梯形波,0.049001696,98412.37435,97659.88250199168,-0.7646313311495815
5885,50,316450.0,材料2,梯形波,0.0770393615,307428.1208,310764.96235623065,1.0854054429202615
5886,50,396810.0,材料2,梯形波,0.0099939965,3761.34557,4441.4152215564845,18.08048845553121
5887,50,396820.0,材料2,梯形波,0.012407012,6149.060558,5869.444133410729,-4.54730315227563
5888,50,396810.0,材料2,梯形波,0.0157530125,10684.76667,10676.826421422062,-0.0743137292855755
5889,50,396820.0,材料2,梯形波,0.01982855,18157.38487,20916.0513663219,15.193082682737105
5890,50,396820.0,材料2,梯形波,0.0311165875,53700.38711,52718.23232624607,-1.8289528932856378
5891,50,396820.0,材料2,梯形波,0.0392271655,92898.57211,94350.59787999504,1.5630226999352803
5892,50,396810.0,材料2,梯形波,0.049555044,161444.9205,164361.03156737532,1.8062575510855505
5893,50,396810.0,材料2,梯形波,0.0617143275,281028.2719,289042.86881151394,2.851882786499797
5894,50,396820.0,材料2,梯形波,0.123071001,1458508.966,1432540.2023491028,-1.7805007892489837
5895,50,499980.0,材料2,梯形波,0.00983746,6815.812207,6594.578775106185,-3.2458850856630512
5896,50,499980.0,材料2,梯形波,0.0124641155,11586.6061,11252.605703387682,-2.8826421967716547
5897,50,499980.0,材料2,梯形波,0.019603149,31926.51058,30547.866941214168,-4.3181782591971265
5898,50,499980.0,材料2,梯形波,0.0391960705,157539.8058,156874.20314459267,-0.42249808042313347
5899,50,499980.0,材料2,梯形波,0.061553196,456433.9133,453093.07382451295,-0.7319437443490832
5900,50,499980.0,材料2,梯形波,0.0778032774999999,789017.7705,798458.7789933005,1.196552073512586
5901,50,499980.0,材料2,梯形波,0.0972567735,1337325.284,1325370.2367875562,-0.8939520814775667
5902,50,49990.0,材料2,梯形波,0.0986361645,35499.55646,33922.55675722371,-4.442308186450754
5903,50,49990.0,材料2,梯形波,0.1244257225,62633.4945,64443.07437759582,2.8891568194327992
5904,50,49990.0,材料2,梯形波,0.1570875615,110085.0875,124424.4821374368,13.025737602685568
5905,50,49990.0,材料2,梯形波,0.1944122975,186367.3557,187402.18389713776,0.5552625851512111
5906,50,49990.0,材料2,梯形波,0.3122020445,577026.5666,602989.0234617564,4.499352086115266
5907,50,63060.0,材料2,梯形波,0.0622904615,16637.95277,15277.297015339898,-8.17802390395956
5908,50,63060.0,材料2,梯形波,0.077983111,28563.89284,27639.49839607872,-3.2362341124133662
5909,50,63060.0,材料2,梯形波,0.0985911475,49758.76446,45762.573759404506,-8.03112927735162
5910,50,63050.0,材料2,梯形波,0.124356229,85776.86163,91558.32132609162,6.740115674819222
5911,70,396820.0,材料2,三角波,0.0122540485,6557.363333,6756.007269187763,3.0293263633583507
5912,70,396820.0,材料2,三角波,0.0157307255,11043.94439,11362.720857922704,2.886436735514057
5913,70,396820.0,材料2,三角波,0.019532935,17485.75807,17355.568267037,-0.7445476623993988
5914,70,396820.0,材料2,三角波,0.024663502,28927.0639,28887.921760225858,-0.13531321363777707
5915,70,396820.0,材料2,三角波,0.031064242,47351.36902,47514.88367059573,0.345321907222295
5916,70,396820.0,材料2,三角波,0.0618399085,220529.982,216526.9943935302,-1.8151670671563265
5917,70,396820.0,材料2,三角波,0.0974740789999999,647931.7928,671537.242922007,3.6431998528729914
5918,70,396820.0,材料2,三角波,0.015695133,10948.01711,10977.713534265538,0.2712493410191395
5919,70,396820.0,材料2,三角波,0.0194797425,17288.23396,17320.322443206896,0.18560879775886044
5920,70,396820.0,材料2,三角波,0.031050274,47037.06197,47211.17390898364,0.37015904414839146
5921,70,396820.0,材料2,三角波,0.061821797,219897.8232,217786.57812846155,-0.9601027608255387
5922,70,396820.0,材料2,三角波,0.1228667005,1113707.618,1122203.0056943572,0.7628023331305969
5923,70,396820.0,材料2,三角波,0.1545332715,1900251.498,2012316.9459643995,5.897400848379681
5924,70,50060.0,材料2,梯形波,0.0606824745,5492.18987,5845.490987450167,6.432791396743301
5925,70,50070.0,材料2,梯形波,0.0975182384999999,19797.31534,20594.935196209815,4.028929390230212
5926,70,50070.0,材料2,梯形波,0.1221996804999999,37424.30123,39730.44549059581,6.162157167405353
5927,70,50070.0,材料2,梯形波,0.154566673,70800.14825,71085.12086677631,0.40250285320033163
5928,70,50070.0,材料2,梯形波,0.3065992429999999,444645.6055,425869.9200304114,-4.222618021486015
5929,70,63240.0,材料2,梯形波,0.2420362959999999,336764.9763,336089.9550225942,-0.2004428384513652
5930,70,79410.0,材料2,梯形波,0.029921166,2014.483718,2136.9195838070514,6.0777788727231306
5931,70,79410.0,材料2,梯形波,0.0613635104999999,11768.97288,11572.543009122275,-1.669048547231627
5932,70,79410.0,材料2,梯形波,0.0768058,21707.97382,21704.111108729307,-0.017793974245232765
5933,70,79410.0,材料2,梯形波,0.0972230555,39924.77009,39926.44980229464,0.00420719340614382
5934,70,79410.0,材料2,梯形波,0.122387558,74074.09293,71810.0223998907,-3.056494437601609
5935,70,79410.0,材料2,梯形波,0.1930869015,258441.1948,251242.65704709484,-2.7853677733056053
5936,70,79410.0,材料2,梯形波,0.242860181,468129.7978,486509.99314659456,3.9263032246554754
5937,70,99970.0,材料2,梯形波,0.0488303224999999,9398.219902,9173.733680809037,-2.3886036242160276
5938,70,99970.0,材料2,梯形波,0.0973971489999999,57182.20569,56793.966018336185,-0.6789518994222934
5939,70,99980.0,材料2,梯形波,0.120980156,105037.4088,108446.29037914024,3.24539763317184
5940,70,99980.0,材料2,梯形波,0.153541825,197557.4011,195671.9358438439,-0.9543885704396826
5941,70,99970.0,材料2,梯形波,0.240124266,648427.3663,668182.3259406462,3.0465956045887257
5942,70,99970.0,材料2,梯形波,0.304301376,1170182.361,1215677.12711578,3.8878355743545505
5943,70,125930.0,材料2,梯形波,0.024145087,2512.760987,2716.8819538308835,8.123373766423546
5944,70,125920.0,材料2,梯形波,0.0487011475,14701.37934,14555.742950583184,-0.9906307840146875
5945,70,125930.0,材料2,梯形波,0.061514778,26088.14743,26304.16026554225,0.8280114029631938
5946,70,125920.0,材料2,梯形波,0.0773793005,46972.24604,47806.29395047486,1.7756185424146247
5947,70,125930.0,材料2,梯形波,0.0961084205,85122.58756,83970.89028288878,-1.3529866867585851
5948,70,125930.0,材料2,梯形波,0.1537424035,288731.3308,300001.1813636963,3.90323091452197
5949,70,125920.0,材料2,梯形波,0.1913743225,520280.5372,518972.4323357913,-0.2514229863851086
5950,70,125930.0,材料2,梯形波,0.2421150625,943743.5098,911972.2820866456,-3.3665108563329262
5951,70,158740.0,材料2,梯形波,0.01928975,2506.480873,2643.3255552418705,5.459634011812006
5952,70,158740.0,材料2,梯形波,0.0243725255,4269.568434,4516.602568163713,5.785927500224561
5953,70,158740.0,材料2,梯形波,0.0308976245,7487.514623,7692.261613676109,2.734512064219162
5954,70,158740.0,材料2,梯形波,0.0387386535,13372.74593,14288.493313717165,6.847863471800557
5955,70,158740.0,材料2,梯形波,0.0491374135,23847.93558,23312.134858375484,-2.2467383804653704
5956,70,158740.0,材料2,梯形波,0.0617610554999999,41059.23854,42365.06311587331,3.180342895548764
5957,70,158740.0,材料2,梯形波,0.076647707,72981.88493,74619.06377822395,2.243267421489918
5958,70,158740.0,材料2,梯形波,0.097290071,132991.0679,128944.87502182456,-3.042454611476535
5959,70,158740.0,材料2,梯形波,0.122470582,239552.4233,233119.4119540067,-2.6854294593952
5960,70,158740.0,材料2,梯形波,0.192828625,774613.4635,786157.5279786654,1.4903000041472265
5961,70,158750.0,材料2,梯形波,0.2441585855,1386361.129,1405703.5341973205,1.3951924064166767
5962,70,199190.0,材料2,梯形波,0.012002519,1509.916135,1740.7208506364066,15.285929482196481
5963,70,199190.0,材料2,梯形波,0.0152711715,2551.695874,2402.4350190833115,-5.849476673045263
5964,70,199190.0,材料2,梯形波,0.0245482245,7450.34933,7675.546145926903,3.022634321589625
5965,70,199190.0,材料2,梯形波,0.030649626,12737.28537,14174.060860217194,11.280076158152328
5966,70,199190.0,材料2,梯形波,0.0488171895,38010.7604,38159.66541083845,0.3917443620476669
5967,70,199180.0,材料2,梯形波,0.0605886045,64692.62638,68821.36947898532,6.3820922569032295
5968,70,199190.0,材料2,梯形波,0.120375534,360773.2532,368188.2208211923,2.055298599722341
5969,70,251240.0,材料2,梯形波,0.015423173,4660.479388,4824.100231816969,3.5108157379317584
5970,70,251240.0,材料2,梯形波,0.024465049,13396.42972,13146.456194425564,-1.8659712385998042
5971,70,251240.0,材料2,梯形波,0.030934615,22362.54383,23144.69736841113,3.497605390321689
5972,70,251240.0,材料2,梯形波,0.0388669105,37610.11844,38617.4581515244,2.678374207014065
5973,70,251240.0,材料2,梯形波,0.0483235835,63745.18381,64782.42068919405,1.6271611707727636
5974,70,251240.0,材料2,梯形波,0.061246637,108559.7571,108995.4338084954,0.4013243214003142
5975,70,251240.0,材料2,梯形波,0.0770951355,189507.0318,190653.88994892736,0.6051797329281814
5976,70,251240.0,材料2,梯形波,0.1213993785,578832.0676,576743.6559525089,-0.3607975031774209
5977,70,316460.0,材料2,梯形波,0.0096197035,3170.317144,2790.7781249495183,-11.971642009657623
5978,70,316460.0,材料2,梯形波,0.015488341,8666.213701,8609.425632352028,-0.6552811943861961
5979,70,316460.0,材料2,梯形波,0.019327557,14334.69287,14926.058425730407,4.125414901410485
5980,70,316460.0,材料2,梯形波,0.030776122,38949.44359,40609.67729055861,4.262535090449564
5981,70,316460.0,材料2,梯形波,0.038202241,64474.0848,68121.22037546017,5.6567465622407225
5982,70,316460.0,材料2,梯形波,0.0484793105,109031.3027,106060.97433525928,-2.7242895307906125
5983,70,316460.0,材料2,梯形波,0.06092072,181876.6296,191087.99070688267,5.064620521691637
5984,70,316460.0,材料2,梯形波,0.1215282025,926542.9915,914601.3572654502,-1.288837576248595
5985,70,396800.0,材料2,梯形波,0.0124875705,9661.395364,9779.61020618439,1.2235793871440035
5986,70,396810.0,材料2,梯形波,0.015560724,15749.97351,14835.977124682826,-5.803161413172268
5987,70,396810.0,材料2,梯形波,0.019660396,25678.91885,25209.538592455156,-1.827881696603604
5988,70,396810.0,材料2,梯形波,0.0247411339999999,41340.11626,41269.56682928702,-0.17065610137445886
5989,70,396800.0,材料2,梯形波,0.0307001525,67258.2863,67460.64947916144,0.30087471788800485
5990,70,396800.0,材料2,梯形波,0.0389076015,111833.9611,112994.3161750654,1.0375695036213788
5991,70,396800.0,材料2,梯形波,0.0488857989999999,184834.4171,175381.7066263712,-5.114150612174491
5992,70,396800.0,材料2,梯形波,0.0608725269999999,304773.7299,299793.4915990132,-1.6340772882954318
5993,70,396810.0,材料2,梯形波,0.097528458,885707.0321,861475.2521827526,-2.7358685252610133
5994,70,50040.0,材料2,梯形波,0.0969777345,18988.77849,19750.252991391524,4.010128939007511
5995,70,50040.0,材料2,梯形波,0.1238365295,37248.08979,39352.89659191688,5.650777835275613
5996,70,50040.0,材料2,梯形波,0.1541743775,68743.46696,71636.55488085843,4.208527804601176
5997,70,50040.0,材料2,梯形波,0.245582521,239840.7849,247455.10826360813,3.1747408460086843
5998,70,50040.0,材料2,梯形波,0.308837791,433509.3538,409182.33393112983,-5.611648204502975
5999,70,63210.0,材料2,梯形波,0.059911901,7821.710599,7784.115736613462,-0.4806475758812193
6000,70,63220.0,材料2,梯形波,0.0764962475,14814.57234,15544.294644803613,4.925706176703661
6001,70,63220.0,材料2,梯形波,0.097339991,27861.69624,27873.004390510996,0.04058672671465064
6002,70,63210.0,材料2,梯形波,0.1218007775,50853.80769,54133.58279384975,6.449418937993691
6003,70,63210.0,材料2,梯形波,0.153932082,96305.92851,97127.23289659362,0.8528077131911344
6004,70,63220.0,材料2,梯形波,0.1937514464999999,178140.6774,190142.32064441388,6.737171666561706
6005,70,63210.0,材料2,梯形波,0.3057686745,594764.6206,575076.0979769484,-3.310304941001673
6006,70,79460.0,材料2,梯形波,0.0477755485,5958.177765,5703.323347388562,-4.277388618858005
6007,70,79460.0,材料2,梯形波,0.06095441,10914.84326,10392.756454471466,-4.783273502807347
6008,70,79450.0,材料2,梯形波,0.154737704,132779.4593,136859.89608763935,3.0730933904619135
6009,70,79460.0,材料2,梯形波,0.194517338,246567.181,251128.48347112536,1.8499227888424261
6010,70,79460.0,材料2,梯形波,0.243951538,458234.1315,474618.10867196287,3.575459802248023
6011,70,79460.0,材料2,梯形波,0.306961489,822373.0377,854137.4786128255,3.862534331337493
6012,70,99970.0,材料2,梯形波,0.038019621,4481.285027,4440.328175619659,-0.9139532775436779
6013,70,99960.0,材料2,梯形波,0.0484410585,8393.636673,8315.790598985335,-0.9274415494427446
6014,70,99960.0,材料2,梯形波,0.0771639074999999,27992.49532,27070.00778050359,-3.2954816244528033
6015,70,99960.0,材料2,梯形波,0.1231022735,99795.653,100609.4850448711,0.8154984915736635
6016,70,99970.0,材料2,梯形波,0.2441117875,633690.497,642365.2774685784,1.3689301811604175
6017,70,125930.0,材料2,梯形波,0.030150269,3684.409992,3812.0058524333463,3.4631287155988804
6018,70,125920.0,材料2,梯形波,0.049092942,12581.74721,12806.869567955566,1.789277388887916
6019,70,125920.0,材料2,梯形波,0.0612607884999999,22060.01017,23173.121754731248,5.045834413281445
6020,70,125920.0,材料2,梯形波,0.077360191,42208.6478,43477.048962656205,3.0050741465738358
6021,70,125920.0,材料2,梯形波,0.097444057,77532.30267,76716.07241095076,-1.052761534148367
6022,70,125920.0,材料2,梯形波,0.1226999679999999,143038.889,149951.93354492585,4.832982549889531
6023,70,125920.0,材料2,梯形波,0.1537761285,269585.0705,271446.78779096,0.6905861988229128
6024,70,125920.0,材料2,梯形波,0.193594719,494327.4671,519480.4730756513,5.088328618114788
6025,70,125920.0,材料2,梯形波,0.2437586015,898888.6713,902324.4920908534,0.3822298467600402
6026,70,125920.0,材料2,梯形波,0.304890709,1600887.077,1664727.4934086823,3.9878150886392745
6027,70,158740.0,材料2,梯形波,0.0239828105,3363.743908,3617.399087106219,7.540858818144586
6028,70,158730.0,材料2,梯形波,0.0390168805,10950.03605,11072.015777895547,1.113966450325491
6029,70,158730.0,材料2,梯形波,0.0775378105,64506.87036,63774.98357866323,-1.1345873350423827
6030,70,158730.0,材料2,梯形波,0.122245277,217784.9557,206824.5250968575,-5.0326849106329155
6031,70,158730.0,材料2,梯形波,0.1539056285,397921.2521,388159.8071249052,-2.4531097355518225
6032,70,158730.0,材料2,梯形波,0.3064539075,2315141.743,2324065.359852333,0.3854458103619146
6033,70,199190.0,材料2,梯形波,0.0191402835,3307.139203,3583.171058746185,8.346544817218104
6034,70,199190.0,材料2,梯形波,0.024383127,5854.833923,6074.574504116455,3.7531479800516703
6035,70,199190.0,材料2,梯形波,0.0617941405,56297.70598,58536.85265269886,3.977331995542278
6036,70,199190.0,材料2,梯形波,0.0972543184999999,184744.3549,183679.39054827637,-0.576452986777373
6037,70,199190.0,材料2,梯形波,0.154444645,601548.8772,568264.2257518726,-5.533158270206701
6038,70,251240.0,材料2,梯形波,0.0152262345,3567.387793,3917.087065835684,9.80267055692322
6039,70,251240.0,材料2,梯形波,0.0248273665,10690.25401,11187.053302937857,4.647216918074485
6040,70,251240.0,材料2,梯形波,0.0309081735,17629.42219,19221.150557658828,9.028817567042601
6041,70,251240.0,材料2,梯形波,0.0389701355,31374.77985,32870.88866242222,4.768507761887045
6042,70,251240.0,材料2,梯形波,0.049216895,54165.19826,55168.13668790153,1.8516288320173793
6043,70,251240.0,材料2,梯形波,0.0618885815,93121.86571,97307.48233057244,4.494773154145435
6044,70,251240.0,材料2,梯形波,0.0773432769999999,166533.4801,166942.10240413967,0.2453694619810494
6045,70,251240.0,材料2,梯形波,0.153556852,921823.1155,919663.144913938,-0.23431508168357962
6046,70,251240.0,材料2,梯形波,0.194186273,1622965.051,1675445.3325415736,3.233605154296917
6047,70,316450.0,材料2,梯形波,0.012167166,4055.198047,4206.357645691095,3.727551575512366
6048,70,316450.0,材料2,梯形波,0.0154843095,6838.953435,6638.709085496892,-2.927996972143566
6049,70,316450.0,材料2,梯形波,0.0197799205,11606.14688,12011.21801847475,3.490143134176414
6050,70,316450.0,材料2,梯形波,0.0492139325,92070.6562,94921.0756828758,3.0959043853059933
6051,70,316450.0,材料2,梯形波,0.0775630579999999,274467.5306,277974.464417963,1.2777226545874711
6052,70,316460.0,材料2,梯形波,0.122208529,832081.363,885153.6844427545,6.378261045459141
6053,70,316450.0,材料2,梯形波,0.1544326145,1450035.289,1472672.766887249,1.5611673770271153
6054,70,396810.0,材料2,梯形波,0.012266096,7482.42802,7218.613018634908,-3.525794042521134
6055,70,396810.0,材料2,梯形波,0.015629362,12493.6516,12170.471214908466,-2.5867568220930144
6056,70,396810.0,材料2,梯形波,0.0309769989999999,55299.26518,55432.88651162735,0.241633105236408
6057,70,396810.0,材料2,梯形波,0.038944456,92013.12321,93552.9482006507,1.6734841041493402
6058,70,396810.0,材料2,梯形波,0.077203459,445245.0573,440039.8347346979,-1.169069140681082
6059,70,396810.0,材料2,梯形波,0.0966064309999999,762767.6256,827425.3821249281,8.476730573622293
6060,70,499990.0,材料2,梯形波,0.0097453145,8290.469988,8195.38878090081,-1.1468735456109893
6061,70,499980.0,材料2,梯形波,0.012465823,13750.94473,13455.145620674872,-2.1511184513729598
6062,70,499980.0,材料2,梯形波,0.015509696,21813.37851,21958.928987049818,0.6672532500322857
6063,70,499990.0,材料2,梯形波,0.019505401,35925.90612,36191.924354751405,0.7404635358753355
6064,70,499980.0,材料2,梯形波,0.0246014905,58505.73365,58131.64423919318,-0.6394064093696296
6065,70,499980.0,材料2,梯形波,0.030936101,94957.31733,95865.68571243854,0.9566070398574276
6066,70,499980.0,材料2,梯形波,0.0386411049999999,156921.022,156126.56544428002,-0.506277964287017
6067,70,499980.0,材料2,梯形波,0.0486565195,260767.4279,262912.6191170252,0.822645387232896
6068,70,499980.0,材料2,梯形波,0.061307341,433593.8512,430856.7498956775,-0.6312592525810434
6069,70,499980.0,材料2,梯形波,0.076658671,732056.5977,760539.4115858766,3.8907939598338186
6070,70,499980.0,材料2,梯形波,0.096889641,1243896.571,1169757.2805318655,-5.960245586056403
6071,70,50020.0,材料2,梯形波,0.0786417295,10942.91234,11618.025538072638,6.169410638563488
6072,70,50020.0,材料2,梯形波,0.0977175585,19673.71419,19865.69911137203,0.9758448227819352
6073,70,50010.0,材料2,梯形波,0.1234086105,38074.17961,39090.08334567523,2.66822226002319
6074,70,50020.0,材料2,梯形波,0.194546867,134169.8743,138340.08622124113,3.108158178576407
6075,70,50020.0,材料2,梯形波,0.245182102,246871.7165,253235.54914912983,2.5777892823659374
6076,70,63150.0,材料2,梯形波,0.0623873215,8867.367438,9017.35946337301,1.6915056968344233
6077,70,63150.0,材料2,梯形波,0.0774786255,15476.39528,15318.38333046569,-1.0209867780936615
6078,70,63150.0,材料2,梯形波,0.098193949,29270.56854,28997.22552331373,-0.9338493589994027
6079,70,63150.0,材料2,梯形波,0.1234061455,53741.70276,55187.18672587495,2.6896876943594408
6080,70,63150.0,材料2,梯形波,0.154105054,98502.38176,100111.05656975824,1.6331329060425666
6081,70,63150.0,材料2,梯形波,0.19473046,185753.0736,187841.2979221237,1.1241936844719245
6082,70,63150.0,材料2,梯形波,0.310218251,614933.6872,593991.2808326479,-3.4056365431384865
6083,70,79500.0,材料2,梯形波,0.0613869195,11210.90885,10799.040575283114,-3.6738169958173015
6084,70,79500.0,材料2,梯形波,0.0777734035,21068.30121,20206.093820438073,-4.092439067430291
6085,70,79500.0,材料2,梯形波,0.1222754054999999,71018.18629,69044.71240104364,-2.778828905736561
6086,70,79500.0,材料2,梯形波,0.1948626849999999,253290.0279,247571.0455630964,-2.2578789952052327
6087,70,79500.0,材料2,梯形波,0.246243433,469653.5167,472238.2327078207,0.5503452898600936
6088,70,79500.0,材料2,梯形波,0.306524551,838717.3212,852802.3325947662,1.6793514380523276
6089,70,99950.0,材料2,梯形波,0.039362397,4971.317606,4847.0219729139535,-2.500255323378068
6090,70,99950.0,材料2,梯形波,0.0488574665,8514.666439,8005.518070385126,-5.979663117310224
6091,70,99950.0,材料2,梯形波,0.0777294255,28619.24523,27666.843056352904,-3.3278381941699333
6092,70,99950.0,材料2,梯形波,0.097334402,52647.66743,52253.7354856034,-0.7482419708724434
6093,70,99950.0,材料2,梯形波,0.154960981,188658.2934,183046.78601930433,-2.974429207200527
6094,70,99950.0,材料2,梯形波,0.195937993,355379.2313,363721.1710968364,2.3473346392024816
6095,70,125920.0,材料2,梯形波,0.03123832,4022.915026,4221.811682610837,4.944092910871168
6096,70,125920.0,材料2,梯形波,0.038729619,6733.127739,6809.252201944176,1.130595852255169
6097,70,125920.0,材料2,梯形波,0.0491119415,12497.48781,13022.84868211178,4.203731822738059
6098,70,125920.0,材料2,梯形波,0.061686961,22264.10178,22620.00624734412,1.598557493407759
6099,70,125920.0,材料2,梯形波,0.097522476,78233.05935,75387.77172349853,-3.6369376963416222
6100,70,125920.0,材料2,梯形波,0.122984643,144298.4901,145572.76004298092,0.8830791937586111
6101,70,125910.0,材料2,梯形波,0.1934701235,500840.9623,498710.51468397,-0.4253740760832326
6102,70,125920.0,材料2,梯形波,0.24440135,919068.2,902145.951337702,-1.8412397102084441
6103,70,125920.0,材料2,梯形波,0.3088420349999999,1661052.138,1697367.8079024423,2.1863052382069332
6104,70,158730.0,材料2,梯形波,0.0308621565,5763.260049,5871.695002717038,1.8814863947680487
6105,70,158730.0,材料2,梯形波,0.0776017314999999,63585.46761,62744.88735106159,-1.3219691393858903
6106,70,158730.0,材料2,梯形波,0.0978650325,117021.5643,111988.68606168473,-4.300812648011468
6107,70,158730.0,材料2,梯形波,0.1237561899999999,217504.2347,225684.2525657158,3.760854530946661
6108,70,158730.0,材料2,梯形波,0.1540558115,398295.499,390650.0333374319,-1.919546086200715
6109,70,158730.0,材料2,梯形波,0.1945005605,730198.2725,753110.2986761812,3.137781481971566
6110,70,158730.0,材料2,梯形波,0.245916329,1333714.187,1401798.958680031,5.104899711172599
6111,70,158730.0,材料2,梯形波,0.3068910195,2355072.382,2323421.4069259786,-1.343949142112678
6112,70,199180.0,材料2,梯形波,0.0197634589999999,3293.926367,3452.415083029711,4.811543986457021
6113,70,199190.0,材料2,梯形波,0.024545546,5424.127242,5579.9845470277805,2.8734079801990933
6114,70,199180.0,材料2,梯形波,0.0391551555,16830.69534,18133.75991397436,7.742190965084412
6115,70,199180.0,材料2,梯形波,0.048986979,29607.85837,31457.05009274726,6.2456112145583
6116,70,199180.0,材料2,梯形波,0.0616923709999999,54419.8819,55293.489707109795,1.6053100018024746
6117,70,199190.0,材料2,梯形波,0.077839808,98879.73172,100762.15063664576,1.9037459789800544
6118,70,199180.0,材料2,梯形波,0.0982745449999999,181350.3652,188753.1723796981,4.08204702071265
6119,70,199180.0,材料2,梯形波,0.122308208,326736.4082,317496.72709347826,-2.8278700734403643
6120,70,199180.0,材料2,梯形波,0.1546164629999999,595508.0745,572262.3948459356,-3.9035036886077275
6121,70,199180.0,材料2,梯形波,0.2439036435,1900199.696,1958631.9993289628,3.0750611870933993
6122,70,251240.0,材料2,梯形波,0.015752696,3472.289864,4223.212731205885,21.626157279992704
6123,70,251240.0,材料2,梯形波,0.024804105,9784.004067,10340.273883916603,5.6855027155274716
6124,70,251240.0,材料2,梯形波,0.039013116,28477.08234,29982.185117354144,5.285312446633684
6125,70,251240.0,材料2,梯形波,0.0490818055,51073.74146,51735.04227756957,1.2947961098316847
6126,70,251240.0,材料2,梯形波,0.06190074,89402.75843,90557.4011584966,1.2915068268286818
6127,70,251240.0,材料2,梯形波,0.0782656115,161142.9424,169411.16390947084,5.130985810689055
6128,70,251240.0,材料2,梯形波,0.0973472589999999,286675.7256,285034.32243931113,-0.5725644043469283
6129,70,251240.0,材料2,梯形波,0.1229661049999999,513214.5803,523022.4512778732,1.9110663169662905
6130,70,316450.0,材料2,梯形波,0.0196108555,10404.59475,10798.179171437894,3.782794341297089
6131,70,316450.0,材料2,梯形波,0.024750648,17480.49056,18484.498233769773,5.743589805581376
6132,70,316450.0,材料2,梯形波,0.0388717239999999,50240.47548,51472.29045516219,2.45183781282595
6133,70,316450.0,材料2,梯形波,0.061937003,149401.3596,151125.46899439252,1.1540118503664023
6134,70,316450.0,材料2,梯形波,0.0770756425,260163.2693,268163.4842944934,3.075074746723048
6135,70,316450.0,材料2,梯形波,0.097283477,460835.6815,472050.34546527907,2.433549400683519
6136,70,396820.0,材料2,梯形波,0.015770362,11558.35174,11966.247987425386,3.5290174291354957
6137,70,396820.0,材料2,梯形波,0.0247930955,30844.01964,30250.64218076419,-1.9238006789046695
6138,70,396810.0,材料2,梯形波,0.031152019,51861.44021,51251.631603407965,-1.1758420208208022
6139,70,396810.0,材料2,梯形波,0.039303603,87170.90587,88612.95936505248,1.654283020992167
6140,70,396810.0,材料2,梯形波,0.098426276,756222.8458,820901.8881256223,8.55290774205572
6141,70,396820.0,材料2,梯形波,0.1231474495,1294636.484,1279761.497112119,-1.1489701604825802
6142,70,499980.0,材料2,梯形波,0.0124753295,12625.72165,12644.739898504658,0.15063098198952388
6143,70,499980.0,材料2,梯形波,0.0157100835,20518.96509,22470.37368983402,9.510268141082058
6144,70,499980.0,材料2,梯形波,0.0196248065,32870.62435,31937.62462413867,-2.8383997697364376
6145,70,499980.0,材料2,梯形波,0.0311273035,89567.68946,88739.62859604853,-0.9245084571722394
6146,70,499980.0,材料2,梯形波,0.0392589795,149132.6471,152709.42257850594,2.398385295278472
6147,70,499980.0,材料2,梯形波,0.0615923315,415891.2192,422206.98504462733,1.5186100482660398
6148,70,499980.0,材料2,梯形波,0.0778365205,714511.7273,727657.2062278776,1.8397849084369557
6149,70,499980.0,材料2,梯形波,0.097348397,1207242.874,1191471.4430897457,-1.3064008286914404
6150,70,49990.0,材料2,梯形波,0.078782847,12001.10689,11126.718883357888,-7.285894665022116
6151,70,50000.0,材料2,梯形波,0.098594544,22236.19071,21859.05903016135,-1.696026467649641
6152,70,49990.0,材料2,梯形波,0.194661786,146928.7295,148077.4119210247,0.7817956535346713
6153,70,49990.0,材料2,梯形波,0.312851406,489171.0136,495721.9247730539,1.3391862949611821
6154,70,63060.0,材料2,梯形波,0.0625137774999999,9616.416118,9472.559581207024,-1.4959475029757134
6155,70,63060.0,材料2,梯形波,0.0781813345,17308.41095,17457.813492583435,0.8631788499534868
6156,70,63060.0,材料2,梯形波,0.154541124,108102.8705,102086.87633417084,-5.565064218927622
6157,90,396820.0,材料2,三角波,0.0122354949999999,7131.130834,7164.561569609003,0.46879991949679356
6158,90,396820.0,材料2,三角波,0.015704509,11887.45084,11463.97537474766,-3.5623740611182106
6159,90,396820.0,材料2,三角波,0.0194467114999999,18492.06147,18019.15349026224,-2.5573567365918985
6160,90,396820.0,材料2,三角波,0.0310204705,49009.04311,47354.85424089347,-3.3752727336335155
6161,90,396820.0,材料2,三角波,0.048889115,131591.3343,129386.40500008792,-1.675588526889849
6162,90,396820.0,材料2,三角波,0.0617944955,222477.4103,222427.79762130792,-0.022300097176232256
6163,90,396820.0,材料2,三角波,0.077249315,376728.1049,376940.7583998969,0.05644747422106365
6164,90,396820.0,材料2,三角波,0.0974337315,646247.0695,644789.0588211026,-0.22561195983843127
