eventid,iyear,imonth,iday,country_txt,provstate,city,attacktype1,targtype1,weaptype1,claimed,gname,危害得分,受害者死亡,受害者受伤,线索组,嫌疑人代号,分组状态,组内高分关联数
201511240025,2015,11,24,Mali,Timbuktu,Timbuktu,3,7,6,0,Unknown,0.3143401839609374,1.0,0.0,G0032,,重复作案候选组,28
201511240026,2015,11,24,Libya,Butnan,Tubruq,2,2,5,0,Unknown,0.1779271284378494,0.0,0.0,G0010,,重复作案候选组,12
201511240028,2015,11,24,Democratic Republic of the Congo,North Kivu,Mukoko,6,4,5,0,Allied Democratic Forces (ADF),0.2238380728728957,,,G0018,,重复作案候选组,38
201511240030,2015,11,24,India,Chhattisgarh,Kanker district,7,1,8,0,Maoists,0.6875862746394845,0.0,0.0,G0022,,重复作案候选组,40
201511240031,2015,11,24,India,Chhattisgarh,Lenda,3,4,6,0,Maoists,0.3349680300926031,0.0,2.0,G0022,,重复作案候选组,39
201511240032,2015,11,24,Turkey,Adana,Seyhan district,3,3,6,0,Unknown,0.2219172808557738,0.0,0.0,G0007,,重复作案候选组,10
201511240033,2015,11,24,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.7626602878902726,1.0,0.0,G0001,1.0,重复作案候选组,22
201511240034,2015,11,24,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.5096710430525975,1.0,5.0,G0001,1.0,重复作案候选组,24
201511240035,2015,11,24,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.5382720375235113,1.0,7.0,G0001,1.0,重复作案候选组,23
201511240036,2015,11,24,Iraq,Saladin,Taji,3,14,6,0,Unknown,0.5382720375235113,1.0,7.0,G0001,1.0,重复作案候选组,44
201511240037,2015,11,24,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.5382720375235113,1.0,7.0,G0001,1.0,重复作案候选组,24
201511240047,2015,11,24,Iraq,Saladin,Al-Salam,3,17,6,0,Islamic State of Iraq and the Levant (ISIL),0.3855210402637322,0.0,3.0,G0001,1.0,重复作案候选组,27
201511240048,2015,11,24,Afghanistan,Ghazni,Unknown,2,2,5,0,Taliban,0.2642751147239076,1.0,0.0,G0002,2.0,重复作案候选组,47
201511240049,2015,11,24,Afghanistan,Sari Pul,Sangcharak district,2,17,5,0,Unknown,0.1718433822299734,,,G0002,2.0,重复作案候选组,35
201511240051,2015,11,24,Afghanistan,Ghor,Unknown,9,3,13,0,Unknown,0.3339792244954116,2.0,0.0,G0012,,重复作案候选组,33
201511240052,2015,11,24,Afghanistan,Badghis,Marchak,2,4,5,0,Taliban,0.1682598931877361,0.0,0.0,G0012,,重复作案候选组,16
201511240053,2015,11,24,West Bank and Gaza Strip,West Bank,Tapuah,8,4,10,0,Palestinian Extremists,0.3946782117791749,0.0,4.0,G0021,,重复作案候选组,49
201511240054,2015,11,24,Bangladesh,Dhaka,Ramkrishna Palli,1,12,9,0,Unknown,0.1706611885612926,0.0,1.0,G0019,,重复作案候选组,29
201511240055,2015,11,24,West Bank and Gaza Strip,West Bank,Burin,7,14,8,0,Israeli settlers,0.7055399772469357,0.0,0.0,G0021,,重复作案候选组,53
201511240057,2015,11,24,West Bank and Gaza Strip,West Bank,Jalame,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0021,,重复作案候选组,44
201511240058,2015,11,24,Turkey,Sirnak,Cizre,2,1,5,0,Kurdistan Workers' Party (PKK),0.2907410002408118,1.0,0.0,G0009,,重复作案候选组,39
201511240060,2015,11,24,Turkey,Mardin,Nusaybin,3,3,6,0,Kurdistan Workers' Party (PKK),0.2953665516183317,0.0,1.0,G0009,,重复作案候选组,56
201511240064,2015,11,24,Ukraine,Luhansk,Stanytsia Luhanska district,3,4,6,0,Unknown,0.3243428105493603,0.0,2.0,G0020,,重复作案候选组,31
201511240066,2015,11,24,Somalia,Gedo,Wargadude,9,14,13,0,Al-Shabaab,0.1571266686770776,0.0,0.0,G0017,,重复作案候选组,31
201511240072,2015,11,24,Bahrain,Northern,Unknown,7,8,8,0,Unknown,0.6915826743799612,0.0,0.0,G0043,,重复作案候选组,18
201511240073,2015,11,24,India,Manipur,Kharason Salakhun Chingya,6,14,13,0,Unknown,0.1280103947032315,,,G0025,,重复作案候选组,33
201511240074,2015,11,24,India,Maharashtra,Murumgaon,9,1,13,0,Maoists,0.2462203681785165,1.0,0.0,G0022,,重复作案候选组,31
201511240076,2015,11,24,Sudan,Kassala,Unknown,6,1,5,0,Janjaweed,0.7250413141091738,,,G0018,,重复作案候选组,2
201511250006,2015,11,25,Pakistan,Balochistan,Quetta,3,3,6,0,Unknown,0.7431299249393113,0.0,3.0,G0014,,重复作案候选组,22
201511250009,2015,11,25,Libya,Wahat,Ajdabiya,2,4,5,0,Unknown,0.3321177833724885,1.0,0.0,G0010,,重复作案候选组,24
201511250010,2015,11,25,Libya,Wahat,Ajdabiya,2,3,5,0,Unknown,0.4228218199229854,2.0,0.0,G0010,,重复作案候选组,24
201511250012,2015,11,25,Somalia,Lower Shebelle,Merca,3,4,6,0,Al-Shabaab,0.3003184988565157,,,G0017,,重复作案候选组,38
201511250013,2015,11,25,Somalia,Lower Shebelle,Merca,3,4,6,0,Al-Shabaab,0.3003184988565157,,,G0017,,重复作案候选组,45
201511250019,2015,11,25,Philippines,Sorsogon,Banao,2,4,5,0,New People's Army (NPA),0.2611348970691685,1.0,0.0,G0008,,重复作案候选组,28
201511250021,2015,11,25,Pakistan,Balochistan,Kuchlak,3,14,6,0,Unknown,0.2816979028350739,0.0,1.0,G0014,,重复作案候选组,34
201511250022,2015,11,25,Philippines,Maguindanao,Cotabato City,3,4,6,0,Unknown,0.7316996889508294,0.0,0.0,G0008,,重复作案候选组,55
201511250024,2015,11,25,Iraq,Babil,Yusufiyah,3,17,6,0,Unknown,0.7619182289204764,2.0,3.0,G0001,1.0,重复作案候选组,48
201511250027,2015,11,25,Iraq,Baghdad,Baghdad,2,14,5,0,Unknown,0.7269579055125441,2.0,0.0,G0001,1.0,重复作案候选组,30
201511250028,2015,11,25,Pakistan,Sindh,Karachi,3,14,6,0,Unknown,0.4723904337301032,1.0,4.0,G0014,,重复作案候选组,13
201511250029,2015,11,25,Ireland,Cavan,Cavan,3,20,6,0,Unknown,0.1511991163623757,0.0,0.0,G0031,,重复作案候选组,9
201511250030,2015,11,25,West Bank and Gaza Strip,West Bank,Hebron,2,4,9,0,Palestinian Extremists,0.2446734218670608,0.0,1.0,G0021,,重复作案候选组,41
201511250033,2015,11,25,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.4889886287876562,1.0,4.0,G0001,1.0,重复作案候选组,23
201511250034,2015,11,25,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.4889886287876562,1.0,4.0,G0001,1.0,重复作案候选组,23
201511250036,2015,11,25,Iraq,Diyala,Kara Teppa,3,4,6,0,Unknown,0.7583668290819934,1.0,1.0,G0001,1.0,重复作案候选组,46
201511250040,2015,11,25,Venezuela,Guarico,Altagracia de Orituco,1,14,5,0,Unknown,0.2659015924307744,1.0,0.0,G0059,,重复作案候选组,3
201511250041,2015,11,25,Nepal,Western,Parasi,2,10,8,0,Unknown,0.6809899352704232,0.0,0.0,G0024,,重复作案候选组,21
201511250046,2015,11,25,Thailand,Narathiwat,Rueso Ok,2,3,5,0,Unknown,0.3314588002070811,0.0,3.0,G0016,,重复作案候选组,50
201511260002,2015,11,26,Pakistan,Khyber Pakhtunkhwa,Narmi Khel,1,2,6,0,Unknown,0.6758098070108578,2.0,3.0,G0013,,重复作案候选组,40
201511260006,2015,11,26,Thailand,Narathiwat,Rueso district,3,3,6,0,Unknown,0.3262584679239689,0.0,2.0,G0016,,重复作案候选组,35
201511260008,2015,11,26,Afghanistan,Nangarhar,Jalalabad,3,2,6,0,Unknown,0.3689367072492173,0.0,3.0,G0002,2.0,重复作案候选组,30
201511260010,2015,11,26,Pakistan,Federally Administered Tribal Areas,Safi,2,4,5,0,Unknown,0.362659847917975,1.0,2.0,G0013,,重复作案候选组,34
201511260011,2015,11,26,Burundi,Bururi,Mugendo-Ndengo,1,2,5,0,Unknown,0.268602059601118,1.0,0.0,G0029,,重复作案候选组,47
201511260012,2015,11,26,Iraq,Baghdad,Baghdad,3,19,6,0,Unknown,0.7668341198322381,1.0,3.0,G0001,1.0,重复作案候选组,18
201511260013,2015,11,26,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5242216908486285,1.0,6.0,G0001,1.0,重复作案候选组,23
201511260014,2015,11,26,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.6364702068180195,2.0,8.0,G0001,1.0,重复作案候选组,23
201511260015,2015,11,26,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5471283742055992,1.0,8.0,G0001,1.0,重复作案候选组,23
201511260016,2015,11,26,Iraq,Al Anbar,Unknown,3,20,6,0,Unknown,0.1927555276001213,0.0,0.0,G0001,1.0,重复作案候选组,37
201511260020,2015,11,26,India,West Bengal,Thakurnagar,3,14,6,0,Unknown,0.2816979028350739,0.0,1.0,G0024,,重复作案候选组,11
201511260022,2015,11,26,Pakistan,Khyber Pakhtunkhwa,Jamrud,2,4,5,0,Unknown,0.2712061605522504,1.0,0.0,G0013,,重复作案候选组,35
201511260023,2015,11,26,India,Assam,South Salmara,6,14,13,0,Unknown,0.1967824540542868,,,G0025,,重复作案候选组,34
201511260024,2015,11,26,Afghanistan,Kunduz,Kunduz,3,3,6,0,Taliban,0.7431299249393113,0.0,3.0,G0002,2.0,重复作案候选组,43
201511260026,2015,11,26,West Bank and Gaza Strip,West Bank,Tapuah,2,3,9,0,Palestinian Extremists,0.1725931926185417,0.0,0.0,G0021,,重复作案候选组,45
201511260027,2015,11,26,Niger,Diffa,Bosso,2,14,6,0,Boko Haram,0.783960381738481,18.0,11.0,G0005,5.0,重复作案候选组,35
201511260028,2015,11,26,Syria,Deir ez-Zor,Unknown,9,14,13,0,Islamic State of Iraq and the Levant (ISIL),0.2641736333533283,1.0,0.0,G0007,,重复作案候选组,28
201511260034,2015,11,26,Yemen,Taizz,Alaqroth,3,14,6,0,Houthi extremists (Ansar Allah),0.2248464643606596,0.0,0.0,G0006,,重复作案候选组,46
201511260035,2015,11,26,Yemen,Adan,Aden,9,2,13,0,Unknown,0.1500104063073659,0.0,0.0,G0006,,重复作案候选组,35
201511260037,2015,11,26,Myanmar,Shan,Lashio,6,14,5,0,Unknown,0.320628677667909,,,G0040,,重复作案候选组,26
201511260038,2015,11,26,Myanmar,Shan,Lashio district,6,14,5,0,Unknown,0.3191139108071946,,,G0040,,重复作案候选组,29
201511260055,2015,11,26,Myanmar,Shan,Lashio,6,14,5,0,Unknown,0.3191139108071946,,,G0040,,重复作案候选组,29
201511260057,2015,11,26,Kyrgyzstan,Bishkek,Bishkek,2,15,9,0,Jihadi-inspired extremists,0.2350112760238591,0.0,1.0,G0058,,重复作案候选组,5
201511270003,2015,11,27,Afghanistan,Baghlan,Unknown,3,3,6,0,Unknown,0.2343562808820934,0.0,0.0,G0002,2.0,重复作案候选组,32
201511270005,2015,11,27,West Bank and Gaza Strip,West Bank,Kefar Adumim,8,4,10,0,Palestinian Extremists,0.3251627733655041,0.0,2.0,G0021,,重复作案候选组,47
201511270010,2015,11,27,Philippines,Northern Samar,Lagundi,3,4,6,0,New People's Army (NPA),0.7643533587877805,2.0,3.0,G0008,,重复作案候选组,24
201511270011,2015,11,27,Egypt,Giza,Unknown,3,20,6,0,Unknown,0.2323120159963993,0.0,0.0,G0011,,重复作案候选组,29
201511270012,2015,11,27,Burundi,Bujumbura Mairie,Bujumbura,1,2,5,0,Unknown,0.262936044232491,1.0,1.0,G0029,,重复作案候选组,54
201511270013,2015,11,26,Syria,Aleppo,Tall Aran,3,14,6,0,Islamic State of Iraq and the Levant (ISIL),0.5006942983408541,6.0,0.0,G0007,,重复作案候选组,34
201511270014,2015,11,27,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5242216908486285,1.0,6.0,G0001,1.0,重复作案候选组,25
201511270015,2015,11,27,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.50831327918808,1.0,5.0,G0001,1.0,重复作案候选组,25
201511270016,2015,11,27,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5471283742055992,1.0,8.0,G0001,1.0,重复作案候选组,26
201511270017,2015,11,27,Iraq,Babil,Hillah,6,2,5,0,Unknown,0.186523327837104,1.0,0.0,G0001,1.0,重复作案候选组,39
201511270018,2015,11,27,Iraq,Nineveh,Qani,3,14,6,0,Islamic State of Iraq and the Levant (ISIL),0.2248464643606596,0.0,0.0,G0004,4.0,重复作案候选组,16
201511270019,2015,11,27,United Kingdom,England,London,3,15,6,0,Unknown,0.1816465118648006,0.0,0.0,G0026,,重复作案候选组,10
201511270020,2015,11,27,Pakistan,Sindh,Karachi,2,10,5,0,Unknown,0.2248149470282003,0.0,1.0,G0014,,重复作案候选组,17
201511270023,2015,11,27,Sudan,West Kordofan,Abyei,1,2,6,0,Unknown,0.4737978395376339,2.0,2.0,G0018,,重复作案候选组,15
201511270024,2015,11,27,West Bank and Gaza Strip,West Bank,Bayt Umar,8,4,10,0,Palestinian Extremists,0.4311517019059481,0.0,6.0,G0021,,重复作案候选组,49
201511270025,2015,11,27,Israel,Northern,Nahariyya,2,3,9,0,Palestinian Extremists,0.2460359873771362,0.0,1.0,G0021,,重复作案候选组,22
201511270026,2015,11,27,Afghanistan,Helmand,Marjah,7,3,8,0,Taliban,0.6860122608919094,0.0,0.0,G0012,,重复作案候选组,29
201511270027,2015,11,27,Pakistan,Khyber Pakhtunkhwa,Kohat,2,3,5,0,Unknown,0.2430713084066688,0.0,1.0,G0013,,重复作案候选组,36
201511270028,2015,11,27,Turkey,Diyarbakir,Diyarbakir,2,3,5,0,Kurdistan Workers' Party (PKK),0.3581301699706737,0.0,3.0,G0009,,重复作案候选组,48
201511270031,2015,11,27,Nigeria,Borno,Gajiganna,7,14,8,0,Boko Haram,0.701399381406507,3.0,0.0,G0005,5.0,重复作案候选组,34
201511270032,2015,11,27,Pakistan,Federally Administered Tribal Areas,Parachinar,3,20,6,0,Unknown,0.1761575589864727,0.0,0.0,G0002,2.0,重复作案候选组,9
201511270033,2015,11,27,Iraq,Al Anbar,Ramadi,3,4,6,0,Unknown,0.5370073202370069,8.0,0.0,G0001,1.0,重复作案候选组,33
201511270034,2015,11,27,Iraq,Al Anbar,Jubah,3,4,6,0,Unknown,0.5554478014549794,17.0,,G0001,1.0,重复作案候选组,31
201511270035,2015,11,27,Somalia,Gedo,Bardere,3,4,6,0,Al-Shabaab,0.2560049091811743,,,G0017,,重复作案候选组,39
201511270040,2015,11,27,United Kingdom,Northern Ireland,Antrim,7,14,8,0,Unknown,0.663974440981415,0.0,0.0,G0031,,重复作案候选组,37
201511270043,2015,11,27,Iraq,Al Anbar,Albu Hayat,9,14,13,0,Islamic State of Iraq and the Levant (ISIL),0.200789414358149,0.0,0.0,G0041,,重复作案候选组,14
201511270052,2015,11,27,Philippines,Zamboanga Sibugay,Zamboanga City,3,14,6,0,Unknown,0.2377356116138749,0.0,0.0,G0008,,重复作案候选组,29
201511270053,2015,11,27,Nepal,Central,Dashgaja,7,14,8,0,United Democratic Madhesi Front (UDMF),0.6889419146628444,0.0,0.0,G0024,,重复作案候选组,26
201511270054,2015,11,27,Syria,Unknown,Unknown,6,10,13,0,Unknown,0.1921986888618026,0.0,0.0,G0007,,重复作案候选组,10
201511280003,2015,11,28,Afghanistan,Kabul,Kabul,3,2,6,0,Taliban,0.7638718449661477,1.0,2.0,G0002,2.0,重复作案候选组,30
201511280004,2015,11,28,Pakistan,Balochistan,Kohlu,2,14,6,0,Unknown,0.299907774181781,1.0,0.0,G0014,,重复作案候选组,24
201511280006,2015,11,28,Libya,Benghazi,Benghazi,3,14,6,0,Shura Council of Benghazi Revolutionaries,0.7953241880739909,2.0,12.0,G0010,,重复作案候选组,30
201511280007,2015,11,28,Libya,Benghazi,Benghazi,3,21,6,0,Unknown,0.2519459077270141,0.0,0.0,G0010,,重复作案候选组,31
201511280008,2015,11,28,Philippines,Masbate,Osmena,7,2,13,0,New People's Army (NPA),0.6896374021222185,0.0,0.0,G0008,,重复作案候选组,28
201511280009,2015,11,28,Philippines,Masbate,Candelaria,6,14,5,0,New People's Army (NPA),0.171080713360813,1.0,0.0,G0008,,重复作案候选组,38
201511280013,2015,11,28,Syria,Al Hasakah,Qamishli,3,14,6,0,Unknown,0.2982959054926174,0.0,1.0,G0009,,重复作案候选组,25
201511280019,2015,11,28,Cameroon,Extreme-North,Dabanga,3,1,6,0,Boko Haram,0.6828008494174461,2.0,6.0,G0005,5.0,重复作案候选组,36
201511280020,2015,11,28,Cameroon,Extreme-North,Dabanga,3,4,6,0,Boko Haram,0.7191792772633766,3.0,6.0,G0005,5.0,重复作案候选组,35
201511280021,2015,11,28,Cameroon,Extreme-North,Gouzoudou,7,14,8,0,Boko Haram,0.701393464901606,5.0,0.0,G0005,5.0,重复作案候选组,50
201511280022,2015,11,28,India,Jammu and Kashmir,Saujian,2,4,5,0,Unknown,0.2417087428965934,0.0,1.0,G0027,,重复作案候选组,19
201511280023,2015,11,28,Burundi,Bujumbura Mairie,Bujumbura,2,4,5,0,Unknown,0.4021786940691875,0.0,5.0,G0029,,重复作案候选组,29
201511280025,2015,11,28,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5369138755167784,1.0,7.0,G0001,1.0,重复作案候选组,25
201511280026,2015,11,28,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.5096710430525975,1.0,5.0,G0001,1.0,重复作案候选组,22
201511280027,2015,11,28,Iraq,Al Anbar,Fallujah,6,14,9,0,Islamic State of Iraq and the Levant (ISIL),0.3422078761450773,2.0,0.0,G0001,1.0,重复作案候选组,33
201511280030,2015,11,28,Iraq,Baghdad,Baghdad,3,2,6,0,Unknown,0.7514363811028171,1.0,0.0,G0001,1.0,重复作案候选组,20
201511280032,2015,11,28,Iraq,Saladin,Tarmiyah,3,20,6,0,Islamic State of Iraq and the Levant (ISIL),0.2323120159963993,0.0,0.0,G0001,1.0,重复作案候选组,40
201511280034,2015,11,28,Iraq,Nineveh,Al-Wailiyah,3,4,6,0,Islamic State of Iraq and the Levant (ISIL),0.2495916467096581,0.0,0.0,G0004,4.0,重复作案候选组,17
201511280035,2015,11,28,Pakistan,Federally Administered Tribal Areas,Sra Mena,1,17,6,0,Unknown,0.7258745804781037,2.0,0.0,G0013,,重复作案候选组,33
201511280037,2015,11,28,Turkey,Diyarbakir,Sur district,3,2,6,0,Unknown,0.4298483984831914,0.0,3.0,G0009,,重复作案候选组,47
201511280038,2015,11,28,Uganda,Central,Kampala,2,15,9,0,Unknown,0.1697725775805207,0.0,0.0,G0029,,重复作案候选组,10
201511280039,2015,11,28,India,Chhattisgarh,Sukma district,3,3,6,0,Maoists,0.2787685489607883,0.0,1.0,G0022,,重复作案候选组,30
201511280040,2015,11,28,India,Chhattisgarh,Acheli,3,20,6,0,Unknown,0.1761575589864727,0.0,0.0,G0022,,重复作案候选组,25
201511280041,2015,11,28,Yemen,Taizz,Taizz,3,14,6,0,Houthi extremists (Ansar Allah),0.7156936597758572,3.0,20.0,G0006,,重复作案候选组,35
201511280043,2015,11,28,Afghanistan,Kandahar,Kandahar,2,2,5,0,Taliban,0.2642751147239076,1.0,0.0,G0002,2.0,重复作案候选组,30
201511280046,2015,11,28,Philippines,Nueva Ecija,Cawayang Bugtong,2,4,5,0,Unknown,0.2611348970691685,1.0,0.0,G0033,,重复作案候选组,28
201511280047,2015,11,28,Niger,Diffa,Unknown,2,14,5,0,Boko Haram,0.7228376417525487,4.0,2.0,G0005,5.0,重复作案候选组,34
201511280049,2015,11,28,Somalia,Banaadir,Kahda,9,14,13,0,Al-Shabaab,0.6949306559472701,0.0,0.0,G0017,,重复作案候选组,32
201511280051,2015,11,28,West Bank and Gaza Strip,West Bank,Bekaot,2,4,9,0,Palestinian Extremists,0.1712305898324578,0.0,0.0,G0021,,重复作案候选组,39
201511280052,2015,11,28,Philippines,Davao Occidental,Kalongkongan,2,2,5,0,Unknown,0.3435422588012832,2.0,0.0,G0008,,重复作案候选组,19
201511280060,2015,11,28,Yemen,Adan,Aden,6,4,13,0,Unknown,0.1403157134774496,,,G0006,,重复作案候选组,39
201511280062,2015,11,28,Germany,North Rhine-Westphalia,Munster,7,7,8,0,Unknown,0.6546246210446036,0.0,0.0,G0026,,重复作案候选组,13
201511280064,2015,11,28,Yemen,Taizz,Taizz,6,2,13,0,Houthi extremists (Ansar Allah),0.1333856395214634,0.0,0.0,G0006,,重复作案候选组,27
201511290001,2015,11,28,Syria,Aleppo,Tanab,2,14,5,0,Revolutionaries Army (Jaysh al-Thowwar),0.4973028818694186,20.0,0.0,G0007,,重复作案候选组,37
201511290002,2015,11,29,Indonesia,Central Sulawesi,Maranda,2,4,5,0,Mujahidin Indonesia Timur (MIT),0.2611348970691685,1.0,0.0,G0046,,重复作案候选组,8
201511290003,2015,11,29,Burundi,Bujumbura Mairie,Bujumbura,2,2,5,0,Unknown,0.3682171447756056,1.0,2.0,G0029,,重复作案候选组,27
201511290004,2015,11,29,Iraq,Baghdad,Baghdad,3,2,6,0,Unknown,0.7514330953040979,1.0,2.0,G0001,1.0,重复作案候选组,20
201511290005,2015,11,29,Iraq,Saladin,Hamamiyat,3,1,6,0,Unknown,0.6135635234610487,2.0,6.0,G0001,1.0,重复作案候选组,58
201511290006,2015,11,29,Iraq,Diyala,Madain,3,14,6,0,Unknown,0.5990141361317587,2.0,5.0,G0001,1.0,重复作案候选组,47
201511290007,2015,11,29,Iraq,Al Anbar,Zaidan,3,14,6,0,Unknown,0.6433277258071001,2.0,5.0,G0001,1.0,重复作案候选组,23
201511290008,2015,11,29,Iraq,Al Anbar,Zaidan,3,8,6,0,Unknown,0.7930074822552939,0.0,3.0,G0001,1.0,重复作案候选组,23
201511290009,2015,11,29,Iraq,Baghdad,Baghdad,3,15,6,0,Unknown,0.2522398917425145,0.0,0.0,G0001,1.0,重复作案候选组,20
201511290010,2015,11,29,Nepal,Eastern,Portaha,3,20,6,0,Unknown,0.1761575589864727,0.0,0.0,G0024,,重复作案候选组,19
201511290011,2015,11,29,Nepal,Mid-Western,Tulsipur,3,20,6,0,Unknown,0.1761575589864727,0.0,0.0,G0024,,重复作案候选组,10
201511290012,2015,11,29,Afghanistan,Kabul,Kabul,1,10,5,0,Unknown,0.2461453583482103,1.0,0.0,G0002,2.0,重复作案候选组,78
201511290013,2015,11,29,West Bank and Gaza Strip,West Bank,Jerusalem,2,3,9,0,Palestinian Extremists,0.2460359873771362,0.0,1.0,G0021,,重复作案候选组,38
201511290014,2015,11,29,Democratic Republic of the Congo,North Kivu,Eringeti,9,4,13,0,Allied Democratic Forces (ADF),0.7349046143008796,4.0,4.0,G0018,,重复作案候选组,33
201511290015,2015,11,29,Democratic Republic of the Congo,North Kivu,Eringeti,9,7,13,0,Allied Democratic Forces (ADF),0.7298672952460663,1.0,1.0,G0018,,重复作案候选组,33
201511290016,2015,11,29,Democratic Republic of the Congo,North Kivu,Eringeti,9,1,13,0,Allied Democratic Forces (ADF),0.737852337408165,7.0,0.0,G0018,,重复作案候选组,35
201511290017,2015,11,29,Democratic Republic of the Congo,North Kivu,Beni,9,3,13,0,Allied Democratic Forces (ADF),0.7363145918516766,0.0,0.0,G0018,,重复作案候选组,37
201511290018,2015,11,29,Nepal,Unknown,Unknown,7,1,8,0,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0.6875862746394845,0.0,0.0,G0024,,重复作案候选组,11
201511290019,2015,11,29,Nepal,Central,Central,7,1,8,0,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0.6875862746394845,0.0,0.0,G0024,,重复作案候选组,24
201511290020,2015,11,29,Nepal,Eastern,Biratnagar,7,14,8,0,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0.6889419146628444,0.0,0.0,G0024,,重复作案候选组,25
201511290021,2015,11,29,Saudi Arabia,Jazan,Harath district,2,3,6,0,Houthi extremists (Ansar Allah),0.4422312236722683,3.0,0.0,G0035,,重复作案候选组,26
201511290022,2015,11,29,Saudi Arabia,Asir,Unknown,2,3,5,0,Houthi extremists (Ansar Allah),0.2891667258254122,1.0,0.0,G0035,,重复作案候选组,20
201511290023,2015,11,29,Saudi Arabia,Jazan,Unknown,3,14,6,0,Houthi extremists (Ansar Allah),0.4171369458649827,2.0,0.0,G0035,,重复作案候选组,18
201511290026,2015,11,29,West Bank and Gaza Strip,West Bank,Bethlehem,3,4,6,0,Unknown,0.2601111664659678,0.0,0.0,G0021,,重复作案候选组,46
201511290027,2015,11,29,Nigeria,Borno,Bam,6,14,5,0,Boko Haram,0.7263954465609359,,,G0005,5.0,重复作案候选组,36
201511290028,2015,11,29,Nigeria,Adamawa,Gulak,2,4,6,0,Boko Haram,0.7756414115443888,1.0,,G0005,5.0,重复作案候选组,41
201511290029,2015,11,29,Burkina Faso,Unknown,Unknown,2,1,6,0,Muslim extremists,0.344934646291665,1.0,1.0,G0147,,单件线索,0
201511290030,2015,11,29,Mexico,Guerrero,Acapulco,2,14,5,0,Unknown,0.5733844228582032,3.0,5.0,G0061,,重复作案候选组,2
201511290034,2015,11,29,India,Meghalaya,Sohbar,6,14,13,0,Garo National Liberation Army,0.1967824540542868,0.0,0.0,G0025,,重复作案候选组,20
201511290035,2015,11,29,Libya,Misrata,Misrata,2,4,6,0,Unknown,0.2092670328981164,0.0,0.0,G0010,,重复作案候选组,22
201511290036,2015,11,29,Philippines,Basilan,Lamitan City,2,1,5,0,Unknown,0.6989382151795599,0.0,0.0,G0008,,重复作案候选组,31
201511300002,2015,11,30,Afghanistan,Kabul,Kabul,3,3,6,0,Unknown,0.7431343149822508,0.0,0.0,G0002,2.0,重复作案候选组,31
201511300004,2015,11,30,Iraq,Baghdad,Baghdad,3,19,6,0,Unknown,0.7668318980803371,1.0,4.0,G0001,1.0,重复作案候选组,22
201511300005,2015,11,30,Iraq,Baghdad,Baghdad,3,14,6,0,Unknown,0.6276151306026725,2.0,7.0,G0001,1.0,重复作案候选组,22
201511300006,2015,11,30,Iraq,Baghdad,Baghdad,3,1,6,0,Unknown,0.5242216908486285,1.0,6.0,G0001,1.0,重复作案候选组,21
201511300007,2015,11,30,India,Jharkhand,Pratappur,3,4,6,0,Communist Party of India - Maoist (CPI-Maoist),0.2039567094560412,0.0,0.0,G0024,,重复作案候选组,21
201511300008,2015,11,30,Iraq,Baghdad,Baghdad,3,4,6,0,Unknown,0.7910365242429545,1.0,3.0,G0001,1.0,重复作案候选组,20
201511300009,2015,11,30,Iraq,Baghdad,Baghdad,3,20,6,0,Unknown,0.2217924962400896,0.0,0.0,G0001,1.0,重复作案候选组,20
201511300010,2015,11,30,Iraq,Saladin,Tarmiyah,3,14,6,0,Unknown,0.6276151306026725,2.0,7.0,G0001,1.0,重复作案候选组,38
201511300013,2015,11,30,Iraq,Kirkuk,Tall Rabiah,3,14,6,0,Unknown,0.4889886287876562,1.0,4.0,G0001,1.0,重复作案候选组,32
201511300016,2015,11,30,Turkey,Mardin,Derik,3,4,6,0,Kurdistan Workers' Party (PKK),0.3573946338545304,1.0,1.0,G0009,,重复作案候选组,42
201511300017,2015,11,30,Turkey,Sirnak,Unknown,3,3,6,0,Kurdistan Workers' Party (PKK),0.3057873589273931,0.0,0.0,G0009,,重复作案候选组,35
201511300018,2015,11,30,Turkey,Sirnak,Unknown,3,3,6,0,Kurdistan Workers' Party (PKK),0.3057873589273931,0.0,0.0,G0009,,重复作案候选组,36
