split,eventid,gname
validation_unseen_organizations,201602040029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602050004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602050013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602050014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602050053,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602050054,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602060029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602060050,Taliban
validation_unseen_organizations,201602060060,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602060061,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602070003,Taliban
validation_unseen_organizations,201602070007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602070011,Taliban
validation_unseen_organizations,201602070013,Taliban
validation_unseen_organizations,201602070014,Taliban
validation_unseen_organizations,201602080001,Taliban
validation_unseen_organizations,201602080007,Najd Province of the Islamic State
validation_unseen_organizations,201602080018,Taliban
validation_unseen_organizations,201602090002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602100004,Taliban
validation_unseen_organizations,201602100007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602100041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602100047,Taliban
validation_unseen_organizations,201602110031,Taliban
validation_unseen_organizations,201602120008,Taliban
validation_unseen_organizations,201602120009,Taliban
validation_unseen_organizations,201602120010,Taliban
validation_unseen_organizations,201602130006,Taliban
validation_unseen_organizations,201602130007,Taliban
validation_unseen_organizations,201602130009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602130010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602140013,Taliban
validation_unseen_organizations,201602140030,People's Liberation Army (India)
validation_unseen_organizations,201602140031,Manipur Naga People's Army (MNPA)
validation_unseen_organizations,201602150006,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201602150020,Taliban
validation_unseen_organizations,201602150028,Taliban
validation_unseen_organizations,201602150041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602150052,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602160024,Taliban
validation_unseen_organizations,201602160048,Taliban
validation_unseen_organizations,201602180012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602180030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602180054,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602180057,Taliban
validation_unseen_organizations,201602200008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602200023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602200024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602210001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602210002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602210003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602210060,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602220003,Taliban
validation_unseen_organizations,201602220004,Taliban
validation_unseen_organizations,201602220005,Taliban
validation_unseen_organizations,201602220044,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602230024,Tripoli Province of the Islamic State
validation_unseen_organizations,201602230045,Taliban
validation_unseen_organizations,201602230046,Taliban
validation_unseen_organizations,201602230047,Taliban
validation_unseen_organizations,201602230048,Taliban
validation_unseen_organizations,201602230049,Taliban
validation_unseen_organizations,201602230050,Taliban
validation_unseen_organizations,201602230051,Taliban
validation_unseen_organizations,201602240048,Taliban
validation_unseen_organizations,201602240055,Taliban
validation_unseen_organizations,201602250019,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602250020,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602260001,Taliban
validation_unseen_organizations,201602270005,Taliban
validation_unseen_organizations,201602270007,Taliban
validation_unseen_organizations,201602270009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270026,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270027,Taliban
validation_unseen_organizations,201602270028,Taliban
validation_unseen_organizations,201602270034,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270035,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602270036,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280027,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602280037,Taliban
validation_unseen_organizations,201602290009,Taliban
validation_unseen_organizations,201602290011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602290022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602290023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602290024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201602290026,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603010006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603010008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603010009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603010010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603020008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603020037,Taliban
validation_unseen_organizations,201603020051,Taliban
validation_unseen_organizations,201603030007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603030031,Taliban
validation_unseen_organizations,201603030032,Taliban
validation_unseen_organizations,201603040012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603040013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603040014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603040015,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603040059,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603050002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603050030,Taliban
validation_unseen_organizations,201603050049,Taliban
validation_unseen_organizations,201603060002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603060027,Taliban
validation_unseen_organizations,201603070028,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603070029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603070030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603070031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603080007,Hamas (Islamic Resistance Movement)
validation_unseen_organizations,201603090022,Taliban
validation_unseen_organizations,201603090044,Taliban
validation_unseen_organizations,201603100008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603110006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603110007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120033,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603120045,Taliban
validation_unseen_organizations,201603130028,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603130031,Taliban
validation_unseen_organizations,201603140017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603140018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603140026,Taliban
validation_unseen_organizations,201603140027,Taliban
validation_unseen_organizations,201603140050,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603140052,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603150009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603150010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603150014,Taliban
validation_unseen_organizations,201603160026,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603160039,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603160056,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201603180006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603190004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603190012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603200003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603200009,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201603200018,Taliban
validation_unseen_organizations,201603210018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603210022,Taliban
validation_unseen_organizations,201603210024,Taliban
validation_unseen_organizations,201603210030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220018,Taliban
validation_unseen_organizations,201603220028,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603220029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603230003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603230004,Taliban
validation_unseen_organizations,201603230012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603230024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603240011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603240012,Taliban
validation_unseen_organizations,201603240013,Taliban
validation_unseen_organizations,201603240048,Taliban
validation_unseen_organizations,201603250003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603250004,Taliban
validation_unseen_organizations,201603250005,Taliban
validation_unseen_organizations,201603250006,Taliban
validation_unseen_organizations,201603250007,Taliban
validation_unseen_organizations,201603250019,Taliban
validation_unseen_organizations,201603250029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603250036,Taliban
validation_unseen_organizations,201603260004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603260021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603260036,Taliban
validation_unseen_organizations,201603260037,Taliban
validation_unseen_organizations,201603260038,Taliban
validation_unseen_organizations,201603260039,Taliban
validation_unseen_organizations,201603270039,Taliban
validation_unseen_organizations,201603270047,Taliban
validation_unseen_organizations,201603280007,Taliban
validation_unseen_organizations,201603290005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603290006,Taliban
validation_unseen_organizations,201603290018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603290031,Taliban
validation_unseen_organizations,201603300041,Taliban
validation_unseen_organizations,201603300043,Taliban
validation_unseen_organizations,201603310020,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201603310022,Taliban
validation_unseen_organizations,201604010013,Taliban
validation_unseen_organizations,201604010021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604020006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604020026,Najd Province of the Islamic State
validation_unseen_organizations,201604030002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604030003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604030030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604030037,Tripoli Province of the Islamic State
validation_unseen_organizations,201604040001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040019,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040027,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604040056,Taliban
validation_unseen_organizations,201604040059,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604050020,Taliban
validation_unseen_organizations,201604050030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604050031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604050034,Taliban
validation_unseen_organizations,201604050036,Najd Province of the Islamic State
validation_unseen_organizations,201604060037,Taliban
validation_unseen_organizations,201604070008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604070044,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604080020,Taliban
validation_unseen_organizations,201604080043,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201604090013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604090014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604090016,Taliban
validation_unseen_organizations,201604100004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604100010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604100012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604100016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604100019,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604110006,Taliban
validation_unseen_organizations,201604110007,Taliban
validation_unseen_organizations,201604110016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604110022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604120017,Taliban
validation_unseen_organizations,201604120018,Taliban
validation_unseen_organizations,201604120019,Taliban
validation_unseen_organizations,201604120033,Tripoli Province of the Islamic State
validation_unseen_organizations,201604120043,Taliban
validation_unseen_organizations,201604120044,Taliban
validation_unseen_organizations,201604130009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604130042,Taliban
validation_unseen_organizations,201604130052,Taliban
validation_unseen_organizations,201604140019,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604140034,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604160009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604160025,Taliban
validation_unseen_organizations,201604170004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604170018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604180006,Hamas (Islamic Resistance Movement)
validation_unseen_organizations,201604180014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604180022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604180067,Taliban
validation_unseen_organizations,201604190033,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604190034,Taliban
validation_unseen_organizations,201604210008,Taliban
validation_unseen_organizations,201604210023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604220001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604220005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604220047,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604230004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604230021,Taliban
validation_unseen_organizations,201604230026,Taliban
validation_unseen_organizations,201604250029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604250031,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604270010,Taliban
validation_unseen_organizations,201604270012,Taliban
validation_unseen_organizations,201604270048,Taliban
validation_unseen_organizations,201604280008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604280017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604280025,Taliban
validation_unseen_organizations,201604290013,Taliban
validation_unseen_organizations,201604290016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604290024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604300003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604300004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604300029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201604300034,Taliban
validation_unseen_organizations,201604300061,Taliban
validation_unseen_organizations,201604300062,Taliban
validation_unseen_organizations,201605010007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605010024,Taliban
validation_unseen_organizations,201605010025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605010062,Taliban
validation_unseen_organizations,201605020001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605020008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605020029,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605020044,Taliban
validation_unseen_organizations,201605030004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605030005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605030006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605030007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605040003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605050002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605050008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605050016,Tripoli Province of the Islamic State
validation_unseen_organizations,201605050017,Tripoli Province of the Islamic State
validation_unseen_organizations,201605050033,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605050034,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605050060,Taliban
validation_unseen_organizations,201605060003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605060008,Taliban
validation_unseen_organizations,201605060023,Taliban
validation_unseen_organizations,201605070007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605070008,Taliban
validation_unseen_organizations,201605070021,Taliban
validation_unseen_organizations,201605070028,Taliban
validation_unseen_organizations,201605070029,Taliban
validation_unseen_organizations,201605070042,Taliban
validation_unseen_organizations,201605070052,Taliban
validation_unseen_organizations,201605080006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605080014,Tripoli Province of the Islamic State
validation_unseen_organizations,201605080015,Tripoli Province of the Islamic State
validation_unseen_organizations,201605080062,Taliban
validation_unseen_organizations,201605090008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605100061,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605110017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605110018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605110019,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605110023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605110035,Taliban
validation_unseen_organizations,201605110036,Taliban
validation_unseen_organizations,201605120003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605120004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605120006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605120008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605120009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605120015,Tripoli Province of the Islamic State
validation_unseen_organizations,201605120022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605140004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605140021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605140022,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605140025,Taliban
validation_unseen_organizations,201605140035,Taliban
validation_unseen_organizations,201605140036,Taliban
validation_unseen_organizations,201605140039,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605140044,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605150001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605150014,Baloch Republican Army (BRA)
validation_unseen_organizations,201605160040,Taliban
validation_unseen_organizations,201605170022,Baloch Republican Army (BRA)
validation_unseen_organizations,201605170028,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605170030,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605170039,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605170040,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605180007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605180011,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605180034,Taliban
validation_unseen_organizations,201605180062,Tripoli Province of the Islamic State
validation_unseen_organizations,201605180063,Tripoli Province of the Islamic State
validation_unseen_organizations,201605180080,Taliban
validation_unseen_organizations,201605190001,Taliban
validation_unseen_organizations,201605190003,Taliban
validation_unseen_organizations,201605190007,Taliban
validation_unseen_organizations,201605190014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605190053,Taliban
validation_unseen_organizations,201605210005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605210007,Taliban
validation_unseen_organizations,201605210015,Taliban
validation_unseen_organizations,201605210016,Taliban
validation_unseen_organizations,201605210017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605210057,Taliban
validation_unseen_organizations,201605220002,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605220016,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201605220042,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605220043,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605220044,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605220046,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230007,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605230026,National Liberation Army of Colombia (ELN)
validation_unseen_organizations,201605240001,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605240013,Baloch Republican Army (BRA)
validation_unseen_organizations,201605240016,Taliban
validation_unseen_organizations,201605240024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605240025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605240059,Jaish al-Fatah (Syria)
validation_unseen_organizations,201605240060,Jaish al-Fatah (Syria)
validation_unseen_organizations,201605250007,Taliban
validation_unseen_organizations,201605260028,People's Liberation Army (India)
validation_unseen_organizations,201605270017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605280014,Taliban
validation_unseen_organizations,201605280015,Taliban
validation_unseen_organizations,201605280016,Taliban
validation_unseen_organizations,201605280017,Taliban
validation_unseen_organizations,201605280024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605280025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605290016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605290025,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605290032,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605300016,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605300017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605300018,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605300061,Taliban
validation_unseen_organizations,201605300062,Taliban
validation_unseen_organizations,201605300063,Taliban
validation_unseen_organizations,201605300064,Taliban
validation_unseen_organizations,201605300065,Taliban
validation_unseen_organizations,201605300066,Taliban
validation_unseen_organizations,201605300067,Taliban
validation_unseen_organizations,201605300068,Taliban
validation_unseen_organizations,201605300069,Taliban
validation_unseen_organizations,201605300070,Taliban
validation_unseen_organizations,201605300071,Taliban
validation_unseen_organizations,201605310001,Taliban
validation_unseen_organizations,201605310021,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201605310023,Taliban
validation_unseen_organizations,201606010007,Taliban
validation_unseen_organizations,201606010017,Taliban
validation_unseen_organizations,201606020022,Tripoli Province of the Islamic State
validation_unseen_organizations,201606020040,Taliban
validation_unseen_organizations,201606030004,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606030010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606040006,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606040010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606040013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606050043,Taliban
validation_unseen_organizations,201606050048,Taliban
validation_unseen_organizations,201606060023,Taliban
validation_unseen_organizations,201606070013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606070048,Taliban
validation_unseen_organizations,201606080012,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606080019,Hamas (Islamic Resistance Movement)
validation_unseen_organizations,201606090003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606090005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606090008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606090017,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606100013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606110013,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606110014,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606110057,Taliban
validation_unseen_organizations,201606120023,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606120024,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606120031,Tripoli Province of the Islamic State
validation_unseen_organizations,201606120032,Tripoli Province of the Islamic State
validation_unseen_organizations,201606120033,Tripoli Province of the Islamic State
validation_unseen_organizations,201606120041,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606130003,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606130005,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606130029,Tripoli Province of the Islamic State
validation_unseen_organizations,201606130037,Taliban
validation_unseen_organizations,201606140008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606140009,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606140010,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606140018,Taliban
validation_unseen_organizations,201606150008,Islamic State of Iraq and the Levant (ISIL)
validation_unseen_organizations,201606150011,Tripoli Province of the Islamic State
