样本编号,温度_oC,频率_Hz,磁通密度峰值B_m_T,实际磁芯损耗_w每m3,传统模型_五折预测,温度修正模型_五折预测,传统模型_相对误差_percent,温度修正模型_相对误差_percent,传统模型_全样本拟合,温度修正模型_全样本拟合
384,50,112160.0,0.019764999999999998,1143.163558,1325.9385572127826,1370.4489066378196,15.988525695531544,19.882137341349683,1321.0132316677925,1371.3719469643572
385,50,112160.0,0.024535500000000002,2098.810441,2269.0268043532956,2357.934715779011,8.110135152186214,12.34624479262399,2268.953689208326,2358.1433335152333
386,50,112170.0,0.027617000000000003,2838.707823,3060.2490988769314,3157.8768486767153,7.80430004391231,11.24346165853065,3050.960976536851,3172.8571023492937
387,50,112170.0,0.0351005,5186.650045,5557.713039281956,5776.151367460276,7.154193767895824,11.365743154939912,5558.668542396514,5788.0896342972455
388,50,112170.0,0.0394955,7059.64503,7458.688067046185,7777.824831530094,5.652451863379106,10.173029925416726,7467.08476947094,7780.122694415633
389,50,112150.0,0.0490975,12269.25192,12905.139062178338,13387.68950747757,5.182770280735559,9.11577653446347,12867.089485656103,13422.0905705182
390,50,112160.0,0.055297,16543.32032,17378.70922862482,18048.19700702758,5.049705213135957,9.096581931066542,17327.796530124877,18086.47173477347
391,50,112160.0,0.0619455,22183.00785,23152.621058493114,24186.027791136075,4.370972660919435,9.029523654683617,23019.971803214496,24042.30001245576
392,50,112160.0,0.0698355,29349.51758,30993.842482218293,32454.696825847896,5.602561942410958,10.580000974066763,31071.845813230495,32472.33903169997
393,50,112160.0,0.0782725,39278.81673,41555.961364218274,43492.390688094405,5.797386030926587,10.72734442857135,41332.41968390193,43221.441677075985
394,50,112160.0,0.0885615,54053.59161,56590.16715109436,59285.90728425545,4.6927048981239015,9.679866810714318,56296.21248222007,58907.58079631766
395,50,112160.0,0.099112,72281.36189,74070.131332993,77756.10996614737,2.474731239451745,7.574218211990819,74605.79229908771,78112.94476454552
396,50,112160.0,0.11095,98510.8538,99218.67669461762,103703.60855510377,0.7185227488279309,5.271251394944028,98938.56648236996,103651.39796359256
397,50,112160.0,0.1234485,129520.7229,128106.65835431236,134766.70745681974,-1.091767026948579,4.050305186197929,129225.26021494491,135457.1956110775
398,50,112160.0,0.17464600000000002,314222.2027,310752.9137007742,322633.4169802789,-1.1040877981935895,2.6768363941199267,307827.525140556,323265.068529157
399,50,112160.0,0.242087,733865.3511,706061.7131500954,731137.9438732474,-3.7886565850573706,-0.3716495434297942,696788.7642852201,732997.1446121373
400,50,112160.0,0.2712015,968499.8293,920381.7851282653,973337.1388221042,-4.968306933674203,0.49946415846045794,925749.9034855528,974441.1047120102
401,50,125850.0,0.0173375,951.481771,1155.0525478638597,1185.4394075396485,21.395131579862888,24.58876708628489,1145.385196124629,1179.8421138512808
402,50,125850.0,0.017518,983.3822228,1178.1543549451076,1203.2851710697269,19.80635073822361,22.361899897233613,1175.4522286435904,1210.8799690342557
403,50,125860.0,0.021773,1817.624491,2041.834822580338,2099.3755389880926,12.335349390950624,15.501059178239943,2025.4385235634036,2088.874564160754
404,50,125860.0,0.0276965,3326.960389,3703.3110329321858,3818.957135794968,11.312146822562784,14.78817566994989,3698.0979658730757,3818.7767726650222
405,50,125860.0,0.031224000000000002,4543.843552,4986.896135462351,5146.3401862042,9.75061263426066,13.25962540983629,4991.52879259417,5157.683885983303
406,50,125860.0,0.035163,6062.379548,6724.836260772578,6946.90890918803,10.92733814383371,14.590464918677668,6719.272071792767,6947.302046735789
407,50,125860.0,0.038909,7868.949799,8674.76151373767,8925.089256062094,10.240397198112442,13.421606237674947,8655.929399485087,8954.474717572502
408,50,125860.0,0.049262,14409.12046,15538.143006512397,16179.141783612275,7.8354716351118405,12.284034466405416,15619.159522670763,16178.036973327262
409,50,125860.0,0.0551185,19296.03239,20825.988704677926,21573.130723342736,7.928864772588234,11.80086293036501,20687.644199169405,21440.61050892684
410,50,125860.0,0.078785,47211.21881,50203.640110978515,52273.2167421802,6.338369091934308,10.72202340835988,50566.469705092844,52506.01500036432
411,50,125850.0,0.098854,87351.97459,89381.51963836743,92753.96990669006,2.3234106130896515,6.184170812446046,89200.17937984815,92733.22142421248
412,50,125860.0,0.1100525,114483.3823,117161.38729123394,121210.66849582717,2.339208483739867,5.876211953800013,116686.70085540003,121376.687199403
413,50,125860.0,0.138752,207436.5315,207832.73338058058,216854.04712071997,0.19099908666790014,4.539950389943712,208355.6945684159,216995.84128674425
414,50,125860.0,0.1561795,280098.7363,281563.33699298225,294113.2456744526,0.5228872905065876,5.003417566097973,280131.6073047557,291930.7475266626
415,50,125860.0,0.17506850000000002,375312.9687,373471.3208690749,389605.6583590267,-0.4906965611404744,3.8082056446206365,372746.4750059964,388681.11512691004
416,50,125850.0,0.217362,664504.626,641652.6700598488,670710.2984045505,-3.438946103010461,0.9338794888315016,640428.2123831249,668573.8028501834
417,50,125860.0,0.2444805,888278.957,846859.0746364354,891450.7441167429,-4.6629363486728055,0.3570710632901787,859551.0056793476,897880.2265223849
418,50,141260.0,0.015744,891.0644612,1088.4271969679926,1108.2544860043033,22.149097440403295,24.374221424094582,1083.5863268702078,1107.7208424308476
419,50,141270.0,0.015602000000000001,861.0731092,1039.9762026478718,1085.0040283056524,20.776760014499338,26.00602860699025,1059.4212356466614,1082.9609331483584
420,50,141270.0,0.017405999999999998,1195.612953,1398.889286080343,1425.4064908656826,17.001851022965873,19.219726357856086,1393.006373242997,1424.7821594673621
421,50,141260.0,0.0246905,2898.435212,3344.882288061667,3406.0983307435254,15.403037963840033,17.515075604992532,3340.11206914756,3422.6388806585014
422,50,141260.0,0.031354,5406.004941,6089.307032397183,6231.431926491147,12.639686771554933,15.268705717062481,6072.396764883012,6230.297924083516
423,50,141270.0,0.034807000000000005,6943.519876,7814.422173601527,8100.458819667088,12.542662988720831,16.66213915028891,7887.282240505523,8096.812332521345
424,50,141260.0,0.0388285,9229.404894,10284.712370569932,10651.87259318803,11.434187671796524,15.412344734304293,10367.537104486079,10649.157375306417
425,50,141260.0,0.043771500000000005,12557.26737,14010.554647326264,14342.367617996346,11.573276529878207,14.215674440930107,13991.801875943736,14380.97901781204
426,50,141260.0,0.049181,17064.0813,18623.730075631185,19188.76218703178,9.139951622424485,12.451188257241718,18727.586911937033,19260.351073731144
427,50,141260.0,0.062087,31020.95035,33310.08882204287,34397.90048075959,7.379330569228898,10.886030545997096,33548.78748816843,34545.72452913784
428,50,141260.0,0.123476,183833.8566,188526.9002596601,195091.17794511758,2.5528723307326255,6.12363878630482,187362.3660262651,193632.63302897505
429,50,141260.0,0.139512,251465.9823,255837.32100899675,265004.8847614927,1.7383419693649527,5.38398965047318,254303.72675012177,262983.98232766945
430,50,141260.0,0.155543,331266.0538,329407.1166694194,343190.3213470192,-0.5611613714283326,3.5996044298032546,333839.0531027993,345432.7278403523
431,50,141260.0,0.1744665,454595.3958,447453.739665135,464320.19304508634,-1.5709917436134786,2.139220356152658,444921.1711111413,460652.0948240191
432,50,141260.0,0.193574,590803.9623,580231.0106338285,602604.9218237773,-1.7895871288694547,1.9974408224745321,577037.1559138629,597767.6423337933
433,50,141260.0,0.2177755,792323.5259,784055.8147429555,800892.4818855685,-1.0434766716857513,1.0814971038295234,774824.1585260503,803160.403999455
434,50,158500.0,0.014228000000000001,811.244311,992.5005731801224,1028.768832126793,22.342993315625527,26.813688327583606,1012.2115684457148,1026.906902680584
435,50,158500.0,0.013948,777.0210248,973.0030872240068,982.0395516988991,25.222234169847756,26.38519684221795,963.1093016882514,976.9890895187747
436,50,158500.0,0.015463999999999999,1078.913049,1254.4782469822567,1266.2760281471599,16.27241399526874,17.365901665645705,1246.7604043096824,1265.4181638086134
437,50,158500.0,0.017425000000000003,1443.438183,1697.4587220815858,1716.2869603242557,17.598297043357753,18.90269916216119,1680.7612362736,1706.9910387477603
438,50,158500.0,0.0220305,2618.379464,2978.3096196216998,3076.336576994258,13.746294628810137,17.490097187619014,3022.197508330364,3073.1700192685453
439,50,158500.0,0.024777,3531.156728,4044.898533766423,4115.595944154364,14.548824799894952,16.55092824173178,4054.87894571565,4125.830883594108
440,50,158500.0,0.030969,6286.854328,7149.409549356989,7262.158022123855,13.71998103273038,15.513381466150843,7085.210763188776,7217.695145907222
441,50,158500.0,0.034603499999999995,8263.579464,9308.299419071522,9501.546398134305,12.642462744175303,14.98100114517523,9352.415605442777,9532.885402198737
442,50,158500.0,0.0386535,10938.67761,12343.006849314808,12543.983564226168,12.838199363614002,14.675502939757697,12336.287135389888,12581.69639274882
443,50,158500.0,0.043757000000000004,15114.43125,16711.32997276366,17166.61165294142,10.565390760328205,13.577622399396747,16824.05258300003,17169.993059352797
444,50,158510.0,0.0619795,37383.75204,40315.131216708425,41107.80920763562,7.841318799600154,9.961699841286501,40202.67428917941,41104.769216632245
445,50,158500.0,0.0702145,50514.39404,54853.47788620885,56134.56919541432,8.589796885958746,11.12588849618579,54923.4342437959,56193.114444194725
446,50,158510.0,0.0786135,70153.48663,72127.18570476379,74209.22324762055,2.81340125712265,5.781233139574541,72873.24068699738,74602.13725556032
447,50,158500.0,0.08699950000000001,90902.25109,94601.2165602786,96893.17238168197,4.069168173422175,6.5905092776531005,93897.55756739392,96177.15244473773
448,50,158500.0,0.0984425,124490.291,127965.31193765004,131172.96829761588,2.7913991603168817,5.368030907419024,127913.9752350171,131105.03355443242
449,50,158500.0,0.109914,164612.2355,168767.7476431082,172806.70469194194,2.524424828133859,4.978043805220011,168531.95430311057,172837.00629235903
450,50,158500.0,0.138812,299771.0466,302312.1901006511,310872.0594603476,0.8476947755537898,3.7031637932532653,302206.82919194596,310309.2732085506
451,50,158500.0,0.1936825,708203.9434,695405.2713092193,714993.0002577222,-1.8072014721262124,0.9586301969922396,695391.8311246624,715294.6107688401
452,50,177820.0,0.014416,1059.696965,1258.362471148391,1259.5812191603804,18.747388424236068,18.862397530824325,1258.5099050123733,1267.8726262593746
453,50,177830.0,0.015487500000000001,1306.918875,1477.8983418260327,1519.8274953564896,13.082638111415495,16.290882657616336,1505.8950885202967,1517.6681957416604
454,50,177820.0,0.0174345,1778.998935,1990.045975811174,2044.5694929094097,11.863247170025648,14.928089763550625,2024.9801319107637,2042.096701922463
455,50,177820.0,0.019533000000000002,2370.689654,2648.021172990791,2718.0929785226185,11.698347715942377,14.654103878019404,2690.979943307908,2715.3572721883347
456,50,177820.0,0.022031500000000002,3203.167708,3624.9152334458076,3662.2671709382407,13.166576460935268,14.332670181196793,3636.592954793874,3671.8726450456625
457,50,177820.0,0.024768,4344.275323,4923.697490659462,4955.238694148351,13.337602352038186,14.063642972021439,4874.226190551384,4924.560097034514
458,50,177820.0,0.0309105,7607.319762,8567.652082152288,8637.884262332305,12.623793270125564,13.54701172783836,8484.395604399548,8582.05705792432
459,50,177820.0,0.043932,18611.75563,20439.246006714875,20669.996730078263,9.819011237011795,11.058822934256757,20445.13282251619,20718.94665022761
460,50,177820.0,0.049225000000000005,24998.50716,27168.1656749537,27503.671631597714,8.679152323244963,10.02125629168055,27176.46443928764,27556.998513181727
461,50,177820.0,0.0556075,34254.35616,37197.77238953536,37679.8926059119,8.592823101934371,10.000294356464977,36868.86356464318,37409.22075140667
462,50,177820.0,0.0624705,46303.52633,49760.89183750036,50452.95277600936,7.466743424377896,8.96136163893192,49329.535050169834,50083.32626650108
463,50,177820.0,0.069911,63079.5044,65642.24325353431,66421.55553307611,4.062712410172824,5.298156928886896,65369.25150967533,66407.6407272847
464,50,177820.0,0.077607,82386.03548,84856.02661109064,86264.71976916063,2.9980701422272533,4.707938993013213,84887.87065277278,86283.9442144349
465,50,177820.0,0.0980815,149715.0746,152429.9158164438,155294.77973952418,1.8133385857751194,3.7268826498812615,152492.5916800087,155192.5064899389
466,50,177820.0,0.12441150000000001,275143.6946,278582.47873089614,284023.23192478303,1.2498138966605818,3.227236349243616,276453.9749372872,281702.619327521
467,50,177820.0,0.1390335,373207.7538,365967.4234926131,372171.8540326613,-1.9400267635562,-0.2775665180562778,365055.74994864,372205.1710200752
468,50,177820.0,0.1543235,483004.2226,477435.2451140553,487602.2084535356,-1.1529873291722008,0.9519556224135685,473941.03261214105,483489.56351980584
469,50,177820.0,0.173665,648264.9563,642632.76639345,648177.9728612138,-0.8688098672949953,-0.013417883836044591,636824.1228124918,650059.9902633774
470,50,199500.0,0.0129815,1032.120321,1178.8084832975117,1171.4404580069893,14.212312199743188,13.498439491241173,1164.9655075408227,1164.715267488811
471,50,199500.0,0.013798999999999999,1236.499405,1355.1167955540186,1354.8396287659884,9.593000212888787,9.570584772419556,1357.2780949388155,1357.424792454266
472,50,199500.0,0.017495,2220.87404,2449.82008087011,2454.930323339679,10.308826018341398,10.53892652730899,2457.677047567534,2461.0288229184516
473,50,199500.0,0.019706,3012.929607,3257.2613059269397,3319.1261682771487,8.109439342999549,10.162751913146463,3310.0266731518204,3316.6271765917822
474,50,199500.0,0.0246445,5310.013049,5785.951661011084,5784.791867421559,8.963040346967025,8.941198713456473,5791.812602410653,5810.228072414297
475,50,199500.0,0.027424999999999998,6952.35196,7649.061493888602,7647.025537365458,10.021206318337802,9.991921890062915,7567.748912877331,7596.1033989870875
476,50,199500.0,0.0307975,9325.626351,10044.45942197016,10120.448546285996,7.708147891782915,8.522989935156097,10115.368461633707,10159.49635551346
477,50,199500.0,0.034795,12589.23154,13712.614464016959,13753.46836525987,8.923363752963096,9.247878407516126,13727.230604969003,13796.014404172105
478,50,199500.0,0.039097999999999994,17054.31137,18564.37405676314,18612.33911494437,8.854433661974003,9.1356825329522,18376.830205128805,18480.301503638122
479,50,199500.0,0.0439545,22976.95692,24803.41243927794,24800.13578245734,7.9490749172625454,7.934814295927827,24631.24796261087,24785.273883892765
480,50,199500.0,0.0494435,31236.54917,33388.864861109876,33538.27449764945,6.890376012395731,7.368692729541521,33063.23576947764,33290.69604535195
481,50,199510.0,0.087659,138016.1924,138367.17849073987,139964.55859964964,0.25430790738135794,1.4116939221181104,138534.33263075518,139909.91773030572
482,50,199500.0,0.12373899999999999,339754.072,322793.8597670934,329626.7447173475,-4.991908451035902,-2.980781723390939,328151.075409393,332015.0930378655
483,50,199500.0,0.1376655,442298.9101,421204.58305613784,430563.18286466325,-4.769246896650253,-2.65334753655246,428504.67987406795,433794.92536626704
484,50,199500.0,0.15465600000000002,588559.4414,572586.3338052641,582233.3176131435,-2.7139327774168165,-1.0748487479546083,573327.7386247172,580763.19308522
485,50,223850.0,0.013017500000000001,1404.881552,1407.8359819246593,1398.4106079283015,0.21029743898717518,-0.46060424542456857,1411.7105733497535,1401.4704064328876
486,50,223850.0,0.013858,1622.907587,1617.9079938515808,1641.3724207299606,-0.3080639457518958,1.1377624873942176,1650.9283465553083,1639.4952473406574
487,50,223860.0,0.015546,2132.567199,2228.342603345575,2201.094573741043,4.491084941683695,3.2133746956802405,2201.135504219568,2187.2149173213916
488,50,223850.0,0.021961,5037.560801,5190.9051958118725,5182.219380196536,3.0440207248998905,2.871599667200449,5223.6731471807,5200.141359571959
489,50,223850.0,0.030947500000000003,11919.61205,12461.480253174228,12377.354578250617,4.546022143180644,3.8402468665128864,12322.092912602686,12288.851932306938
490,50,223850.0,0.0348415,15927.82703,16419.738875654282,16465.378983265608,3.088380133258403,3.374923348006794,16575.155735141165,16540.803309759398
491,50,223850.0,0.0391705,21477.21408,22417.093491598866,22204.39312712319,4.376170056777047,3.385816449072649,22218.110860283836,22185.797093542296
492,50,223850.0,0.044124,29115.33136,29724.330808229166,29876.59168540646,2.0916796058376232,2.6146373400108875,29928.981619022852,29904.275634982583
493,50,223850.0,0.061819,71651.5642,70293.12829396778,70207.45437499366,-1.8958914870866377,-2.015461687584954,69579.2692215217,69645.89603837932
494,50,223850.0,0.069471,96084.04349,93018.31788390769,93155.02416031214,-3.1906708905432115,-3.0483930768303855,93170.25855597662,93317.03684357922
495,50,223850.0,0.088018,172231.8907,169591.14790035898,168975.87451419985,-1.5332484529480996,-1.8904839124547435,168417.32202644335,168893.82386339494
496,50,223850.0,0.0989265,231702.7744,225137.3351373248,226601.6392838792,-2.833560918584844,-2.201585686373551,225596.9573506982,226375.03795402235
497,50,223850.0,0.11044100000000001,313217.4554,299929.7123147163,300962.7711121927,-4.242337984744279,-3.9125163928546702,297143.1141662581,298341.58895411494
498,50,223850.0,0.12313199999999999,411101.4334,392020.8352951647,390798.7786023995,-4.641335824842506,-4.938599855925598,390080.58138765045,391879.22226843255
499,50,223860.0,0.138034,544036.5187,522445.88150316617,520338.7584718664,-3.968600719750516,-4.355913511975357,519176.3609726787,521883.969510383
500,50,251170.0,0.013167499999999999,1909.545944,1743.842294612707,1712.4035932901686,-8.677646636780418,-10.324043332357306,1748.2845900647014,1723.4636294696272
501,50,251170.0,0.0138355,2125.681827,1969.4029128089776,1945.755434232348,-7.35194290161386,-8.464408477424115,1978.7029790531353,1951.121140391263
502,50,251170.0,0.015607,2832.109432,2667.917095208485,2623.921299664226,-5.797527981662931,-7.350991807853783,2674.7830867744497,2639.1790465579484
503,50,251170.0,0.0175525,3794.321716,3566.031252413446,3531.305710517423,-6.016634346631504,-6.931831962837622,3588.6538583650376,3543.085363784498
504,50,251170.0,0.0195315,4917.008595,4655.301756416904,4614.720351582149,-5.322480803658148,-6.147807911607909,4688.227809286765,4631.312304066844
505,50,251170.0,0.021743,6415.244137,6208.587448499591,6103.418588612208,-3.221337864735553,-4.860696517991174,6131.324717826422,6060.325969182958
506,50,251170.0,0.0245585,8651.717901,8243.712249462382,8189.916582653936,-4.7158917593748555,-5.337683493964679,8314.914848751563,8223.923878025988
507,50,251170.0,0.027614,11540.36978,11045.626044366372,10985.96113497472,-4.287070042513218,-4.804080420248732,11149.887066620282,11034.712350767277
508,50,251170.0,0.0310435,15469.20412,14904.096092081363,14751.40889219499,-3.6531163693677935,-4.640156159533634,14944.02764411256,14798.81793438994
509,50,251170.0,0.0393005,27632.14166,27247.025252813717,26759.07270708067,-1.3937262334746008,-3.159613770304222,26960.324562466652,26731.667612106874
510,50,251170.0,0.04426,37315.90865,36196.62148197302,35942.97286978268,-2.999490588652662,-3.6792237677892325,36295.57410821396,36010.36348663475
511,50,251170.0,0.049473,51295.24941,47319.32766029851,47329.08885721107,-7.751052573937536,-7.732023137440333,47955.11910390432,47606.306588746615
512,50,251170.0,0.054820999999999995,66381.67197,61824.996750221806,61512.818383394,-6.864357411541995,-7.334635362613929,61996.04470763261,61578.51365918842
513,50,251170.0,0.078446,160727.2771,149471.1829325262,150168.0368045919,-7.003225818645946,-6.569662900988769,151953.50177569757,151216.35748310978
514,50,251170.0,0.098023,288667.7834,267553.17914162844,264517.3674707456,-7.31449973726842,-8.36616252939795,265327.44955868175,264351.5327435819
515,50,251170.0,0.1092495,377414.5799,347017.9512637474,347464.4760527472,-8.053909481797579,-7.935597998145272,348014.8129533472,346933.6058901726
516,50,281860.0,0.0124395,2268.111524,1819.143511100221,1774.523172373117,-19.79479439829251,-21.76208473013706,1825.2482903351954,1786.0901764549512
517,50,281850.0,0.013913499999999999,2923.608712,2400.1280079624385,2357.3571961127022,-17.905292930922204,-19.368238764753617,2415.2971288740323,2364.885328227488
518,50,281860.0,0.0156085,3829.823876,3159.744974878932,3156.4540995678503,-17.496337242038432,-17.582264830816193,3220.3226550252725,3155.018662135269
519,50,281860.0,0.017385499999999998,4979.143585,4184.646144053342,4118.905723045698,-15.95650792919758,-17.276823760331496,4217.458485723631,4134.290103435104
520,50,281850.0,0.019501499999999998,6543.554438,5529.513407779148,5513.90967113283,-15.49679214605553,-15.735251790491331,5621.084870307327,5513.596240390171
521,50,281850.0,0.0217915,8543.608971,7523.155706865065,7293.985095205439,-11.944053942528384,-14.626417009910227,7420.9049791457255,7283.273853994321
522,50,281850.0,0.0350725,26900.6113,24716.451501676256,24209.3715017748,-8.119368641722073,-10.00438156669399,24408.279155612086,24015.94729405322
523,50,281850.0,0.039397,35884.76692,32534.172378975287,32074.830789029944,-9.337094340042364,-10.617140525013776,32649.113372796983,32144.07592801277
524,50,281850.0,0.0440475,49073.22009,43692.42353628927,42874.38084843033,-10.964832843335694,-12.631816763198007,43162.44817404677,42519.86128384776
525,50,281850.0,0.0490395,64079.11164,56135.10207516414,55564.19458972033,-12.397190537636895,-13.288132173424852,56461.707697328806,55652.70790622756
526,50,281850.0,0.0553825,86189.62224,76209.10696271728,75360.48053228123,-11.579718088903315,-12.564322045134846,76545.16676386513,75496.945003193
527,50,281850.0,0.0618495,113588.7053,102092.44554154837,100454.33161485409,-10.120953248026531,-11.563098329588858,100905.61927464925,99581.93435183485
528,70,50020.0,0.027583,689.8457043,831.5252869508629,587.564283514085,20.53786546291942,-14.82670982052457,830.0686054235312,590.3161094175598
529,70,50030.0,0.0310435,920.1997399,1102.4316724212056,803.9833126222806,19.803519238226368,-12.629478388067028,1116.0180929164205,797.4396875522976
530,70,50020.0,0.039457000000000006,1658.894966,2050.607344537517,1459.911891828005,23.612849913097918,-11.99491699295415,2032.8589127810326,1466.4546442743886
531,70,50020.0,0.044455,2222.131156,2723.921934677575,1982.9854092209198,22.58151042627184,-10.76199962965103,2739.6442834657732,1985.7196117004562
532,70,50030.0,0.049422499999999994,3046.413828,3602.1855201138296,2599.8360435495465,18.24347326044994,-14.659130691500186,3572.143426437998,2600.1390526801833
533,70,50030.0,0.055375,3997.646339,4683.40059287207,3493.9749113892976,17.153949992575118,-12.599199251244778,4747.80175731799,3471.576617858211
534,70,50030.0,0.062319,5435.800204,6435.737181641171,4675.5716071918405,18.395396079961795,-13.985587554316956,6380.49058481312,4687.390091548617
535,70,50030.0,0.069812,7240.807122,8356.855687233128,6291.435258605015,15.413317140325397,-13.111409369136137,8476.548514470956,6255.462237265222
536,70,50020.0,0.07908000000000001,9686.04943,11585.187885455396,8576.58638173012,19.606945733451592,-11.45423690316517,11574.994074833578,8584.29099740934
537,70,50030.0,0.0884345,13169.05016,15383.749530323716,11366.514332696412,16.817457169771423,-13.687667716375293,15315.726965255371,11409.504350326948
538,70,50020.0,0.15661799999999998,61747.45772,64536.757252808726,48737.50648863574,4.517270242051233,-21.069614380496727,63974.34069766263,48753.51976266796
539,70,50020.0,0.1749,83848.17663,85176.21289584601,64531.413434215836,1.5838582533598586,-23.03778564085415,84326.60497748358,64546.677555270646
540,70,50020.0,0.1970335,117081.5997,113478.1863057683,87771.08303507886,-3.077694021489965,-25.03426391510189,113615.0186597797,87378.68975964605
541,70,50020.0,0.24656299999999998,213114.1391,198606.18773437568,152930.16388629397,-6.807596824355574,-28.24025447953304,199106.29689839605,154501.3963241783
542,70,56320.0,0.027597499999999997,810.7764625,1013.825592253837,723.240885442557,25.043786930832006,-10.796511875484175,1005.8386128986732,727.3799839065554
543,70,56320.0,0.034948999999999994,1420.449995,1830.4137723195904,1319.4875774068105,28.86154238182742,-7.1077769684662115,1816.0594072963786,1325.7048936352776
544,70,56320.0,0.0393335,1915.29465,2460.116630994585,1782.714877496541,28.445857194588058,-6.922160645280298,2440.868268539428,1790.2135412484488
545,70,56320.0,0.0439725,2650.008769,3231.9838734236755,2371.702849962617,21.961252024207,-10.502075400392114,3226.116742390199,2376.667495136595
546,70,56320.0,0.048948,3483.156534,4247.40675334268,3120.2549861711036,21.94131133305763,-10.418755065599832,4218.4261328942275,3120.9901580480964
547,70,56320.0,0.055372000000000005,4726.887111,5674.820216105742,4295.735144448815,20.054066933390352,-9.121266415435345,5742.981244051033,4269.841205892854
548,70,56320.0,0.0621825,6344.782869,7583.459275254764,5766.7306152427755,19.5227548653685,-9.11067038371844,7676.712197401748,5733.970480178181
549,70,56310.0,0.07004650000000001,8601.823602,10209.569432674325,7799.912947180038,18.690755647447936,-9.322565678207017,10338.137810531196,7758.3771296632685
550,70,56320.0,0.0786945,11304.20021,13887.699492101141,10399.393969709998,22.854330550654144,-8.004159723653755,13837.398522959855,10432.944793507833
551,70,56310.0,0.0874245,14758.93898,18051.110514871416,13574.111175059857,22.306288679238207,-8.027865733070083,17998.51491358231,13626.911521735887
552,70,56310.0,0.10982449999999999,27394.67029,31417.700005373452,24429.867891744794,14.685446741229802,-10.822551857240127,31848.180745418787,24332.674371407837
553,70,56310.0,0.123135,37374.39757,42412.87459811245,32631.633487096053,13.481092286974489,-12.6898743291341,42401.57475722661,32543.583193327082
554,70,56320.0,0.13891599999999998,52032.4859,56542.10856563827,44374.44664013438,8.666936794650189,-14.7178039399913,57349.48183900788,44229.186517521244
555,70,56320.0,0.17564049999999998,99013.81821,101623.22949899964,80491.79009361916,2.6354011350873314,-18.70650829472829,103133.18421199919,80284.93656378583
556,70,56320.0,0.1963875,134923.4597,137914.27901726463,106600.97661458589,2.2166784960263124,-20.991518560514734,136367.483029838,106629.4402344256
557,70,56320.0,0.2199275,182082.033,182394.83367966278,142626.55377272173,0.17179107378638986,-21.669067824653666,181015.5016304065,142180.38048340008
558,70,56310.0,0.24217,234476.0557,230114.88139195423,182637.8776091611,-1.8599657415022643,-22.108090284989764,230287.81607321915,181572.45114256482
559,70,56320.0,0.273247,322173.7612,310092.5522317489,244151.25041168323,-3.7499046859844425,-24.21752488399629,311587.01924526156,246863.55727191252
560,70,63020.0,0.024628999999999998,689.6302384,895.0631447011867,661.5985992750706,29.788848409229885,-4.064734630831333,906.5175308551205,663.0009225107531
561,70,63020.0,0.027579,914.1884886,1189.432173938951,882.087659087371,30.10797978439466,-3.511401632478294,1203.084658177102,883.8740049214904
562,70,63020.0,0.0352315,1634.403121,2226.5006162874042,1642.5376013197636,36.22713929505548,0.49770342550413527,2220.1071839187716,1647.0344741505883
563,70,63020.0,0.039227,2250.012466,2925.2395322569337,2155.6168965743614,30.009925565316113,-4.195335397116807,2904.6574050235113,2164.1195814796256
564,70,63020.0,0.043872499999999995,3001.069963,3820.0496486915126,2871.533564700289,27.289589905888935,-4.316340501779598,3843.2869193064275,2876.2359606447462
565,70,63020.0,0.0493015,4015.747686,5182.23326605674,3857.606312573387,29.047780669174735,-3.9380306182566516,5145.95114073156,3869.053794358973
566,70,63020.0,0.0554195,5424.1358,6824.759273513632,5238.335087022537,25.822057654117586,-3.425443606656442,6895.496743190877,5208.677122893218
567,70,63020.0,0.062417,7324.569887,9349.688495894112,7032.811744107117,27.64829389488645,-3.9832802115890638,9284.564684254026,7046.598940654599
568,70,63020.0,0.070313,9964.628084,12595.531368849273,9524.37340008236,26.4024232783325,-4.418174769859673,12508.027538939234,9538.204868092213
569,70,63020.0,0.0779905,12658.72226,16219.283161843332,12398.079735756937,28.127332512020303,-2.0589955201613153,16210.150614174438,12412.430961457892
570,70,63020.0,0.08750749999999999,17151.48798,21654.22241854883,16657.16170987349,26.25273354591377,-2.8821188616575766,21621.619972277913,16632.172712941883
571,70,63020.0,0.1099,31461.70215,38278.71021401746,29755.35774061557,21.66763906007374,-5.423560369521933,38234.183718986715,29679.2214692757
572,70,63020.0,0.124197,43991.76265,51286.39857571363,40631.26355854247,16.581822337399878,-7.638928037946043,51919.83961688803,40499.42033129089
573,70,63020.0,0.1572045,84883.82925,94271.61353522087,73867.88214751653,11.059567373630085,-12.977674546278159,93628.2360077416,73722.09446391417
574,70,63020.0,0.175944,115859.0423,123686.27023340587,97328.26506528653,6.755819639125284,-15.994243407200573,124099.71707722131,98154.22839973537
575,70,63020.0,0.196881,157296.9327,164459.4075089376,131313.11251689578,4.553473920942902,-16.518961773184166,164412.27475726136,130622.1016771133
576,70,63020.0,0.217661,206612.8175,211356.48605023563,169538.54714226385,2.295921718523405,-17.943838531574237,211327.8161970095,168567.6236723013
577,70,63030.0,0.27178749999999996,370566.4934,366131.7574348088,293209.0786569479,-1.1967449956151794,-20.87544775926363,368440.66067547095,296507.0310837648
578,70,70840.0,0.024635999999999998,784.7889109,1104.1445422468098,817.1252592566541,40.69318856462576,4.120388031422434,1094.8948537916622,814.0805186437805
