样本编号,温度_oC,频率_Hz,磁芯材料,励磁波形,磁通密度峰值B_m_T,对数磁通密度峰值,磁通密度_RMS_T,磁通密度_绝对均值_T,磁通密度_标准差_T,磁通密度_均值_T,磁通密度_最大绝对值_T,磁通密度_峰峰值_T,波峰因子,波形因子,偏度,超额峰度,斜率RMS归一化,最大斜率归一化,总变差归一化,THD_2_10,频谱质心归一化,近峰值点比例,过零数,H2_ratio,H3_ratio,H4_ratio,H5_ratio,H6_ratio,H7_ratio,H8_ratio,H9_ratio,H10_ratio,对数频率,对数频率×对数B_m,频率×B_m
195,90,79410.0,材料2,梯形波,0.122248143,-2.1017023409265767,0.07485381533531002,0.06585213284570303,0.07485381533531003,-3.710937503467737e-11,0.122897084,0.244496286,1.641827920854517,1.1366953825276802,0.012243037492956044,-1.3277126175556728,0.002318314152560263,0.005705857634172827,2.000000000000002,0.365044319453786,0.0050974413396039295,0.1181640625,2.0,0.34523959016961453,0.11175447981399796,0.020632112556098738,0.0006783647291852428,0.009571759704831663,0.02084386262293577,0.021757688845006676,0.012340354854207293,7.723062218596448e-05,11.282379583889256,-23.712203582682264,9707.725035630001
196,90,50040.0,材料2,梯形波,0.1234109205,-2.092235674667948,0.0782954321020219,0.06886834264160159,0.07829543210202194,3.027346549713903e-11,0.123666883,0.246821841,1.57949039528714,1.1368856734287904,0.010592769007725537,-1.3490963264082814,0.0021726134576765185,0.0039054485457792414,2.0,0.2514848073272557,0.004553537570294667,0.150390625,2.0,0.24875079887491885,0.026140593735474126,0.014342017138565154,0.0005212734476263499,0.006627864270863355,0.005182790932647987,0.015964280491393153,0.012356274262211477,0.000163954774298951,10.820577964580847,-22.639199238021938,6175.48246182
197,90,50040.0,材料2,梯形波,0.2454675615,-1.4045904728607062,0.1557574440849701,0.13699933174121104,0.15575744408497022,1.8554675997690603e-11,0.246041638,0.490935123,1.5796460929711795,1.136921195931034,0.010910517383147954,-1.349032246736979,0.0021725505564833473,0.0038857782029174614,1.9999999999999982,0.2516010759304349,0.004545804206509655,0.150390625,2.0,0.24888580414542397,0.02608199636400561,0.014210659999152261,0.0005803988090425663,0.006664422449071531,0.005130266887999699,0.015930954978787486,0.012322476716087072,0.00018634817045925711,10.820577964580847,-15.19848071989675,12283.19677746
198,90,99960.0,材料2,梯形波,0.2439637085,-1.4107358004069175,0.15501869387203987,0.13633170437500006,0.15501869387203993,9.765699045868187e-12,0.244479855,0.487927417,1.5770991800627983,1.1370700203794015,0.006580847090632282,-1.3485893225995116,0.002177251902886685,0.003931135929588424,2.0000000000000018,0.2535550225722725,0.004496407354193948,0.154296875,2.0,0.2507747290130858,0.027004670480868305,0.013757237104422332,0.00083764052385813,0.006661022704707875,0.005227467499445514,0.016034256185186193,0.012416505370910986,8.185899943644102e-05,11.512525384948889,-16.241131713640826,24386.61230166
199,90,50020.0,材料2,梯形波,0.24519947749999998,-1.4056832058358912,0.16133248036712508,0.14179105753222646,0.16133248036712508,6.8359474981669055e-12,0.245404915,0.49039895499999997,1.521112887135692,1.1378184433842538,0.005924992410499071,-1.3506847814453007,0.002133500314660346,0.0030205773990688812,1.9999999999999984,0.14095468604233763,0.00427722665799659,0.25,2.0,0.1319357609966885,0.041132672800219545,0.019513931880260623,0.0006533834913318738,0.009855549744968316,0.00793442013714633,0.00853017558041284,0.012458081119713086,8.187861885289057e-05,10.82017820443161,-15.209742786121062,12264.877864549999
200,90,199180.0,材料2,梯形波,0.098314796,-2.3195807443358984,0.0647878347004772,0.05695701426562505,0.06478783470047718,-5.859372760748903e-12,0.098369315,0.196629592,1.5183300299319225,1.1374864981217643,0.003880697038697751,-1.3532219503708225,0.002133329106577559,0.0030876023991342665,2.0000000000000018,0.1392226064269546,0.004252397587466355,0.251953125,2.0,0.13021638838675817,0.041064273583272276,0.018207978602024163,0.00022470486507834053,0.010505036254028466,0.008226500947416004,0.008730213914520281,0.012429445227238873,0.00017873350877178128,12.20196421748563,-28.303441241955316,19582.34106728
201,25,79460.0,材料3,正弦波,0.19516096500000002,-1.633930599385934,0.13826761750896638,0.12455234787207013,0.13826761750896657,-6.836004529742277e-12,0.196563488,0.39032193000000004,1.4216162217972206,1.1101165082089295,-0.014969114518575079,-1.5031652338698622,0.0021743812797419535,0.0031112164258872144,1.9999999999999973,0.011369483853982086,0.002083976885666083,0.279296875,2.0,0.007945738623432537,0.008113501111334121,0.00020395714665779826,0.0004404162375269538,7.87912075921835e-05,0.00016174857450941088,2.895381318392982e-05,0.00018055405576361828,1.1261633157486055e-05,11.28300902936859,-18.435653706233126,15507.4902789
202,25,501180.0,材料3,正弦波,0.02481127,-3.6964572935518625,0.017576045238971532,0.015827764517578117,0.017576045238971525,-4.296875101266917e-11,0.02482567,0.04962254,1.4124718992503391,1.110456578972463,-0.0011311102006272878,-1.5017502694243672,0.002173347540104995,0.0030992770623994663,1.9999999999999976,0.002712181822492136,0.002000476202134543,0.2890625,2.0,0.0025296643478739654,0.0008894324830465268,6.631368166389554e-05,0.0003494542066211225,3.0282828016860154e-05,0.00013894305579636572,4.211845999976197e-05,0.00012735114405257005,3.0135287651557154e-05,13.124720596978007,-48.5149691765297,12434.9122986
203,50,199500.0,材料3,正弦波,0.0391290265,-3.240890721679056,0.02770176108229218,0.024938627465820314,0.02770176108229218,3.6132820577928044e-11,0.039159454,0.078258053,1.4136088273836112,1.1107973412032752,-0.0015922500333008574,-1.5004128330659106,0.0021720145289792683,0.0030746228761914128,2.0000000000000004,0.001781318870072737,0.0020099385185139026,0.2880859375,2.0,0.0016555035750654805,0.00021613824668611318,7.803841108106598e-05,0.0005874628656359547,3.5379271108163e-05,3.409719534628976e-05,1.918600404765035e-05,0.00017742435822346944,1.4988623681257043e-05,12.203569515312056,-39.55043521354022,7806.24078675
204,50,199510.0,材料3,正弦波,0.062290691499999995,-2.7759432784773326,0.04412527800522794,0.039733712401367235,0.04412527800522793,-1.269534303563176e-11,0.062372088,0.12458138299999999,1.4135228336150127,1.1105249255216734,-0.002783189575128899,-1.5014426815523312,0.0021733253078494532,0.003100382984189539,2.000000000000002,0.0033797817844999955,0.002027985079641876,0.2880859375,2.0,0.0032599109517249974,0.000750628891048445,2.6383169807319737e-05,0.00041280782299894943,7.335593024046106e-05,0.00017369209222829727,2.8346039671721155e-05,0.0001477059582730966,5.6434136194609954e-05,12.203619639369107,-33.876555911000644,12427.615861164999
205,50,199500.0,材料3,正弦波,0.1226083775,-2.09875992584065,0.08683394826874269,0.07818839803222656,0.08683394826874265,1.6601586323380674e-11,0.122930839,0.245216755,1.415700212312596,1.1105733133572162,-0.005546139656362281,-1.5011235388609836,0.0021729193849328223,0.003110391049746987,2.000000000000001,0.005723317423318269,0.0020323138071431,0.2861328125,2.0,0.0056417450146840804,0.0008608043371457324,1.4453121026081311e-05,0.0003652710175205077,2.9071888138670433e-05,0.00016059938530606015,2.168416971574818e-05,0.0001584292759878483,1.5881612074846626e-05,12.203569515312056,-25.61236265094755,24460.37131125
206,70,99950.0,材料3,正弦波,0.049206109,-3.0117374965252504,0.0348876273028435,0.03141914514355468,0.0348876273028435,3.613280479998064e-11,0.049273797,0.098412218,1.4123573544361947,1.1103939061181092,-0.003130258637156018,-1.5021281305223904,0.0021752834884171553,0.003101942077964343,2.0000000000000004,0.0030142420825068046,0.0020732317036438177,0.2900390625,2.0,0.0027124707484812672,0.0010843919896037287,8.39752886783536e-05,0.0005473677938839945,1.892567437149095e-05,0.00046672537830667074,5.456481351327292e-05,0.00015564554844757492,1.3957687861840696e-05,11.512425339928546,-34.67240307221025,4918.150594549999
207,70,125860.0,材料3,正弦波,0.039081922000000005,-3.2420952718500717,0.02770938942097647,0.024955222191406265,0.02770938942097648,3.32031261763104e-11,0.039100082,0.07816384400000001,1.4110769965360763,1.1103643641577612,-0.001227913710993772,-1.502277575418244,0.0021752623796287775,0.003101600274418438,1.9999999999999971,0.0023907972532584113,0.0020592531489055004,0.291015625,2.0,0.0019605728630759474,0.0011501325156859793,0.0001326227213565379,0.0005513398745263376,2.922417602106792e-05,0.00045518643732825044,4.376067159605277e-05,0.0001314131480059756,2.1520934417009982e-05,11.742925457080924,-38.07168310208991,4918.850702920001
208,70,316230.0,材料3,正弦波,0.015593974,-4.1608707214040574,0.011054832628577751,0.009956412956054681,0.011054832628577748,2.8320298769393325e-11,0.015600937,0.031187948,1.411232311167711,1.1103228318643714,-0.0008967086808845941,-1.502452673133728,0.002174966139262036,0.003094272184883724,2.0000000000000018,0.0017506003575610276,0.0020195404536362403,0.2900390625,2.0,0.001078789028465261,0.0012382430473513158,0.00010130928332084584,0.0004543611401154673,1.6722709653606377e-05,0.00036897340931623957,4.520406212233513e-05,0.00010719498520675176,3.011951562441142e-05,12.664225075917345,-52.69420332765556,4931.28239802
209,90,125850.0,材料3,正弦波,0.0245897775,-3.705424471188629,0.017416381690359375,0.01568160292773438,0.017416381690359386,3.320312638288056e-11,0.024594979,0.049179555,1.4121750107035291,1.1106250917472777,-0.0005055211183595519,-1.5012916144185633,0.0021729882956559032,0.0030765223475486933,2.0000000000000013,0.0012950744464480322,0.0020280516228773637,0.2890625,2.0,0.0009221171946759461,0.0006509377911322746,0.00021912493180593234,0.0005675734182593911,3.776146639671114e-05,2.120774170635356e-05,5.139495838490856e-05,0.00016884058527460996,4.253317751903908e-06,11.742846000563462,-43.51222893188737,3094.623498375
210,90,125860.0,材料3,正弦波,0.07819173,-2.5485913914989737,0.055326331930176435,0.04980911063671872,0.05532633193017643,-5.0781247193242685e-11,0.078300249,0.15638346,1.4152438137199728,1.1107673119019812,-0.0030096804774464147,-1.4998569079162807,0.0021708531333054014,0.0030945855782958122,2.000000000000002,0.0036074757841048958,0.002011035624417187,0.287109375,2.0,0.0035890712297622558,0.00010452085836750783,4.935530809980872e-05,0.0002283844379749145,1.6102587427401446e-05,0.00024784320956522713,1.2934896305383109e-05,7.075635568471284e-05,8.36119332373479e-06,11.742925457080924,-29.927918730930593,9841.2111378
211,70,251170.0,材料3,正弦波,0.031030000000000002,-3.4728008005218483,0.021975835501661684,0.01978524414062502,0.021975835501642147,2.929687499475652e-08,0.03105,0.062060000000000004,1.4129155634447748,1.1107184397355363,-0.0012723905437021404,-1.500866832969057,0.0021737400645045943,0.003222687721559781,1.9999999999999942,0.001675176227184388,0.0032704108258590874,0.2890625,2.0,0.0014789289205861813,0.00044808872446427847,0.0001022314648358964,0.0006116995504281184,1.9156744578768393e-05,1.9974441978418317e-05,6.426437446419797e-06,0.0001802712491012517,1.6387221944244966e-05,12.433885279692646,-43.18040675291345,7793.8051000000005
212,50,398100.0,材料3,正弦波,0.048909999999999995,-3.0177734044308715,0.03459309349676292,0.031139775390625037,0.03459309349659615,1.0742187501685804e-07,0.04896,0.09781999999999999,1.4153114119320225,1.1108973350905267,-0.0020335610799131084,-1.499160673047162,0.002170350416011457,0.0031690860764669805,1.9999999999999987,0.003732800171685608,0.0027864930638479197,0.2861328125,2.0,0.0036990444304341482,0.0003986993943790182,2.3441793313542548e-05,0.00019970153125988948,5.047756769777915e-06,0.00021836345147104215,3.191518176200105e-05,4.747658786356674e-05,2.2255674824557314e-05,12.894458508988409,-38.91255395296257,19471.070999999996
213,70,398100.0,材料3,正弦波,0.015555,-4.1633731486325365,0.011023308658885607,0.009927285156249988,0.011023308658453041,-9.765624999945728e-08,0.01556,0.03111,1.4115544145139656,1.1104051596569267,-0.0008034733988733555,-1.5020331423732072,0.0021783067153310393,0.0032144005143040907,1.999999999999998,0.0017034460143598876,0.004615753125936366,0.2890625,2.0,0.0012869925064174462,0.0010248792724381018,4.00698382660509e-05,0.000379180140058295,2.4468534675165233e-05,0.0001768909864050389,3.14965133011602e-05,0.00012899500752791578,9.851195847364004e-06,12.894458508988409,-53.684442322478674,6192.4455
214,50,63020.0,材料3,正弦波,0.157789449,-1.8464937359236717,0.11164824981958527,0.1005303602294922,0.11164824981958515,8.789068444933247e-12,0.158785087,0.315578898,1.4221905605917167,1.11059235801715,-0.012827793257153079,-1.500244041537988,0.0021713086802134084,0.0031045548552489084,2.000000000000001,0.009289690384382517,0.0020589630439639397,0.2802734375,2.0,0.00702799577431822,0.0060609314157195286,0.0002765739001753355,6.488018477894905e-05,7.11183279370459e-05,0.0002623769587086951,4.118774943396687e-05,0.00011574487121257961,3.2215775916947395e-05,11.051207415311266,-20.405985266765484,9943.89107598
215,50,63030.0,材料3,正弦波,0.19675164150000002,-1.6258130486444593,0.1395935633335586,0.12579680715136726,0.13959356333355855,2.0507754375969148e-11,0.19814265,0.39350328300000004,1.4194254037812506,1.109674931300841,0.014368700992800673,-1.5053147663906157,0.00217760548900502,0.0031472799681826267,2.0,0.01210748589189839,0.002111111807339428,0.28125,2.0,0.008327802925317224,0.008774793928775513,0.000327727472085244,0.00021335161376549123,3.4921434282072644e-05,0.0002244572808260744,6.232238378630888e-05,0.00018094594082908487,2.7463968278721805e-05,11.051366082507156,-17.967455182286937,12401.255963745001
216,70,63030.0,材料3,正弦波,0.23907524000000002,-1.4309769648779558,0.1698045301102739,0.15304935725488267,0.169804530110274,-1.0742182723856228e-11,0.241156843,0.47815048000000004,1.4202026462037773,1.1094756172512885,0.017736194938196084,-1.5069344089098091,0.002180363652815975,0.003133588823334446,2.0000000000000004,0.014487588425742269,0.002107983849653469,0.2802734375,2.0,0.009832394841680369,0.010592150305395221,0.00040250426067527204,0.0008600848540469468,0.00021562018425352807,0.00015386466660962053,4.386095368008077e-05,0.00021099396731449844,4.7092524911638883e-05,11.051366082507156,-15.814250294501274,15068.912377200002
217,70,158500.0,材料3,正弦波,0.0155162135,-4.165869769509396,0.01099695642581736,0.009903556984374989,0.010996956425817371,7.226562760512888e-11,0.015522115,0.031032427,1.411491907302552,1.110404720563273,0.0005460836831007758,-1.5022136501441758,0.002174415976363073,0.0030978885409123813,1.9999999999999998,0.0015470254951090098,0.0020358062780706826,0.2900390625,2.0,0.0009165053701210408,0.0011134121878255767,2.833093089376865e-05,0.0005026367025983909,3.030810545387007e-05,0.00017371708663454997,1.6326429096679673e-05,0.00016688673938927153,3.0965288594044786e-05,11.973509872299472,-49.88008281193467,2459.31983975
218,70,251170.0,材料3,正弦波,0.012099009,-4.414631730559944,0.00857079629771261,0.007718042616210933,0.008570796297712615,3.027343045708007e-11,0.01210153,0.024198018,1.4119493194850141,1.1104883354376094,-0.0003346940074730601,-1.5018347665589042,0.0021733242141921856,0.003075458494162621,2.0000000000000004,0.0011367232078820318,0.0020079815560777557,0.2900390625,2.0,0.0004593946600791474,0.0009238089083339126,0.00010030646078113268,0.00043930994207310505,6.510031454546599e-05,4.098615509377591e-05,1.6643344365311874e-05,0.0001342214281904144,2.020838123520503e-05,12.433885279692646,-54.89102448987336,3038.90809053
219,90,50020.0,材料3,正弦波,0.1573217,-1.849462525476404,0.11137158068675361,0.10024513625097647,0.1113715806867536,-1.0742146714791574e-11,0.158019567,0.3146434,1.4188499976888147,1.110992361843079,0.010683944299858077,-1.499348242241565,0.0021722334130045754,0.0030880609604396598,2.0000000000000004,0.008149661760530605,0.002082330888223415,0.283203125,2.0,0.006755100725070116,0.004478945580929398,0.000257221505163128,0.0007431505702605518,0.000147240230687653,0.00011316537734985097,6.116228193304349e-05,0.00024470130457609254,9.003429419870745e-05,10.82017820443161,-20.011514108072827,7869.231434
220,90,99950.0,材料3,正弦波,0.0195224995,-3.9361876580389183,0.01381766428553266,0.01244030554687501,0.013817664285532655,2.929687085444677e-11,0.019524824,0.039044999,1.413033606587391,1.1107174364381782,-0.00035253480751833377,-1.5001815811874197,0.0021714601998465686,0.003081521400474361,1.9999999999999996,0.0011532499145918106,0.0020261476643921384,0.2880859375,2.0,0.0010633228895226595,0.000140272801042641,8.984248815550769e-05,0.00027737835624419793,7.771288399831059e-05,0.0002842343075860814,4.129167417041544e-05,7.498165629559023e-05,2.207326743476381e-05,11.512425339928546,-45.31506653712124,1951.273825025
221,90,125860.0,材料3,正弦波,0.1536404365,-1.8731402344514523,0.1086713785034878,0.09782434626171878,0.10867137850348778,-3.906221998422818e-12,0.154133509,0.307280873,1.4183450244449884,1.1108827470489702,0.006857330313292009,-1.499192707954949,0.002170154184196023,0.003102744374199951,1.9999999999999978,0.006725879887963552,0.0020230077531664106,0.283203125,2.0,0.006677444208949104,0.0007339860609759429,2.4415869521598826e-05,0.0002183792990879847,1.3845252228807566e-05,0.00024249923325732404,3.0128589845930085e-05,4.38520329955135e-05,1.8697891844713708e-05,11.742925457080924,-21.99614614382249,19337.18533789
222,90,158500.0,材料3,正弦波,0.049019771,-3.0155315724557097,0.034715139141265415,0.03125519810839842,0.034715139141265415,1.6601558350964624e-11,0.049073267,0.098039542,1.4135984534098345,1.1106996993225677,0.0022538169851086523,-1.5009646859300205,0.0021727185132595574,0.00307343337038437,1.9999999999999991,0.0021453818943998147,0.0020209641187536225,0.2880859375,2.0,0.0019841147527965256,0.0004909435257075394,0.00016914486822149587,0.0005978218318765205,7.374993495268336e-05,1.1935959483519192e-05,1.9273467130970942e-05,0.00018148155131405836,6.091466882489157e-06,11.973509872299472,-36.10649705302919,7769.6337035
223,90,199500.0,材料3,正弦波,0.0971504315,-2.331494661583374,0.0687357225828961,0.06187972347656252,0.0687357225828961,1.1718755645235591e-11,0.097350411,0.194300863,1.4163001033792033,1.1107955679364074,0.004454958770007552,-1.4997415073149083,0.0021707171897335045,0.00309569391876556,2.0000000000000013,0.004740471487990947,0.0020083586891730763,0.28515625,2.0,0.0047259106050928775,0.0001535965925122755,5.382433874185852e-05,0.0002410072204377091,8.486395622915626e-06,0.00022160672955088163,2.1518160929805363e-05,5.703323252442091e-05,1.9184519681192584e-05,12.203569515312056,-28.452557177211663,19381.51108425
224,70,398100.0,材料3,正弦波,0.012405,-4.389655661838373,0.0087965289563377,0.00792265625,0.008796528956250957,-3.906249999881595e-08,0.01241,0.02481,1.4107837377217836,1.1103004697872256,0.0002662387156255942,-1.5026787261945898,0.0021823710973965693,0.0032245062474808633,1.9999999999999956,0.001826812247657682,0.005345903670677292,0.291015625,2.0,0.0010564629030000272,0.0013556195865783566,4.738571811524795e-05,0.0004874840348521678,1.9348473915901228e-05,0.00034369002786044817,3.7241447858229755e-05,0.00014741470494993402,4.385600731145863e-05,12.894458508988409,-56.602232800320955,4938.4304999999995
225,50,50020.0,材料3,正弦波,0.040010000000000004,-3.2186258561129932,0.028312566690732725,0.025488339843750013,0.02831256669072597,1.9531249987534267e-08,0.04006,0.08002000000000001,1.4149194044322533,1.1108046606525155,0.003594131493604254,-1.4995483835871017,0.002171774625909927,0.0031242189452636866,2.000000000000004,0.00498510977806915,0.0030106118689381426,0.287109375,2.0,0.003399593493969851,0.0036191661253630715,0.00019840251214950307,0.0001928679144908751,8.660738013454367e-05,0.0002944952459630353,7.107959199058106e-05,0.00013928605954296184,2.1848110822708057e-05,10.82017820443161,-34.82610533653384,2001.3002000000001
226,90,50030.0,材料3,正弦波,0.04907,-3.014507428880325,0.03480209074908881,0.031343945312499996,0.034802090749001105,7.812500000282252e-08,0.04913,0.09814,1.4116967958681137,1.110328977482286,0.003621260627693581,-1.502741386860113,0.002176432285122676,0.003158752802119425,2.000000000000004,0.00419682092092531,0.0028589221687291178,0.2890625,2.0,0.003670538047759287,0.0018632774306841333,0.0002820096138764497,0.0006632921315312001,0.00010827271163480743,0.000270029636075581,4.115554538134298e-05,0.00024486084336317797,5.364726021875008e-05,10.82037810448225,-32.61811017925575,2454.9721
227,90,158500.0,材料3,正弦波,0.09614,-2.341949816516322,0.06807454287683924,0.06129291015625006,0.06807454287681404,5.859375001220844e-08,0.09634,0.19228,1.415213322464739,1.1106430205924502,0.00434264761632979,-1.5009985418210943,0.0021725251735435014,0.003120449344705639,2.000000000000004,0.003995536359350557,0.0024166781215161394,0.2861328125,2.0,0.003921124709068908,0.000526528487880252,0.00024115121140508313,0.0004618243268732422,0.00012242461501092545,4.389951131177149e-05,6.290362943993314e-05,0.00013952568590529913,9.20399587116686e-06,11.973509872299472,-28.04135924848812,15238.19
228,90,63020.0,材料3,正弦波,0.06254,-2.771948926952442,0.044235576859114126,0.03981823242187501,0.04423557685911305,9.765624986518226e-09,0.06277,0.12508,1.4189935897053216,1.1109377330072632,0.007281470817289956,-1.4989653771971043,0.0021703355304089323,0.003118004477134639,1.9999999999999987,0.004080158213167333,0.0026405078110438916,0.283203125,2.0,0.004024832524484242,0.0004916121748178802,0.00017533030621455056,0.00030071381700694406,6.01151902992914e-05,0.0002718438510330936,3.339935516640259e-05,7.831804878586276e-05,2.8284249060655945e-05,11.051207415311266,-30.633382536400934,3941.2708
229,25,63020.0,材料3,正弦波,0.079595,-2.5308040021750378,0.05630070623238774,0.050670742187499986,0.05630070623230306,9.765624999832906e-08,0.07992,0.15919,1.4195203816826183,1.111108774054559,0.007949619408798382,-1.4978448306937417,0.0021705601066829556,0.0030780827941453664,2.000000000000002,0.0066594791855347085,0.0025450317230988843,0.283203125,2.0,0.004270606795069866,0.005064803657105178,0.000255988584401883,0.00032417491209530563,8.487278048683481e-05,0.00048744379829988047,2.206208795839524e-05,0.00020585113607396598,7.664147339181456e-06,11.051207415311266,-27.96843995553621,5016.0769
230,25,50020.0,材料3,正弦波,0.100805,-2.2945673214004625,0.07133381064688923,0.06422394531250003,0.07133381064688923,3.0493186101154812e-18,0.10103,0.20161,1.4162989343175623,1.1107042754815841,-0.0058728361817558476,-1.499532573743791,0.0021716559493624886,0.0031248449977679693,1.9999999999999973,0.00820249970592337,0.002451311200376511,0.2861328125,2.0,0.003640064918435663,0.007328173500822518,0.00018561026772359712,0.00012804030391648608,0.00011078788742211001,0.00047825664834945305,6.48736730277347e-05,0.0001757833579656356,4.295004189096444e-05,10.82017820443161,-24.827627319618305,5042.266100000001
231,70,125860.0,材料3,正弦波,0.061884999999999996,-2.7824774549901514,0.0438232599862255,0.039452597656249956,0.043823259986221136,-1.953125002325534e-08,0.06195,0.12376999999999999,1.413632852039581,1.1107826249631794,-0.0021548948887461137,-1.5005867002317645,0.0021728395485721185,0.0030702108750101007,2.0000000000000013,0.002539111282953532,0.0026504396231903076,0.2880859375,2.0,0.002420748994998513,0.00030804302625134103,0.00013380099352022277,0.0006577906054409181,4.719481889632757e-05,5.2481237147836e-06,1.7236539119145786e-05,0.0001975092743061791,4.100303557617694e-06,11.742925457080924,-32.67442533995759,7788.8461
232,50,99950.0,材料3,正弦波,0.15279500000000001,-1.8786581252981989,0.10818765765442014,0.09741033203125,0.10818765765412215,-2.5390624998062987e-07,0.1535,0.30559000000000003,1.4188309769153096,1.1106384240607319,-0.01002446893108121,-1.500834970982219,0.002172591110686038,0.003108740469256202,1.999999999999999,0.007744034182041503,0.0022801232342026627,0.283203125,2.0,0.0071184463829356325,0.003007691509093146,0.00025942312372356893,0.00036072841681572136,0.00012283291920025773,4.5426835365936264e-05,4.0679610352212525e-05,0.00018729606899291125,1.6333175952945106e-05,11.512425339928546,-21.627911406745643,15271.860250000002
233,25,398100.0,材料3,正弦波,0.024905,-3.69268669245689,0.01761801680697739,0.015860898437500003,0.017618016806966553,-1.9531249997172655e-08,0.02492,0.04981,1.4144611322047753,1.110783028868215,0.001219120174558835,-1.4997609989060554,0.002171818398871386,0.003212206384260197,1.9999999999999967,0.0019651482126588774,0.0035852270779233165,0.287109375,2.0,0.0019356238212511405,0.00016926114890504393,1.2810065502512202e-05,0.0001910459862273993,1.8154852074099713e-05,0.0002097966562330299,7.354982011683741e-06,7.341265938787787e-05,8.256344342100728e-06,12.894458508988409,-47.615195342579014,9914.6805
234,25,158500.0,材料3,正弦波,0.09784999999999999,-2.324319585140052,0.06920392549562418,0.06228592773437496,0.06920392549560699,4.8828124974488766e-08,0.09808,0.19569999999999999,1.4172606437795452,1.1110683907728205,0.004954390044126125,-1.498708919097082,0.0021699799664294836,0.0030659172202350577,1.999999999999999,0.004184077150251736,0.0024088664680149783,0.28515625,2.0,0.003917391793649018,0.0013642378557996745,0.00025246582061394914,0.00044886483631163143,9.898245881815892e-05,1.8277525219261787e-05,4.258619313293898e-05,0.00014884956573996987,8.843252196941334e-06,11.973509872299472,-27.830263499053427,15509.224999999999
235,25,99950.0,材料3,正弦波,0.0156118725,-4.15972359649189,0.011045786802787092,0.009941379087890615,0.01104578680278709,5.664062082734873e-11,0.015612717,0.031223745,1.4134544943471634,1.1110920029437095,0.0007513245221438362,-1.498916063849952,0.0021706834012973422,0.003060042925664426,1.9999999999999993,0.0011468558547256778,0.00204154402967495,0.2890625,2.0,0.0007062518632446872,0.0005525101724260178,0.00023775765643028104,0.0006374477387529057,6.466977184236541e-05,2.925625561294472e-05,3.139602102499673e-05,0.00020565275668131831,5.828324448053146e-06,11.512425339928546,-47.888507339351946,1560.406656375
236,25,79430.0,材料3,三角波,0.07747903349999999,-2.5577479147080324,0.04482108522480813,0.0387915112373047,0.04482108522480809,-3.0273438310769556e-11,0.078610248,0.15495806699999998,1.7538675738375433,1.1554353979822514,0.02203698684933748,-1.1935078672737458,0.0032421820175997295,0.010023937637270598,2.0,0.6164278511328798,0.008157723366621506,0.08984375,2.0,0.4774830343158333,0.2929921081830497,0.19399473887136182,0.1306261563032206,0.08642964789779599,0.05403740469128033,0.030056598877685782,0.012577275551195843,9.261254975360767e-05,11.282631409627177,-28.85812696039326,6154.159630904999
237,25,125910.0,材料3,三角波,0.061538148,-2.788098003788726,0.03564313825115032,0.03084278248046871,0.0356431382511503,-2.5390589804275e-11,0.062406558,0.123076296,1.7508715860053634,1.1556395170805829,0.019357442080890526,-1.1930365153555722,0.0032368202792575555,0.01006497628105414,1.9999999999999982,0.6157348958573402,0.008410916232312984,0.0908203125,2.0,0.47776176750162813,0.2925460407919435,0.19314658434608212,0.12970920268034075,0.08565313717299125,0.05316135372079215,0.029295120236240483,0.011785585939672915,0.0004423347157246805,11.743322644995747,-32.741534424359585,7748.26821468
238,25,158750.0,材料3,三角波,0.0196109375,-3.931667832675408,0.011340754428989894,0.009810784551757806,0.011340754428989897,-1.660156779029979e-11,0.020020967,0.039221875,1.7653999233791047,1.1559477602591897,0.029073939208348575,-1.1900185726593258,0.0032243021981661667,0.010127333280216725,2.000000000000001,0.6152694650018826,0.008473214623596131,0.0849609375,2.0,0.47813245026775136,0.29244196853071774,0.19254897382994735,0.1289428178030434,0.08434319525491624,0.05197461314153779,0.028077801843658014,0.01080115019669521,0.0014315102579087792,11.975085916754939,-47.08206009242969,3113.2363281250005
239,25,251220.0,材料3,三角波,0.012240585,-4.402998208922412,0.0071107558674967,0.00615379524902344,0.007110755867496697,1.4941406119823946e-10,0.012507181,0.02448117,1.7589101964771965,1.155507386864248,0.027136895329783823,-1.1942473118923664,0.003237560938919971,0.010254003383008218,2.0000000000000044,0.6155822230743404,0.007934495480005091,0.0869140625,2.0,0.47757144589641404,0.2922303823322196,0.1933544956178663,0.12995798915450948,0.08562366087366367,0.05333922631197757,0.029518310064197504,0.0120615517261133,0.00023479084475389503,12.434084328241244,-54.74725102683643,3075.0797637
240,25,316460.0,材料3,三角波,0.030783314,-3.4807824890506742,0.018011935946209832,0.015600514416992202,0.018011935946209826,1.572265634201299e-10,0.031296387,0.061566628,1.7375359924364795,1.1545732060342249,0.011817675147885925,-1.2020317618060532,0.0032230116230494796,0.010175236493380764,1.999999999999997,0.6109012693466896,0.00755124991406626,0.0966796875,2.0,0.47517887143148885,0.28988109543715845,0.19097646883364408,0.1278050687914859,0.08364118547918109,0.05158109087752436,0.028099462326917523,0.011012547612828763,0.0009441680026049968,12.664952130272974,-44.0839435997192,9741.687548439999
