年份,轮次,处理,日期,植物种名,植物群落功能群,放牧小区Block,重复,营养苗,生殖苗,株/丛数,丛幅1,丛幅2,鲜重(g),干重(g),备注：1、本表中放牧小区与附件14中放牧小区同义。,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G9,笼1,5 ,,17,,,2.04,1.23,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G9,笼2,28 ,56,5,25,25,163.93,96.41,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G9,笼2,6 ,,6,5,5,3.3,1.85,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G9,笼2,15 ,,18,,,6.25,3.05,,
2020,第四轮牧后,重牧（12天）,2020.9.17,知母,PF,G9,笼2,4 ,,2,,,0.38,0.14,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G9,笼2,13 ,,2,,,0.44,0.15,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G9,笼2,6 ,,26,12,12,3.42,2.03,,
2020,第四轮牧后,重牧（12天）,2020.9.17,虎尾草,AB,G9,笼2,3 ,,21,5,5,10,4.73,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G9,笼2,5 ,,28,2,2,4.13,2.69,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,1,32 ,63,35,36,36,184.1,108.25,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,1,5 ,,45,8,8,13.3,6.99,,
2020,第四轮牧后,中牧（6天）,2020.9.17,米氏冰草,PR,G11,1,9 ,,19,6,6,3.63,1.9,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,1,14 ,,24,,,4.89,2.23,,
2020,第四轮牧后,中牧（6天）,2020.9.17,苔草,PR,G11,1,14 ,,3,,,0.37,0.22,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G11,1,16 ,,1,,,0.2,0.1,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G11,1,16 ,,2,,,2.09,1.02,,
2020,第四轮牧后,中牧（6天）,2020.9.17,猪毛菜,AB,G11,1,5 ,,2,,,0.29,0.17,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,1,6 ,,20,3,3,4.55,0.9,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,2,32 ,51,24,28,28,196.09,115.65,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,2,4 ,,25,6,6,5,2.62,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,2,12 ,,9,,,1.54,0.63,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G11,2,7 ,,5,,,0.79,0.33,,
2020,第四轮牧后,中牧（6天）,2020.9.17,细叶葱,PF,G11,2,28 ,39,1,,,3.11,0.75,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G11,2,10 ,,3,,,0.66,0.14,,
2020,第四轮牧后,中牧（6天）,2020.9.17,画眉草,AB,G11,2,7 ,,5,,,0.32,0.2,,
2020,第四轮牧后,中牧（6天）,2020.9.17,反枝苋,AB,G11,2,4 ,,10,,,1.24,0.52,,
2020,第四轮牧后,中牧（6天）,2020.9.17,猪毛菜,AB,G11,2,6 ,,1,,,0.32,0.12,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,2,5 ,,26,,,1.9,1.1,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,3,44 ,75,28,25,25,200.54,120.65,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,3,6 ,,48,7,9,11.95,8.79,,
2020,第四轮牧后,中牧（6天）,2020.9.17,米氏冰草,PR,G11,3,8 ,,18,10,10,7.86,3.17,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,3,14 ,,20,,,5.01,2.47,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G11,3,4 ,,6,,,0.42,0.26,,
2020,第四轮牧后,中牧（6天）,2020.9.17,细叶葱,PF,G11,3,26 ,,2,,,1.27,0.3,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,3,6 ,,29,,,5.99,3.19,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙叶黄芪,PF,G11,3,4 ,,1,,,0.69,0.34,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,4,68 ,86,24,47,47,190.36,115.69,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,4,16 ,,29,16,16,33.07,18.91,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,4,32 ,,133,,,63.58,36.75,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G11,4,18 ,,6,,,1.58,0.53,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G11,4,14 ,,20,,,12.1,2.18,,
2020,第四轮牧后,中牧（6天）,2020.9.17,狗尾草,AB,G11,4,16 ,,2,,,0.29,0.13,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,4,5 ,,4,,,0.09,0.04,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,5,33 ,62,31,23,23,217.77,130.24,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,5,7 ,,33,,,14.11,8.02,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,5,15 ,,43,4,4,8.96,4.29,,
2020,第四轮牧后,中牧（6天）,2020.9.17,苔草,PR,G11,5,10 ,,49,,,8.6,4.09,,
2020,第四轮牧后,中牧（6天）,2020.9.17,黄花葱,PF,G11,5,16 ,,1,,,1.51,0.24,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G11,5,9 ,,21,,,1.57,0.26,,
2020,第四轮牧后,中牧（6天）,2020.9.17,猪毛菜,AB,G11,5,12 ,,2,,,2.97,1.35,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,5,11 ,,26,,,1.43,1.06,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,笼1,39 ,74,31,35,35,273.26,168.67,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,笼1,13 ,,30,9,9,12.1,6.74,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,笼1,33 ,,10,,,3.4,1.69,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G11,笼1,30 ,,7,,,13.14,2.23,,
2020,第四轮牧后,中牧（6天）,2020.9.17,猪毛菜,AB,G11,笼1,8 ,,1,,,0.2,0.05,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,笼1,12 ,,8,,,1.2,0.88,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G11,笼2,32 ,78,23,35,35,341.61,207.7,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G11,笼2,6 ,,12,4,4,3.09,1.6,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G11,笼2,17 ,,5,,,1.66,0.82,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G11,笼2,10 ,,13,,,1.26,1.1,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,1,42 ,83,22,37,37,156.79,96.16,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,1,18 ,,36,10,10,25.54,14.37,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,米氏冰草,PR,G12,1,25 ,55,48,10,10,77.6,43.22,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,1,35 ,,94,,,56.16,34.22,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,苔草,PR,G12,1,15 ,,1,,,0.33,0.18,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,知母,PF,G12,1,14 ,,21,,,4.03,1.53,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,1,18 ,,1,,,0.97,0.26,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,刺藜,AB,G12,1,7 ,,4,,,0.1,0.01,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,2,37 ,53,24,33,33,245.8,157.16,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,2,8 ,,32,15,15,23.91,14.16,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,2,20 ,,59,,,23.06,13.3,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,知母,PF,G12,2,3 ,,2,,,0.22,0.07,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,2,8 ,,11,,,4.92,1.06,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,狗尾草,AB,G12,2,34 ,,9,,,2.37,1.91,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,刺藜,AB,G12,2,5 ,,3,,,0.13,0.08,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,3,41 ,80,35,44,44,228.08,138.81,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,3,17 ,,26,20,20,40.77,23.66,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,3,26 ,,96,,,33.27,17.42,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,苔草,PR,G12,3,8 ,,23,,,4.32,2.07,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,细叶葱,PF,G12,3,14 ,,2,,,0.43,0.15,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,3,15 ,,6,,,7.14,1.39,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,猪毛菜,AB,G12,3,10 ,,1,,,0.16,0.08,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,4,25 ,48,35,30,30,171.8,98.89,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,4,3 ,,54,3,3,14.05,7.83,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,米氏冰草,PR,G12,4,10 ,,28,,,6.94,3.14,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,4,13 ,,47,3,3,8.51,4.81,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,知母,PF,G12,4,4 ,,6,,,1.63,0.59,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,4,10 ,,3,,,0.58,0.11,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,画眉草,AB,G12,4,10 ,,1,,,0.07,0.02,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,狗尾草,AB,G12,4,20 ,,1,,,0.24,0.15,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,反枝苋,AB,G12,4,2 ,,1,,,0.1,0.01,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,猪毛菜,AB,G12,4,6 ,,1,,,0.4,0.15,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,刺藜,AB,G12,4,5 ,,20,,,1.22,0.75,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,5,47 ,73,17,35,35,292.92,174.05,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,5,6 ,,60,7,8,36.87,20.31,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,米氏冰草,PR,G12,5,17 ,,8,12,12,16.77,10.7,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,5,25 ,29,69,,,39.73,18.45,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,知母,PF,G12,5,8 ,,3,,,0.6,0.24,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,5,22 ,,1,,,5.36,0.86,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,刺藜,AB,G12,5,4 ,,4,,,0.2,0.08,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,笼1,47 ,102,21,36,36,432.49,276.42,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,笼1,24 ,,16,16,16,35.62,19.61,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,笼1,40 ,,35,,,27.16,14.38,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,细叶葱,PF,G12,笼1,33 ,,1,,,1.11,0.28,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,大针茅,PB,G12,笼2,41 ,72,24,30,30,271.28,160.81,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,糙隐子草,PB,G12,笼2,4 ,17,23,12,12,15.53,8.41,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,羊草,PR,G12,笼2,34 ,,207,,,129.56,66.36,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,苔草,PR,G12,笼2,14 ,,5,,,2.64,1.32,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,知母,PF,G12,笼2,8 ,,2,,,0.3,0.06,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,矮葱,PF,G12,笼2,22 ,,2,,,3.78,0.68,,
2020,第四轮牧后,轻牧（3天）,2020.9.17,刺藜,AB,G12,笼2,13 ,,1,,,0.11,0.07,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,1,32 ,53,15,24,24,138.46,77.76,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,1,7 ,,8,8,8,5.01,3.01,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,1,7 ,,7,,,1.7,0.85,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,1,6 ,,1,,,0.1,0.01,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,1,15 ,,25,,,18.47,11.71,,
2020,第四轮牧后,重牧（12天）,2020.9.17,虎尾草,AB,G13,1,5 ,,2,,,4.09,1.9,,
2020,第四轮牧后,重牧（12天）,2020.9.17,猪毛菜,AB,G13,1,3 ,,1,,,0.24,0.12,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,1,11 ,,93,,,16.21,14.04,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,2,26 ,39,9,35,42,181.42,110.35,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,2,4 ,,41,6,6,9.35,5.69,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,2,6 ,,22,,,3.65,1.65,,
2020,第四轮牧后,重牧（12天）,2020.9.17,苔草,PR,G13,2,11 ,,6,,,0.53,0.27,,
2020,第四轮牧后,重牧（12天）,2020.9.17,知母,PF,G13,2,9 ,,1,,,0.1,0.01,,
2020,第四轮牧后,重牧（12天）,2020.9.17,细叶葱,PF,G13,2,13 ,,2,,,0.5,0.19,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,2,10 ,,2,,,0.35,0.11,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,2,4 ,,54,,,6.92,4.15,,
2020,第四轮牧后,重牧（12天）,2020.9.17,反枝苋,AB,G13,2,3 ,,1,,,0.14,0.12,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,2,14 ,,63,,,20.4,15.66,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,3,30 ,44,14,35,33,206.84,122.1,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,3,8 ,,26,3,3,10.84,6.48,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,3,16 ,,3,,,1.25,0.64,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,3,10 ,,1,,,1.1,0.22,,
2020,第四轮牧后,重牧（12天）,2020.9.17,狗尾草,AB,G13,3,22 ,,1,,,0.4,0.29,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,3,10 ,,66,,,8.07,6.33,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,4,32 ,45,16,41,43,318.92,203.15,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,4,13 ,,17,7,7,10.07,5.48,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,4,22 ,,2,,,0.48,0.23,,
2020,第四轮牧后,重牧（12天）,2020.9.17,知母,PF,G13,4,6 ,,3,,,0.78,0.31,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,4,20 ,,1,,,1.06,0.19,,
2020,第四轮牧后,重牧（12天）,2020.9.17,草木樨状黄芪,PF,G13,4,6 ,,1,,,0.16,0.11,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,4,10 ,,33,,,10.79,5.51,,
2020,第四轮牧后,重牧（12天）,2020.9.17,反枝苋,AB,G13,4,15 ,,9,,,7.76,3.36,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,4,9 ,,22,,,9.13,7.03,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,5,37 ,48,16,46,48,219.81,133.16,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,5,4 ,,31,3,3,6.87,3.9,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,5,4 ,,3,,,0.87,0.47,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,5,9 ,,1,,,0.1,0.01,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,5,6 ,,17,,,2.03,1.33,,
2020,第四轮牧后,重牧（12天）,2020.9.17,猪毛菜,AB,G13,5,4 ,,1,,,0.1,0.01,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,5,12 ,,15,,,0.88,0.73,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,笼1,35 ,37,12,34,34,263.33,166.61,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,笼1,6 ,,30,8,8,7.77,3.92,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,笼1,7 ,,1,,,0.11,0.1,,
2020,第四轮牧后,重牧（12天）,2020.9.17,苔草,PR,G13,笼1,11 ,,27,,,2.85,1.45,,
2020,第四轮牧后,重牧（12天）,2020.9.17,知母,PF,G13,笼1,9 ,,1,,,0.19,0.11,,
2020,第四轮牧后,重牧（12天）,2020.9.17,双齿葱,PF,G13,笼1,9 ,,2,,,0.58,0.15,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,笼1,8 ,,44,,,6,3.51,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,笼1,8 ,,59,,,5.38,4.32,,
2020,第四轮牧后,重牧（12天）,2020.9.17,大针茅,PB,G13,笼2,36 ,61,14,40,42,192.21,114.32,,
2020,第四轮牧后,重牧（12天）,2020.9.17,糙隐子草,PB,G13,笼2,4 ,,31,4,5,10.71,5.91,,
2020,第四轮牧后,重牧（12天）,2020.9.17,羊草,PR,G13,笼2,8 ,,6,,,1.46,0.67,,
2020,第四轮牧后,重牧（12天）,2020.9.17,细叶葱,PF,G13,笼2,14 ,,5,,,2.31,0.68,,
2020,第四轮牧后,重牧（12天）,2020.9.17,矮葱,PF,G13,笼2,7 ,,6,,,4.62,0.72,,
2020,第四轮牧后,重牧（12天）,2020.9.17,画眉草,AB,G13,笼2,15 ,,49,,,6.99,4.29,,
2020,第四轮牧后,重牧（12天）,2020.9.17,刺藜,AB,G13,笼2,9 ,,51,,,8.74,6.23,,
2020,第四轮牧后,重牧（12天）,2020.9.17,灰绿藜,AB,G13,笼2,8 ,,6,,,3.16,1.35,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,1,32 ,73,9,18,18,179.44,108.28,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,1,5 ,,13,5,5,2.14,1.23,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G16,1,14 ,,27,,,9.16,4.3,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G16,1,17 ,,9,,,1.87,0.66,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G16,1,12 ,,1,,,0.48,0.09,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G16,1,4 ,,12,,,1.5,0.71,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,2,33 ,63,13,16,16,244.75,142.23,,
2020,第四轮牧后,中牧（6天）,2020.9.17,米氏冰草,PR,G16,2,17 ,,1,,,0.78,0.36,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G16,2,17 ,,1,,,1.44,0.25,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G16,2,10 ,,7,,,0.54,0.4,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,3,42 ,97,11,14,14,220.82,138.41,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,3,6 ,,4,3,3,0.41,0.2,,
2020,第四轮牧后,中牧（6天）,2020.9.17,米氏冰草,PR,G16,3,33 ,,1,,,0.73,0.46,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G16,3,20 ,,1,,,1.54,0.3,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,4,44 ,60,13,,,278.76,168.36,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,4,6 ,16,5,,,2.21,1.3,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G16,4,20 ,,4,,,0.68,0.35,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G16,4,12 ,,3,,,0.37,0.14,,
2020,第四轮牧后,中牧（6天）,2020.9.17,细叶葱,PF,G16,4,11 ,,1,,,0.01,0.01,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,5,39 ,104,11,12,12,214.48,134.17,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,5,8 ,,3,7,7,0.54,0.34,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G16,5,20 ,,7,,,2,1.15,,
2020,第四轮牧后,中牧（6天）,2020.9.17,苔草,PR,G16,5,20 ,,6,,,0.65,0.37,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G16,5,10 ,,7,,,0.6,0.25,,
2020,第四轮牧后,中牧（6天）,2020.9.17,细叶葱,PF,G16,5,14 ,,1,,,0.34,0.09,,
2020,第四轮牧后,中牧（6天）,2020.9.17,乳白花黄芪,PF,G16,5,2 ,,1,,,0.29,0.17,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,笼1,50 ,80,13,18,18,352.54,226.36,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,笼1,7 ,20,17,7,7,6.27,3.62,,
2020,第四轮牧后,中牧（6天）,2020.9.17,羊草,PR,G16,笼1,37 ,37,11,,,4.46,1.97,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G16,笼1,14 ,,26,,,3.34,1.14,,
2020,第四轮牧后,中牧（6天）,2020.9.17,矮葱,PF,G16,笼1,18 ,,1,,,1,0.19,,
2020,第四轮牧后,中牧（6天）,2020.9.17,马齿苋,AB,G16,笼1,6 ,,1,,,0.25,0.11,,
2020,第四轮牧后,中牧（6天）,2020.9.17,刺藜,AB,G16,笼1,15 ,,1,,,0.52,0.28,,
2020,第四轮牧后,中牧（6天）,2020.9.17,大针茅,PB,G16,笼2,35 ,78,12,14,14,222.71,139.73,,
2020,第四轮牧后,中牧（6天）,2020.9.17,糙隐子草,PB,G16,笼2,7 ,24,4,7,7,0.68,0.3,,
2020,第四轮牧后,中牧（6天）,2020.9.17,米氏冰草,PR,G16,笼2,20 ,,16,,,7.53,3.58,,
2020,第四轮牧后,中牧（6天）,2020.9.17,知母,PF,G16,笼2,12 ,,25,,,3.39,1.23,,
2020,第四轮牧后,中牧（6天）,2020.9.17,细叶葱,PF,G16,笼2,30 ,,14,,,4.52,1.16,,
2020,第四轮牧后,无牧（0天）,2020.9.17,大针茅,PB,G17,1,46 ,71,16,12,12,73.53,46.06,,
2020,第四轮牧后,无牧（0天）,2020.9.17,糙隐子草,PB,G17,1,30 ,,10,10,10,31.16,19.25,,
2020,第四轮牧后,无牧（0天）,2020.9.17,羊草,PR,G17,1,49 ,,236,,,234.05,129.07,,
2020,第四轮牧后,无牧（0天）,2020.9.17,知母,PF,G17,1,19 ,,1,,,0.1,0.01,,
2020,第四轮牧后,无牧（0天）,2020.9.17,猪毛菜,AB,G17,1,39 ,,1,,,2.13,1.11,,
2020,第四轮牧后,无牧（0天）,2020.9.17,刺藜,AB,G17,1,4 ,,1,,,0.1,0.01,,
2020,第四轮牧后,无牧（0天）,2020.9.17,大针茅,PB,G17,2,42 ,105,14,11,11,245.21,154.64,,
2020,第四轮牧后,无牧（0天）,2020.9.17,糙隐子草,PB,G17,2,26 ,,7,10,10,7.12,4.59,,
2020,第四轮牧后,无牧（0天）,2020.9.17,羊草,PR,G17,2,50 ,,127,,,167.61,88.88,,
2020,第四轮牧后,无牧（0天）,2020.9.17,知母,PF,G17,2,18 ,,5,,,7.84,2.86,,
2020,第四轮牧后,无牧（0天）,2020.9.17,猪毛菜,AB,G17,2,49 ,,1,,,14.11,7.18,,
2020,第四轮牧后,无牧（0天）,2020.9.17,大针茅,PB,G17,3,35 ,96,13,15,15,162.37,104.53,,
2020,第四轮牧后,无牧（0天）,2020.9.17,糙隐子草,PB,G17,3,32 ,,5,9,9,20.55,12.42,,
2020,第四轮牧后,无牧（0天）,2020.9.17,羊草,PR,G17,3,32 ,,99,,,89.67,51.2,,
2020,第四轮牧后,无牧（0天）,2020.9.17,知母,PF,G17,3,36 ,,7,,,40.84,15.24,,
2020,第四轮牧后,无牧（0天）,2020.9.17,矮葱,PF,G17,3,20 ,,1,,,3.88,1.36,,
2020,第四轮牧后,无牧（0天）,2020.9.17,草木樨状黄芪,PF,G17,3,45 ,,1,,,27.11,9.85,,
2020,第四轮牧后,无牧（0天）,2020.9.17,猪毛菜,AB,G17,3,37 ,,1,,,2.74,1.37,,
2020,第四轮牧后,无牧（0天）,2020.9.17,大针茅,PB,G17,4,42 ,85,10,12,12,32.97,20.26,,
2020,第四轮牧后,无牧（0天）,2020.9.17,糙隐子草,PB,G17,4,24 ,,2,6,6,2.72,1.69,,
2020,第四轮牧后,无牧（0天）,2020.9.17,米氏冰草,PR,G17,4,40 ,61,7,4,4,38.81,23.76,,
2020,第四轮牧后,无牧（0天）,2020.9.17,羊草,PR,G17,4,39 ,,392,,,279.7,156.17,,
2020,第四轮牧后,无牧（0天）,2020.9.17,知母,PF,G17,4,42 ,,8,,,21.49,7.85,,
2020,第四轮牧后,无牧（0天）,2020.9.17,猪毛菜,AB,G17,4,26 ,,1,,,1.15,0.57,,
2020,第四轮牧后,无牧（0天）,2020.9.17,大针茅,PB,G17,5,28 ,56,9,10,10,43.34,27.81,,
2020,第四轮牧后,无牧（0天）,2020.9.17,糙隐子草,PB,G17,5,32 ,,4,7,7,1.03,0.7,,
