时间,处理类型,原GPS车速,处理后GPS车速,说明
2017-12-21 02:53:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:53:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:54:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:55:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:56:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:20,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:21,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:22,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:23,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:24,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:25,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:26,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:27,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:28,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:29,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:30,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:31,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:32,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:33,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:34,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:35,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:36,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:37,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:38,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:39,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:40,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:41,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:42,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:43,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:44,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:45,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:46,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:47,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:48,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:49,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:50,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:51,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:52,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:53,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:54,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:55,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:56,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:57,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:58,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:57:59,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:00,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:01,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:02,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:03,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:04,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:05,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:06,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:07,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:08,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:09,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:10,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:11,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:12,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:13,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:14,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:15,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:16,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:17,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:18,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
2017-12-21 02:58:19,删除长低速记录,0.0,0.0,连续低于10 km/h的记录超过180条
