样本编号,温度_oC,频率_Hz,磁芯损耗_w每m3,励磁波形,磁芯材料,磁通密度峰值B_m_T
6017,70,125930.0,3684.409992,梯形波,材料2,0.030150269
6018,70,125920.0,12581.74721,梯形波,材料2,0.049092942
6019,70,125920.0,22060.01017,梯形波,材料2,0.061260788499999996
6020,70,125920.0,42208.6478,梯形波,材料2,0.077360191
6021,70,125920.0,77532.30267,梯形波,材料2,0.097444057
6022,70,125920.0,143038.889,梯形波,材料2,0.12269996799999999
6023,70,125920.0,269585.0705,梯形波,材料2,0.1537761285
6024,70,125920.0,494327.4671,梯形波,材料2,0.193594719
6025,70,125920.0,898888.6713,梯形波,材料2,0.2437586015
6026,70,125920.0,1600887.077,梯形波,材料2,0.304890709
6027,70,158740.0,3363.743908,梯形波,材料2,0.0239828105
6028,70,158730.0,10950.03605,梯形波,材料2,0.039016880500000004
6029,70,158730.0,64506.87036,梯形波,材料2,0.0775378105
6030,70,158730.0,217784.9557,梯形波,材料2,0.122245277
6031,70,158730.0,397921.2521,梯形波,材料2,0.1539056285
6032,70,158730.0,2315141.743,梯形波,材料2,0.3064539075
6033,70,199190.0,3307.139203,梯形波,材料2,0.0191402835
6034,70,199190.0,5854.833923,梯形波,材料2,0.024383127
6035,70,199190.0,56297.70598,梯形波,材料2,0.0617941405
6036,70,199190.0,184744.3549,梯形波,材料2,0.09725431849999999
6037,70,199190.0,601548.8772,梯形波,材料2,0.154444645
6038,70,251240.0,3567.387793,梯形波,材料2,0.0152262345
6039,70,251240.0,10690.25401,梯形波,材料2,0.0248273665
6040,70,251240.0,17629.42219,梯形波,材料2,0.0309081735
6041,70,251240.0,31374.77985,梯形波,材料2,0.0389701355
6042,70,251240.0,54165.19826,梯形波,材料2,0.049216895
6043,70,251240.0,93121.86571,梯形波,材料2,0.0618885815
6044,70,251240.0,166533.4801,梯形波,材料2,0.07734327699999999
6045,70,251240.0,921823.1155,梯形波,材料2,0.15355685200000002
6046,70,251240.0,1622965.051,梯形波,材料2,0.19418627300000002
6047,70,316450.0,4055.198047,梯形波,材料2,0.012167166
6048,70,316450.0,6838.953435,梯形波,材料2,0.0154843095
6049,70,316450.0,11606.14688,梯形波,材料2,0.0197799205
6050,70,316450.0,92070.6562,梯形波,材料2,0.0492139325
6051,70,316450.0,274467.5306,梯形波,材料2,0.07756305799999999
6052,70,316460.0,832081.363,梯形波,材料2,0.12220852900000001
6053,70,316450.0,1450035.289,梯形波,材料2,0.1544326145
6054,70,396810.0,7482.42802,梯形波,材料2,0.012266096
6055,70,396810.0,12493.6516,梯形波,材料2,0.015629362
6056,70,396810.0,55299.26518,梯形波,材料2,0.030976998999999998
6057,70,396810.0,92013.12321,梯形波,材料2,0.038944456
6058,70,396810.0,445245.0573,梯形波,材料2,0.077203459
6059,70,396810.0,762767.6256,梯形波,材料2,0.09660643099999999
6060,70,499990.0,8290.469988,梯形波,材料2,0.009745314500000001
6061,70,499980.0,13750.94473,梯形波,材料2,0.012465823000000001
6062,70,499980.0,21813.37851,梯形波,材料2,0.015509696
6063,70,499990.0,35925.90612,梯形波,材料2,0.019505401
6064,70,499980.0,58505.73365,梯形波,材料2,0.0246014905
6065,70,499980.0,94957.31733,梯形波,材料2,0.030936101
6066,70,499980.0,156921.022,梯形波,材料2,0.038641104999999995
6067,70,499980.0,260767.4279,梯形波,材料2,0.0486565195
6068,70,499980.0,433593.8512,梯形波,材料2,0.061307341
6069,70,499980.0,732056.5977,梯形波,材料2,0.076658671
6070,70,499980.0,1243896.571,梯形波,材料2,0.096889641
6071,70,50020.0,10942.91234,梯形波,材料2,0.07864172950000001
6072,70,50020.0,19673.71419,梯形波,材料2,0.0977175585
6073,70,50010.0,38074.17961,梯形波,材料2,0.1234086105
6074,70,50020.0,134169.8743,梯形波,材料2,0.194546867
6075,70,50020.0,246871.7165,梯形波,材料2,0.245182102
6076,70,63150.0,8867.367438,梯形波,材料2,0.0623873215
6077,70,63150.0,15476.39528,梯形波,材料2,0.07747862550000001
6078,70,63150.0,29270.56854,梯形波,材料2,0.098193949
6079,70,63150.0,53741.70276,梯形波,材料2,0.12340614550000001
6080,70,63150.0,98502.38176,梯形波,材料2,0.15410505400000002
6081,70,63150.0,185753.0736,梯形波,材料2,0.19473046
6082,70,63150.0,614933.6872,梯形波,材料2,0.310218251
6083,70,79500.0,11210.90885,梯形波,材料2,0.0613869195
6084,70,79500.0,21068.30121,梯形波,材料2,0.0777734035
6085,70,79500.0,71018.18629,梯形波,材料2,0.12227540549999999
6086,70,79500.0,253290.0279,梯形波,材料2,0.19486268499999998
6087,70,79500.0,469653.5167,梯形波,材料2,0.246243433
6088,70,79500.0,838717.3212,梯形波,材料2,0.306524551
6089,70,99950.0,4971.317606,梯形波,材料2,0.039362397
6090,70,99950.0,8514.666439,梯形波,材料2,0.0488574665
6091,70,99950.0,28619.24523,梯形波,材料2,0.0777294255
6092,70,99950.0,52647.66743,梯形波,材料2,0.097334402
6093,70,99950.0,188658.2934,梯形波,材料2,0.154960981
6094,70,99950.0,355379.2313,梯形波,材料2,0.195937993
6095,70,125920.0,4022.915026,梯形波,材料2,0.03123832
6096,70,125920.0,6733.127739,梯形波,材料2,0.038729619
6097,70,125920.0,12497.48781,梯形波,材料2,0.0491119415
6098,70,125920.0,22264.10178,梯形波,材料2,0.061686961
6099,70,125920.0,78233.05935,梯形波,材料2,0.097522476
6100,70,125920.0,144298.4901,梯形波,材料2,0.122984643
6101,70,125910.0,500840.9623,梯形波,材料2,0.1934701235
6102,70,125920.0,919068.2,梯形波,材料2,0.24440135
6103,70,125920.0,1661052.138,梯形波,材料2,0.30884203499999996
6104,70,158730.0,5763.260049,梯形波,材料2,0.0308621565
6105,70,158730.0,63585.46761,梯形波,材料2,0.07760173149999999
6106,70,158730.0,117021.5643,梯形波,材料2,0.0978650325
6107,70,158730.0,217504.2347,梯形波,材料2,0.12375618999999999
6108,70,158730.0,398295.499,梯形波,材料2,0.1540558115
6109,70,158730.0,730198.2725,梯形波,材料2,0.1945005605
6110,70,158730.0,1333714.187,梯形波,材料2,0.245916329
6111,70,158730.0,2355072.382,梯形波,材料2,0.3068910195
6112,70,199180.0,3293.926367,梯形波,材料2,0.019763458999999997
6113,70,199190.0,5424.127242,梯形波,材料2,0.024545546
6114,70,199180.0,16830.69534,梯形波,材料2,0.0391551555
6115,70,199180.0,29607.85837,梯形波,材料2,0.048986979
6116,70,199180.0,54419.8819,梯形波,材料2,0.061692370999999996
6117,70,199190.0,98879.73172,梯形波,材料2,0.077839808
6118,70,199180.0,181350.3652,梯形波,材料2,0.09827454499999999
6119,70,199180.0,326736.4082,梯形波,材料2,0.122308208
6120,70,199180.0,595508.0745,梯形波,材料2,0.15461646299999998
6121,70,199180.0,1900199.696,梯形波,材料2,0.2439036435
6122,70,251240.0,3472.289864,梯形波,材料2,0.015752696
6123,70,251240.0,9784.004067,梯形波,材料2,0.024804105
6124,70,251240.0,28477.08234,梯形波,材料2,0.039013116
6125,70,251240.0,51073.74146,梯形波,材料2,0.0490818055
6126,70,251240.0,89402.75843,梯形波,材料2,0.06190074
6127,70,251240.0,161142.9424,梯形波,材料2,0.0782656115
6128,70,251240.0,286675.7256,梯形波,材料2,0.09734725899999999
6129,70,251240.0,513214.5803,梯形波,材料2,0.12296610499999999
6130,70,316450.0,10404.59475,梯形波,材料2,0.0196108555
6131,70,316450.0,17480.49056,梯形波,材料2,0.024750648
6132,70,316450.0,50240.47548,梯形波,材料2,0.038871723999999996
6133,70,316450.0,149401.3596,梯形波,材料2,0.061937003000000004
6134,70,316450.0,260163.2693,梯形波,材料2,0.0770756425
6135,70,316450.0,460835.6815,梯形波,材料2,0.09728347700000001
6136,70,396820.0,11558.35174,梯形波,材料2,0.015770362
6137,70,396820.0,30844.01964,梯形波,材料2,0.0247930955
6138,70,396810.0,51861.44021,梯形波,材料2,0.031152019
6139,70,396810.0,87170.90587,梯形波,材料2,0.039303603
6140,70,396810.0,756222.8458,梯形波,材料2,0.09842627600000001
6141,70,396820.0,1294636.484,梯形波,材料2,0.1231474495
6142,70,499980.0,12625.72165,梯形波,材料2,0.0124753295
6143,70,499980.0,20518.96509,梯形波,材料2,0.0157100835
6144,70,499980.0,32870.62435,梯形波,材料2,0.0196248065
6145,70,499980.0,89567.68946,梯形波,材料2,0.0311273035
6146,70,499980.0,149132.6471,梯形波,材料2,0.0392589795
6147,70,499980.0,415891.2192,梯形波,材料2,0.0615923315
6148,70,499980.0,714511.7273,梯形波,材料2,0.0778365205
6149,70,499980.0,1207242.874,梯形波,材料2,0.097348397
6150,70,49990.0,12001.10689,梯形波,材料2,0.078782847
6151,70,50000.0,22236.19071,梯形波,材料2,0.098594544
6152,70,49990.0,146928.7295,梯形波,材料2,0.194661786
6153,70,49990.0,489171.0136,梯形波,材料2,0.312851406
6154,70,63060.0,9616.416118,梯形波,材料2,0.06251377749999999
6155,70,63060.0,17308.41095,梯形波,材料2,0.0781813345
6156,70,63060.0,108102.8705,梯形波,材料2,0.154541124
6157,90,396820.0,7131.130834,三角波,材料2,0.012235494999999999
6158,90,396820.0,11887.45084,三角波,材料2,0.015704509
6159,90,396820.0,18492.06147,三角波,材料2,0.019446711499999998
6160,90,396820.0,49009.04311,三角波,材料2,0.0310204705
6161,90,396820.0,131591.3343,三角波,材料2,0.048889115
6162,90,396820.0,222477.4103,三角波,材料2,0.061794495500000005
6163,90,396820.0,376728.1049,三角波,材料2,0.07724931500000001
6164,90,396820.0,646247.0695,三角波,材料2,0.09743373150000001
6165,90,396820.0,1114401.447,三角波,材料2,0.122769983
6166,90,396820.0,1896712.826,三角波,材料2,0.15416392299999998
6167,90,499970.0,1045936.136,三角波,材料2,0.0973566445
6168,90,499970.0,1762685.605,三角波,材料2,0.1222242435
6169,90,396820.0,222121.4804,三角波,材料2,0.061786288499999995
6170,90,396820.0,375680.2853,三角波,材料2,0.077217807
6171,90,396820.0,645994.8496,三角波,材料2,0.0974349535
6172,90,396820.0,1112589.213,三角波,材料2,0.122807875
6173,90,499970.0,1766607.347,三角波,材料2,0.1224330525
6174,90,50070.0,16530.75225,梯形波,材料2,0.0975041725
6175,90,50070.0,33487.9493,梯形波,材料2,0.1220887775
6176,90,50070.0,132211.5022,梯形波,材料2,0.19431841700000002
6177,90,50070.0,244095.8374,梯形波,材料2,0.241391984
6178,90,50060.0,436938.1613,梯形波,材料2,0.3064489425
6179,90,63240.0,94391.14318,梯形波,材料2,0.15319690749999998
6180,90,79420.0,1600.933126,梯形波,材料2,0.0299022535
6181,90,79410.0,4973.825181,梯形波,材料2,0.048281583
6182,90,79410.0,9337.013202,梯形波,材料2,0.061107605
6183,90,79410.0,17943.03027,梯形波,材料2,0.076761171
6184,90,79410.0,257415.386,梯形波,材料2,0.19284002150000001
6185,90,79410.0,474568.0483,梯形波,材料2,0.2428109655
6186,90,79410.0,822335.7047,梯形波,材料2,0.3008552885
6187,90,99980.0,1413.274391,梯形波,材料2,0.0238247655
6188,90,99980.0,2473.116629,梯形波,材料2,0.0302229085
6189,90,99970.0,7633.797489,梯形波,材料2,0.0487284295
6190,90,99980.0,51077.28018,梯形波,材料2,0.09718342199999999
6191,90,99970.0,98566.29727,梯形波,材料2,0.12088432099999999
6192,90,99980.0,653824.691,梯形波,材料2,0.2399294135
6193,90,99980.0,1165648.246,梯形波,材料2,0.30401414849999997
6194,90,125930.0,4157.903473,梯形波,材料2,0.03057317
6195,90,125930.0,7290.833102,梯形波,材料2,0.038772084
6196,90,125930.0,12923.01361,梯形波,材料2,0.048610011
6197,90,125930.0,23420.67425,梯形波,材料2,0.061512828000000006
6198,90,125920.0,79378.25032,梯形波,材料2,0.096251009
6199,90,125920.0,519233.5692,梯形波,材料2,0.1908730975
6200,90,125930.0,950192.809,梯形波,材料2,0.24197363449999998
6201,90,158750.0,1587.183568,梯形波,材料2,0.0151426895
6202,90,158740.0,2610.50026,梯形波,材料2,0.01926919
6203,90,158750.0,4379.589792,梯形波,材料2,0.0244047965
6204,90,158750.0,7439.247301,梯形波,材料2,0.0309372205
6205,90,158750.0,69601.43753,梯形波,材料2,0.076591482
6206,90,158740.0,128246.4521,梯形波,材料2,0.0972767925
6207,90,158750.0,236742.1246,梯形波,材料2,0.1225914085
6208,90,158740.0,426687.1528,梯形波,材料2,0.152308591
6209,90,199190.0,1724.161909,梯形波,材料2,0.0119966455
6210,90,199190.0,4680.176997,梯形波,材料2,0.019340090499999997
6211,90,199190.0,7758.630753,梯形波,材料2,0.024546061
6212,90,199190.0,22321.40087,梯形波,材料2,0.0387840995
6213,90,199190.0,37088.42334,梯形波,材料2,0.0487893385
6214,90,199190.0,63780.72971,梯形波,材料2,0.0605388285
6215,90,199190.0,113719.5949,梯形波,材料2,0.07685997950000001
6216,90,199190.0,357019.4597,梯形波,材料2,0.12017451
6217,90,199190.0,645357.4399,梯形波,材料2,0.152422248
6218,90,251240.0,1959.658596,梯形波,材料2,0.0095658265
6219,90,251240.0,3180.70129,梯形波,材料2,0.012141621
6220,90,251240.0,8602.978877,梯形波,材料2,0.019588274000000003
6221,90,251240.0,23326.31321,梯形波,材料2,0.0308668925
6222,90,251240.0,38740.92087,梯形波,材料2,0.038895928499999996
6223,90,251240.0,109083.6972,梯形波,材料2,0.061214015
6224,90,251240.0,188637.0636,梯形波,材料2,0.077048656
6225,90,251240.0,573732.1439,梯形波,材料2,0.121409087
6226,90,251240.0,1009829.304,梯形波,材料2,0.153662499
6227,90,316460.0,3579.130965,梯形波,材料2,0.009657339000000001
6228,90,316460.0,5761.109757,梯形波,材料2,0.0122186715
6229,90,316460.0,9383.086158,梯形波,材料2,0.015443577
6230,90,316460.0,15300.4112,梯形波,材料2,0.019317037000000002
6231,90,316460.0,108420.6286,梯形波,材料2,0.048435439999999996
6232,90,316460.0,182033.2558,梯形波,材料2,0.0609508015
6233,90,316460.0,307281.0485,梯形波,材料2,0.07578154000000001
6234,90,316460.0,530436.3189,梯形波,材料2,0.0959717235
6235,90,396810.0,6296.114097,梯形波,材料2,0.00980083
6236,90,396810.0,42487.56698,梯形波,材料2,0.0247008945
6237,90,396800.0,68573.53824,梯形波,材料2,0.0306534865
6238,90,396800.0,113109.6732,梯形波,材料2,0.038897632
6239,90,396800.0,513162.8753,梯形波,材料2,0.0771286855
6240,90,396810.0,866687.6305,梯形波,材料2,0.097468873
6241,90,50040.0,7444.533047,梯形波,材料2,0.075989191
6242,90,50050.0,15893.66107,梯形波,材料2,0.097110697
6243,90,50040.0,131542.6334,梯形波,材料2,0.194901304
6244,90,63210.0,5890.23702,梯形波,材料2,0.059898158
6245,90,63210.0,11577.46954,梯形波,材料2,0.076353459
6246,90,63210.0,23460.21105,梯形波,材料2,0.09721993649999999
6247,90,63210.0,45743.65624,梯形波,材料2,0.121586259
6248,90,63210.0,93450.49743,梯形波,材料2,0.1538596835
6249,90,63210.0,180154.9604,梯形波,材料2,0.1940444575
6250,90,79450.0,4344.191917,梯形波,材料2,0.047707674000000005
6251,90,79450.0,8447.733259,梯形波,材料2,0.060904465
6252,90,79460.0,16766.50492,梯形波,材料2,0.077848321
6253,90,79450.0,65486.45417,梯形波,材料2,0.122787962
6254,90,79460.0,247369.2963,梯形波,材料2,0.194473595
6255,90,79460.0,818367.312,梯形波,材料2,0.306941166
6256,90,99970.0,3601.860822,梯形波,材料2,0.038007770499999996
6257,90,99970.0,6473.00139,梯形波,材料2,0.048381747
6258,90,99960.0,23334.19523,梯形波,材料2,0.07718610249999999
6259,90,99970.0,92682.43571,梯形波,材料2,0.1229047345
6260,90,99970.0,181830.9239,梯形波,材料2,0.154702914
6261,90,99960.0,349329.4629,梯形波,材料2,0.19373128350000002
6262,90,125920.0,3201.412276,梯形波,材料2,0.030076475999999998
6263,90,125920.0,10481.13431,梯形波,材料2,0.049022286
6264,90,125920.0,18892.49334,梯形波,材料2,0.0611328945
6265,90,125920.0,37449.52848,梯形波,材料2,0.077290236
6266,90,125920.0,266057.9056,梯形波,材料2,0.15361162550000002
6267,90,125920.0,914821.2419,梯形波,材料2,0.2438268255
6268,90,125920.0,1604680.071,梯形波,材料2,0.3045869765
6269,90,158730.0,17326.53012,梯形波,材料2,0.048670839
6270,90,158730.0,33198.03643,梯形波,材料2,0.0614880655
6271,90,158730.0,111923.1337,梯形波,材料2,0.097582072
6272,90,158730.0,212649.848,梯形波,材料2,0.1222409495
6273,90,158730.0,397132.4266,梯形波,材料2,0.15392999000000002
6274,90,158730.0,731928.6718,梯形波,材料2,0.1938276955
6275,90,158730.0,2345227.336,梯形波,材料2,0.306378219
6276,90,199190.0,6133.881394,梯形波,材料2,0.02436082
6277,90,199190.0,17675.45861,梯形波,材料2,0.038834969
6278,90,199180.0,99080.78439,梯形波,材料2,0.07772172399999999
6279,90,199190.0,181624.009,梯形波,材料2,0.097269247
6280,90,199180.0,332535.5505,梯形波,材料2,0.1224777495
6281,90,199190.0,1081202.77,梯形波,材料2,0.1928562285
6282,90,199190.0,1955621.215,梯形波,材料2,0.243919592
6283,90,251240.0,4101.016802,梯形波,材料2,0.015226901000000001
6284,90,251240.0,6857.368607,梯形波,材料2,0.019429765
6285,90,251240.0,11462.73277,梯形波,材料2,0.0247889625
6286,90,251240.0,18689.11618,梯形波,材料2,0.0309365005
6287,90,251240.0,54361.06714,梯形波,材料2,0.0492074525
6288,90,251240.0,93674.89927,梯形波,材料2,0.0617649505
6289,90,251240.0,166274.7165,梯形波,材料2,0.0772806675
6290,90,251240.0,526653.3332,梯形波,材料2,0.1227794865
6291,90,251250.0,927488.1025,梯形波,材料2,0.153448806
6292,90,251240.0,1646218.888,梯形波,材料2,0.1940857135
6293,90,316450.0,4553.313757,梯形波,材料2,0.0121124305
6294,90,316450.0,7573.479681,梯形波,材料2,0.015468615
6295,90,316450.0,33856.29593,梯形波,材料2,0.0310117565
6296,90,316450.0,55887.82412,梯形波,材料2,0.039089512
6297,90,316450.0,275404.6362,梯形波,材料2,0.0775676545
6298,90,316450.0,479197.7751,梯形波,材料2,0.09767075650000001
6299,90,316450.0,830555.246,梯形波,材料2,0.12208260700000001
6300,90,316450.0,1451172.623,梯形波,材料2,0.15438084
6301,90,396810.0,13473.45198,梯形波,材料2,0.0156344115
6302,90,396810.0,21331.57218,梯形波,材料2,0.0195052735
6303,90,396810.0,34864.15233,梯形波,材料2,0.024527285
6304,90,396810.0,94016.09236,梯形波,材料2,0.038929218
6305,90,396810.0,445158.4514,梯形波,材料2,0.077233527
6306,90,396810.0,1298723.68,梯形波,材料2,0.122028731
6307,90,499980.0,8884.558345,梯形波,材料2,0.0097367775
6308,90,499980.0,14525.72304,梯形波,材料2,0.0124166075
6309,90,499980.0,22991.86576,梯形波,材料2,0.015517444
6310,90,499980.0,37329.6143,梯形波,材料2,0.0194803695
6311,90,499980.0,97042.63987,梯形波,材料2,0.030934489000000003
6312,90,499980.0,158539.402,梯形波,材料2,0.038648523000000004
6313,90,499980.0,257096.0206,梯形波,材料2,0.048638683
6314,90,499980.0,430159.605,梯形波,材料2,0.0612542115
6315,90,499980.0,721168.9084,梯形波,材料2,0.0767179405
6316,90,50020.0,16446.69835,梯形波,材料2,0.097726934
6317,90,50020.0,34915.92451,梯形波,材料2,0.1233850595
6318,90,50020.0,135643.3974,梯形波,材料2,0.1944724925
6319,90,50020.0,439040.5743,梯形波,材料2,0.308653024
6320,90,63150.0,12198.76005,梯形波,材料2,0.07740424800000001
6321,90,63150.0,48832.85114,梯形波,材料2,0.12312443
6322,90,63150.0,95605.69346,梯形波,材料2,0.1540734625
6323,90,63150.0,187025.2023,梯形波,材料2,0.19463001600000002
6324,90,63150.0,344187.5175,梯形波,材料2,0.24526278
6325,90,63150.0,610705.3967,梯形波,材料2,0.3100577535
6326,90,79500.0,4844.201674,梯形波,材料2,0.0494600215
6327,90,79500.0,16890.85919,梯形波,材料2,0.0778026705
6328,90,79500.0,33044.50544,梯形波,材料2,0.0977491575
6329,90,79500.0,65057.12454,梯形波,材料2,0.12225151100000001
6330,90,79500.0,132247.3693,梯形波,材料2,0.1544591195
6331,90,79500.0,476638.8365,梯形波,材料2,0.24616393450000001
6332,90,79500.0,831641.5788,梯形波,材料2,0.306450426
6333,90,99950.0,3817.420674,梯形波,材料2,0.03931001
6334,90,99950.0,6316.678686,梯形波,材料2,0.048806812000000005
6335,90,99950.0,23649.25383,梯形波,材料2,0.0777133105
6336,90,99950.0,45899.6896,梯形波,材料2,0.097225212
6337,90,99950.0,93770.24652,梯形波,材料2,0.12297548
6338,90,99950.0,358032.4931,梯形波,材料2,0.19584239
6339,90,99950.0,1162022.413,梯形波,材料2,0.30796450799999997
6340,90,125910.0,3348.588276,梯形波,材料2,0.031189961500000002
6341,90,125920.0,35177.1644,梯形波,材料2,0.0771786105
6342,90,125910.0,70406.25544,梯形波,材料2,0.09744109249999999
6343,90,125920.0,268720.6747,梯形波,材料2,0.15534058950000001
6344,90,125920.0,932819.3306,梯形波,材料2,0.24408347
6345,90,125920.0,1661170.356,梯形波,材料2,0.308701919
6346,90,158730.0,5338.112752,梯形波,材料2,0.0308641265
6347,90,158730.0,9503.637854,梯形波,材料2,0.03910364
6348,90,158730.0,29999.99675,梯形波,材料2,0.061477402
6349,90,158730.0,58560.7376,梯形波,材料2,0.07768659850000001
6350,90,158730.0,110341.5874,梯形波,材料2,0.0979264625
6351,90,158730.0,211020.9771,梯形波,材料2,0.123683862
6352,90,158730.0,396748.6317,梯形波,材料2,0.15390304249999998
6353,90,158730.0,741887.3989,梯形波,材料2,0.19450752449999997
6354,90,158730.0,1363147.951,梯形波,材料2,0.24562778000000002
6355,90,199180.0,3563.443891,梯形波,材料2,0.0197947285
6356,90,199180.0,5623.679276,梯形波,材料2,0.0245936345
6357,90,199180.0,9761.808383,梯形波,材料2,0.031109034
6358,90,199180.0,95497.5629,梯形波,材料2,0.07777575349999999
6359,90,199180.0,324699.3053,梯形波,材料2,0.122342907
6360,90,199180.0,1100011.794,梯形波,材料2,0.1953618525
6361,90,251240.0,3994.936682,梯形波,材料2,0.015757034
6362,90,251240.0,6275.873171,梯形波,材料2,0.019558983500000002
6363,90,251240.0,17541.25712,梯形波,材料2,0.0311872335
6364,90,251240.0,51636.35303,梯形波,材料2,0.0490821375
6365,90,251240.0,89390.81966,梯形波,材料2,0.061984547
6366,90,251240.0,285481.1854,梯形波,材料2,0.097282214
6367,90,251240.0,929989.3609,梯形波,材料2,0.1553224225
6368,90,251240.0,1639749.603,梯形波,材料2,0.194205755
6369,90,316450.0,4394.990633,梯形波,材料2,0.012464988
6370,90,316450.0,6879.130475,梯形波,材料2,0.0154868805
6371,90,316450.0,11352.30656,梯形波,材料2,0.019594365
6372,90,316450.0,18553.72108,梯形波,材料2,0.0247310045
6373,90,316450.0,87507.92367,梯形波,材料2,0.048982067000000004
6374,90,316450.0,261246.2656,梯形波,材料2,0.0770415325
6375,90,316450.0,459082.9967,梯形波,材料2,0.09719459550000001
6376,90,396820.0,4852.654371,梯形波,材料2,0.0099977925
6377,90,396810.0,12506.92401,梯形波,材料2,0.0157696015
6378,90,396820.0,32163.36747,梯形波,材料2,0.024788599
6379,90,396820.0,53655.95889,梯形波,材料2,0.0311223945
6380,90,396810.0,88951.45388,梯形波,材料2,0.0392639075
6381,90,396810.0,148416.8301,梯形波,材料2,0.049571399
6382,90,396810.0,250992.3351,梯形波,材料2,0.061688059
6383,90,396810.0,433685.5283,梯形波,材料2,0.0778497445
6384,90,396810.0,1285076.771,梯形波,材料2,0.12303971699999999
6385,90,499980.0,13603.70161,梯形波,材料2,0.012498185
6386,90,499980.0,21710.19991,梯形波,材料2,0.015689069
6387,90,499980.0,56192.95585,梯形波,材料2,0.0246856955
6388,90,499980.0,91504.77344,梯形波,材料2,0.0310695625
6389,90,499980.0,245848.6591,梯形波,材料2,0.0488144555
6390,90,499980.0,414587.9898,梯形波,材料2,0.061534894
6391,90,499980.0,706797.909,梯形波,材料2,0.077807624
6392,90,499980.0,1185221.311,梯形波,材料2,0.0972558275
6393,90,49990.0,9515.140172,梯形波,材料2,0.07892996050000001
6394,90,50000.0,19165.5002,梯形波,材料2,0.09880467700000001
6395,90,50000.0,39782.04017,梯形波,材料2,0.1249682475
6396,90,49990.0,149558.2569,梯形波,材料2,0.1947622155
6397,90,49990.0,278528.213,梯形波,材料2,0.24704591450000002
6398,90,49990.0,483093.7239,梯形波,材料2,0.3127575935
6399,90,63060.0,7472.766201,梯形波,材料2,0.06253228499999999
6400,90,63060.0,13875.61958,梯形波,材料2,0.078151178
6401,25,50020.0,4489.278556,正弦波,材料3,0.031761305000000004
6402,25,50020.0,14225.89534,正弦波,材料3,0.0510006645
6403,25,50020.0,23960.76706,正弦波,材料3,0.063836426
6404,25,50020.0,42287.30491,正弦波,材料3,0.081323961
6405,25,50020.0,69399.3494,正弦波,材料3,0.1008034795
6406,25,50020.0,113861.205,正弦波,材料3,0.1259728335
6407,25,50020.0,187112.0115,正弦波,材料3,0.15738428
6408,25,50020.0,313328.3747,正弦波,材料3,0.1981198445
6409,25,63020.0,1784.802763,正弦波,材料3,0.019921577500000003
6410,25,63020.0,3174.476566,正弦波,材料3,0.024946567
6411,25,63020.0,5903.249669,正弦波,材料3,0.031922083
6412,25,63020.0,10628.82279,正弦波,材料3,0.0400693395
6413,25,63020.0,18411.26536,正弦波,材料3,0.0504508375
6414,25,63020.0,31365.06039,正弦波,材料3,0.0638586425
6415,25,63020.0,52958.08673,正弦波,材料3,0.07959413500000001
6416,25,63020.0,89675.31007,正弦波,材料3,0.1003619405
6417,25,63020.0,148717.3216,正弦波,材料3,0.125739974
6418,25,63020.0,404632.9457,正弦波,材料3,0.19727674750000002
6419,25,79460.0,2167.701999,正弦波,材料3,0.0197387865
6420,25,79460.0,4048.121968,正弦波,材料3,0.0250701335
6421,25,79470.0,13351.22387,正弦波,材料3,0.0397988545
6422,25,79470.0,67744.66643,正弦波,材料3,0.0791172415
6423,25,79460.0,115834.5496,正弦波,材料3,0.0999490485
6424,25,79460.0,326429.9909,正弦波,材料3,0.15828283799999998
6425,25,99950.0,1442.561093,正弦波,材料3,0.0156118725
6426,25,99950.0,9365.014008,正弦波,材料3,0.031332485
6427,25,99950.0,17397.16836,正弦波,材料3,0.039987314499999996
6428,25,99950.0,29823.04484,正弦波,材料3,0.0498437295
6429,25,99950.0,51340.0911,正弦波,材料3,0.06292294300000001
6430,25,99950.0,88695.30174,正弦波,材料3,0.0791733395
6431,25,99950.0,258478.7994,正弦波,材料3,0.1255472245
6432,25,99950.0,712142.0398,正弦波,材料3,0.19740822549999998
6433,25,125850.0,1258.578548,正弦波,材料3,0.0133519695
6434,25,125850.0,1944.41501,正弦波,材料3,0.015702018499999998
6435,25,125860.0,3655.386207,正弦波,材料3,0.0196916305
6436,25,125850.0,6655.868271,正弦波,材料3,0.0248241745
6437,25,125850.0,12365.81835,正弦波,材料3,0.03145908
6438,25,125850.0,22020.3254,正弦波,材料3,0.039515785
6439,25,125860.0,38465.55548,正弦波,材料3,0.049505468
6440,25,125860.0,66975.05104,正弦波,材料3,0.062536939
6441,25,125850.0,577574.4872,正弦波,材料3,0.156909944
6442,25,125860.0,937794.3555,正弦波,材料3,0.19350758950000002
6443,25,158500.0,1857.177823,正弦波,材料3,0.014006175499999999
6444,25,158500.0,2583.209469,正弦波,材料3,0.0156246145
6445,25,158500.0,4789.970208,正弦波,材料3,0.019604539499999997
6446,25,158500.0,51937.15111,正弦波,材料3,0.049598404
6447,25,158500.0,268566.9736,正弦波,材料3,0.09784688650000001
6448,25,158500.0,465018.4764,正弦波,材料3,0.1240704735
6449,25,158500.0,795462.7058,正弦波,材料3,0.1561256675
6450,25,199500.0,1478.325272,正弦波,材料3,0.011472043000000001
6451,25,199500.0,1898.912973,正弦波,材料3,0.012406803000000001
