样本编号,实际磁芯损耗_w每m3,两两交互模型_五折预测,相对误差_percent,对数残差
7682,194224.634,125672.03771415069,-35.295520899706936,0.4353397581248384
7683,4482.803828,2540.2767478513097,-43.332859404096375,0.5679756741837911
7684,7291.804027,4291.556300392714,-41.14547943825708,0.5301015402490385
7685,12435.28531,7243.543134205807,-41.750084910550335,0.5404275512351937
7686,20813.37335,12220.739827102758,-41.28419443788646,0.5324612353960738
7687,59215.37251,35517.402092941964,-40.019963419221995,0.5111584027844867
7688,101463.1188,61185.90549425758,-39.696407701733705,0.5057785102604697
7689,170946.9185,103172.95465724156,-39.64620388448736,0.5049463387572821
7690,294331.2662,177014.95725800053,-39.85859553985755,0.5084716555220972
7691,12988.14584,6844.728775691829,-47.30018541513522,0.6405582487607244
7692,21448.63614,11376.565453137968,-46.959026304140714,0.6341054825139167
7693,58907.39844,32753.50780014012,-44.398312151739084,0.586956628209208
7694,98815.18657,54025.24203592725,-45.326984736646594,0.6037999207086813
7695,165384.6938,92074.2919831471,-44.32719868593602,0.5856784650647189
7696,275447.8754,155869.34703370373,-43.41239815070154,0.5693802733725697
7697,471960.4023,259594.4891764194,-44.99655311942695,0.5977743321634641
7698,799295.642,439205.1210106851,-45.0509801465069,0.5987643423586331
7699,8323.670341,4029.472819921197,-51.590192128667375,0.725467750824933
7700,13614.12564,6666.471251236611,-51.032688932665,0.7140172315765412
7701,22441.50957,10826.818552550852,-51.75539096966884,0.7288860943866755
7702,59919.7761,29850.625085549833,-50.18234875288555,0.696800822044322
7703,99021.04068,49727.7747096057,-49.78059777183338,0.688768735392685
7704,163134.244,82862.4697132969,-49.2059621073201,0.6773912026087103
7705,751703.692,376419.5121555552,-49.92448272349909,0.6916379744545988
7706,14713.13811,6763.3091731833465,-54.03217775420347,0.7772285506704755
7707,23834.99275,10790.433581584104,-54.72860556425341,0.7924948223694521
7708,39011.0407,18020.064224568083,-53.80778389598798,0.772358884692327
7709,62245.82251,28890.22810412284,-53.586880309146004,0.7675880147646232
7710,101993.4714,48547.194795087096,-52.40166441174087,0.7423723919952749
7711,166347.6329,79023.27372711131,-52.49510176401716,0.7443373595065417
7712,444378.8332,215881.39641361972,-51.41951409813016,0.7219482603671352
7713,733920.433,346816.0591238713,-52.744733144134806,0.7496060704114207
7714,39617.39066,16484.979773120605,-58.38953677036385,0.8768185304035345
7715,63511.44902,26858.675113705565,-57.71049861380478,0.860631324920913
7716,103050.5799,43761.55500340745,-57.53390709118421,0.8564642423908282
7717,162350.5468,69325.4785443692,-57.29889433032129,0.8509453721852722
7718,262831.7044,113761.8581752316,-56.71684341319075,0.8374066200334269
7719,431095.1812,181121.90966202025,-57.985633437644125,0.8671585651857789
7720,698984.1148,292744.2119485116,-58.11861732619283,0.8703287853968558
7721,12785.86231,12227.446048767806,-4.367450921127543,0.04465695234169331
7722,22516.18176,22073.279648471696,-1.967039155435842,0.019866428716891704
7723,125961.5476,130206.85278154885,3.370318372897511,-0.03314767852271849
7724,397139.4695,412816.29016834183,3.9474345594707563,-0.03871514844881574
7725,701594.8179,746996.1981778146,6.471168132870352,-0.06270404075255342
7726,1260439.049,1352424.0344697183,7.297852723834346,-0.07043845155488526
7727,96362.6542,104986.13479099792,8.94898616335323,-0.08570956983701272
7728,171522.4353,184238.9613872924,7.413914141931718,-0.07151954208937816
7729,544938.1416,569484.9241580232,4.50450806874173,-0.044060023900094336
7730,971124.0982,1037311.8606218304,6.81558232820202,-0.06593363184480516
7731,4350.92269,5019.11550449446,15.357496836940108,-0.14286578860421706
7732,13653.53696,15718.388249390262,15.123196981408856,-0.1408326470654675
7733,24301.70606,27559.39298723098,13.405177888284364,-0.12579686465367068
7734,43704.72438,47755.600578144986,9.268737546366346,-0.08864014400321452
7735,77382.06664,83049.01985659129,7.323341780150836,-0.07067597755035138
7736,137660.9904,145910.7462805632,5.992805846152912,-0.05820103644482977
7737,247163.7691,260880.82560317015,5.549784482215254,-0.05401254644925402
7738,436861.1957,446397.34342804435,2.182878182339866,-0.021593945283955307
7739,3768.705525,4581.509667439881,21.567196934015723,-0.19529698509585636
7740,11486.64338,13714.164428345506,19.392271307246826,-0.17724428345532672
7741,20340.97153,24549.62323120137,20.690514683599147,-0.1880593531416892
7742,65181.40842,71780.26217020598,10.123828113203547,-0.09643525678782794
7743,634303.6273,650271.5466148785,2.5173936625347766,-0.024862292462559665
7744,1106045.487,1111858.1169770097,0.5255326336329714,-0.005241565300314832
7745,1944415.531,1882183.5358950142,-3.2005501968491417,0.03252887557346007
7746,3485.1806,4303.682033752274,23.485194246526962,-0.21095107824969617
7747,31625.65282,36290.493497551564,14.750179874868952,-0.1375872304883199
7748,55647.82293,62457.36344888121,12.23684981791112,-0.11544118292891348
7749,97738.41548,106221.55961486913,8.679436937060862,-0.08323241763154243
7750,171283.0847,177194.97765913222,3.4515334479682034,-0.03393304117690832
7751,919477.344,873081.094338685,-5.045937234241956,0.05177696116959929
7752,1609141.302,1544140.3805720627,-4.039478779591802,0.04123331638891159
7753,3513.537879,4114.39308798181,17.101145047362387,-0.1578678629397814
7754,6010.60697,6862.74486459147,14.177235324895488,-0.13258175095040414
7755,17359.95147,19997.19439961378,15.191533998071607,-0.141426069973134
7756,51596.54179,56477.99664599438,9.460817889427739,-0.0903964717391208
7757,266388.2632,262551.6078993279,-1.4402493768246876,0.014507216409256785
7758,1392626.042,1283266.6333980241,-7.8527476367540014,0.08178231931900726
7759,3705.792326,3937.342120506208,6.248320848463228,-0.06060881791238337
7760,6206.750517,6850.056604218438,10.36461970650266,-0.09861942281925806
7761,17461.66098,18552.998089829005,6.24990435376672,-0.060623721616188675
7762,29276.3463,30972.631834444473,5.7940479220403,-0.0563240740278701
7763,84738.45229,84288.71367007004,-0.5307373545020944,0.005321507684280746
7764,144136.78,142287.00644992595,-1.2833459649050387,0.012916519891078337
7765,243672.5209,231882.76997475183,-4.8383588275374425,0.049593254249103325
7766,424090.5406,385581.20169004553,-9.08045222029045,0.09519516084245438
7767,1247732.357,1091775.679376669,-12.499209205274386,0.13352235501135468
7768,29555.68389,27588.24413740783,-6.656722138166604,0.06888632864319888
7769,49341.93319,46214.58498629455,-6.338114462728971,0.06547885071132242
7770,230531.0092,202103.64940693372,-12.331252047920275,0.13160470186199902
7771,387774.4468,336975.2606658165,-13.100189183013358,0.1404143307388317
7772,1117149.579,896773.83930449,-19.726609922081877,0.21973200130028125
7773,19250.21744,17220.440960643824,-10.544174296642005,0.11142525011208981
7774,31264.75379,27368.568039431117,-12.461910868509937,0.1330961829820918
7775,51527.47463,43739.82560724881,-15.113585671860413,0.16385612516742043
7776,84362.21938,72982.18347837633,-13.48949326518259,0.14490431428415285
7777,138378.4114,114836.84482530812,-17.01245616026193,0.18647966367377755
7778,228761.379,189022.5393553369,-17.37130621365204,0.190813183383149
7779,382131.784,308541.82340585755,-19.25774397089734,0.21390812905246648
7780,627734.3366,495599.0379420166,-21.049557265525472,0.23634983751907868
7781,46652.58663,49916.442072752594,6.996086773576173,-0.06762207559546596
7782,146382.6218,167502.0396280977,14.427544450565174,-0.13477163714567375
7783,256556.1618,304475.9119721201,18.678074163533932,-0.1712443821671581
7784,11769.51339,13005.327420173497,10.500128503388334,-0.09984649789563171
7785,110336.9094,131219.80973484172,18.92648656591945,-0.17333535628088192
7786,194515.189,230207.1584125207,18.349194012052536,-0.16846933974214195
7787,347833.1038,417380.0605021683,19.99434669741987,-0.1822744448293676
7788,1122476.215,1365292.7075990534,21.632217177898358,-0.19583169234972964
7789,8621.377404,10867.078691938179,26.04805685569751,-0.23149305186416314
7790,14799.36264,18460.981803439714,24.741735522738125,-0.22107529813429494
7791,46589.76157,58904.570153796405,26.432435300819684,-0.2345378711989241
7792,83170.47813,103452.48856853909,24.386069305549977,-0.21822000497205885
7793,148086.2906,185839.28444543103,25.49391553564312,-0.2270870896207633
7794,264811.3131,323259.1038397875,22.071485562898122,-0.199436634381982
7795,466228.8306,567110.7481940077,21.63785484140493,-0.19587804135978892
7796,844922.8915,1023822.2835608004,21.17345782207397,-0.19205286879686767
7797,1515518.662,1808487.2952589912,19.331245507222345,-0.17673301584191492
7798,20352.89171,28203.256604493177,38.571250740925684,-0.3262144531402935
7799,116170.7711,147365.17042817862,26.852192709753496,-0.23785238575528567
7800,367185.2459,451014.82561058644,22.83032356191588,-0.205633733784925
7801,661786.6036,814138.3604178638,23.021281480933226,-0.20718717458825253
7802,1173873.5,1378953.641374357,17.470378313707315,-0.16101601635590157
7803,5420.420916,8268.638277823624,52.546055111997944,-0.4222963652007454
7804,9221.68819,14054.132368649252,52.40303162591806,-0.42135834962511787
7805,29365.83492,43295.159859793974,47.43377798636066,-0.38820892617347447
7806,92683.20536,125555.79828507086,35.46769104217659,-0.3035629834065716
7807,293303.1016,369373.5791923249,25.935790374309803,-0.23060199086918232
7808,2953112.148,3357583.413396166,13.696441080644192,-0.12836191331672175
7809,4571.126546,7573.104712130493,65.67261124628887,-0.5048434335710361
7810,7720.261082,12828.36662542295,66.16493262556415,-0.5078106791379664
7811,13448.74402,21628.41482615265,60.82107588625699,-0.47512223111237617
7812,24169.42858,36920.19806248821,52.75577550492595,-0.42367022152837563
7813,76597.96095,107859.10240344213,40.811976018327854,-0.3422553110670652
7814,429554.1378,537227.1802915608,25.066233337436334,-0.22367327768390943
7815,2326525.596,2573387.3392255274,10.610746928809094,-0.10084706771774599
7816,4282.596257,7054.741925731644,64.73049296207901,-0.499140576512179
7817,7216.812031,11716.641891323246,62.35204465620154,-0.48459690660650523
7818,21574.9388,34039.27351728487,57.77228307727514,-0.45598256109800595
7819,66575.38229,94190.62077076404,41.479654387072166,-0.3469857355067383
7820,641749.6476,757127.2532418015,17.97860054513281,-0.1653330707190026
7821,1119887.698,1297899.190575797,15.895477099507973,-0.1475185394331504
7822,1942183.756,2156548.60188657,11.037310204265241,-0.10469608681224685
7823,4294.415852,6818.010215338161,58.76455495484607,-0.4622521323368556
7824,35224.02828,50088.32310767149,42.19930414975096,-0.35205943790741046
7825,60771.67441,82666.35151749615,36.02776675163219,-0.30768884620006887
7826,106016.4269,137199.64530543136,29.413572327659114,-0.25784307719100497
7827,182246.5398,225388.70933558414,23.672421755128507,-0.21246612397188258
7828,319086.0975,382717.80717615044,19.94186214150257,-0.18183695724041193
7829,556435.3852,639277.4915078254,14.888001106911886,-0.13878756440493056
7830,1648543.22,1769631.636245086,7.345176928093284,-0.07087940885130983
7831,4517.322656,6769.785856460935,49.86279201174986,-0.4045499695749353
7832,7358.546137,10961.81003205361,48.96706262308796,-0.3985550392999535
7833,34982.26767,46634.08208411345,33.30777330969249,-0.2874903538976472
7834,58996.9764,77913.28273836635,32.06317932314639,-0.2781102533268438
7835,171481.2355,205094.589679382,19.60176813595561,-0.17899743916460942
7836,295112.5527,348649.8520854808,18.141315540686186,-0.1667113112673455
7837,881160.7977,940970.693741745,6.787625618146014,-0.06567186882650411
7838,1495260.918,1527244.6896280567,2.1390094025086164,-0.021164536755833296
7839,13265.53069,17457.383457613392,31.59958591610173,-0.2745936863639944
7840,22014.71396,28213.293778235373,28.156531261309976,-0.2480822312767721
7841,36590.92667,44990.78263284298,22.95611706857868,-0.20665733392595342
7842,167400.0211,185613.57793788877,10.880259583126632,-0.10328069056842537
7843,475283.6369,498798.3525288845,4.947512138700456,-0.0482901547922463
7844,1371158.182,1310796.5014466515,-4.402240481495992,0.04502080220427551
7845,25562.22604,28201.034225849686,10.323076643326969,-0.09824293546311225
7846,44446.37023,50622.86552462668,13.896512274601278,-0.13012006305329393
7847,78377.5598,90845.20665129641,15.90716384014855,-0.14761937297502037
7848,136706.1215,161454.48229562645,18.10333035863829,-0.16638973629805243
7849,441177.916,545916.7590609296,23.74072664619269,-0.21301827646046867
7850,788381.2493,993498.4497364413,26.017513813090282,-0.2312507098205785
7851,19438.75525,22352.383208832875,14.988757877554306,-0.13966418001009018
7852,33264.47469,41150.53676409612,23.707159507517588,-0.21274696972673546
7853,58004.74687,70762.50004447282,21.994326090355056,-0.19880435020755272
7854,183584.3465,235556.44485086505,28.30965675543859,-0.2492763497959274
7855,329331.7351,415916.9501200044,26.29118478172571,-0.23342004506335456
7856,582862.7996,757704.6031981703,29.997077136876566,-0.26234178065224434
7857,24879.6348,33216.85503475237,33.510219509943816,-0.2890078395586464
7858,43105.80395,58443.89731556433,35.58243196984691,-0.30440962338038347
7859,76379.13657,102459.64479173515,34.146115540115936,-0.2937594343712462
7860,246575.764,327779.48642166797,32.93256445985015,-0.2846717795119247
7861,436883.89,577320.8693141806,32.14514943871713,-0.2787307494223672
7862,787978.5123,1019036.1054067907,29.32282917618727,-0.25714164395884254
7863,1431606.269,1833834.7371068439,28.096305305215434,-0.24761218022867126
7864,10935.61276,16083.59808151135,47.07541712103704,-0.38577531086948724
7865,19066.66027,27751.913549957535,45.55204297431757,-0.37536352034218545
7866,33662.6732,49213.36355104833,46.19564898680814,-0.3797756001925823
7867,106668.4205,152114.57662352175,42.60507084523836,-0.35490888128439657
7868,339914.4734,463310.8520499157,36.30218431584905,-0.3097041783809136
7869,608965.196,819669.3725251164,34.60036434087383,-0.2971399380604325
7870,1092469.782,1417042.7989272745,29.710022398338033,-0.2601311760445917
7871,1969381.933,2439801.2100829114,23.886645307358542,-0.21419681077922625
7872,8544.380249,14036.430815460075,64.27675742898782,-0.49638236483015596
7873,14808.81755,24826.860387434048,67.64917457865532,-0.5167033634324874
7874,26250.595,42515.91108805163,61.961704441562674,-0.4821897289631867
7875,46576.71413,72050.9986748877,54.69317666717873,-0.4362734637479839
7876,83204.06053,125875.07945194784,51.284779432804726,-0.4139938311523501
7877,266998.4194,372933.51858192304,39.67630198709821,-0.3341574308608255
7878,476265.8889,641956.0874502969,34.78943220833652,-0.2985436133363919
7879,851290.7549,1128708.5553386263,32.58790241075907,-0.2820756538969409
7880,2747713.844,3286306.598986876,19.601486383415264,-0.17899508340619086
7881,6933.22276,12917.67569262872,86.31560155769061,-0.6222718323841132
7882,11983.97918,21694.48894377324,81.02909407568949,-0.5934875731099893
7883,21271.18537,36466.835827053015,71.43772287596315,-0.5390498827509607
7884,37481.34554,62478.626614791945,66.69259258079437,-0.5109811671532576
7885,67920.62322,108698.97002578156,60.03824004043285,-0.47024260094243076
7886,122228.926,181333.7497756704,48.35583990623496,-0.39444352570520635
7887,216591.0561,312033.43014948035,44.06570417451341,-0.36509928851398143
7888,681844.2494,904922.1669740268,32.71684373232273,-0.28304767820928767
7889,1207223.005,1554548.1635749412,28.77058812965061,-0.2528622485749761
7890,6211.132819,11722.861737664733,88.7395114431336,-0.635197632083857
7891,10637.00824,19671.906908817953,84.93834417503426,-0.6148523088123241
7892,18534.50983,33890.66718261039,82.85170470359503,-0.6035052815258037
7893,574666.8755,757865.8041843846,31.879152339342497,-0.27671580467993984
7894,1759800.686,2171900.278896343,23.417401537275172,-0.21040193286108355
7895,5903.122022,11293.20302095459,91.30898834322946,-0.6487196749436084
7896,17174.75207,30842.99890080381,79.58337200499578,-0.5854693821027777
7897,52230.52103,84072.5588641762,60.96442694088169,-0.47601320390542057
7898,92712.56242,142441.05095509344,53.63727119289066,-0.4294242562858699
7899,161740.0282,232379.90746838102,43.67495174480316,-0.3623832825420994
7900,281568.559,384102.0057499246,36.41509091571711,-0.3105321905134275
7901,861054.4817,1072364.7256562295,24.540868022547745,-0.21946373326127855
7902,6681.688457,10845.273146548161,62.313361605272476,-0.48435861173205375
7903,18181.70591,27709.018703540056,52.40054393520908,-0.4213420263867551
7904,50903.54319,74850.22753945341,47.0432564194426,-0.3855566188610169
7905,868527.8972,661775.9639636669,-23.804869584830772,0.271872630650261
7906,4395.470542,2654.6056246780277,-39.60588293534222,0.5042784853827289
7907,12366.77924,8330.67343341861,-32.636677086680095,0.39506948660981145
7908,21079.6178,14390.083372851444,-31.73460966236568,0.38176727789168474
7909,35745.92371,25823.899819850783,-27.757077899692128,0.3251358278039156
7910,107718.3792,78219.85218681702,-27.384859698281623,0.3199967417988354
7911,190055.1131,133135.00725431752,-29.94926309387594,0.3559503935441466
7912,2730.646581,1433.5649612217767,-47.500896996462075,0.6443741021833711
7913,4525.013733,2483.1562341779413,-45.12378567895185,0.6000901859802266
7914,20541.07897,12647.50245709772,-38.428246755833776,0.48496697184645043
7915,34947.98579,22167.778452436083,-36.56922437349977,0.45522102234673056
7916,58677.12871,37625.941440286166,-35.87630774122423,0.4443562763304385
7917,171176.9323,113176.19753061877,-33.883499365282894,0.41375183889562983
7918,2931.849617,1342.6755189574853,-54.20380666279292,0.7809692132303301
7919,12768.88774,6565.221015510215,-48.58423733381327,0.6652253938822508
7920,20891.04047,10918.307165478383,-47.73689141449265,0.6488794445895234
7921,34441.87465,19375.97372255517,-43.74297589938192,0.5752392797996553
7922,56638.08976,31506.544612327052,-44.37216236311313,0.586486433105998
7923,94802.98603,54283.14994472372,-42.7410968600229,0.5575870422826466
7924,264178.8788,157731.8098369106,-40.29355770098355,0.5157302602052241
7925,781878.4436,465750.55811060994,-40.431845650308965,0.5180490777099482
7926,5070.75486,2145.0266336565082,-57.69808060379184,0.860337725168427
7927,13207.73618,6177.175913199771,-53.230623105921474,0.7599415371083733
7928,21435.11253,10179.190951879757,-52.511604790349296,0.7446848161721551
7929,35105.50584,17344.303262921625,-50.593780525563204,0.7050938694267472
7930,56862.94797,29523.656575650766,-48.07927195187456,0.6554520911920072
7931,94382.29582,49770.605169477574,-47.26701153318314,0.6399289591641928
7932,154915.4593,82253.51878926474,-46.90425399702847,0.6330733738878003
7933,253168.1993,139505.6103850103,-44.896076691015,0.5959492689342127
7934,722311.164,400589.3397282796,-44.540613561902575,0.5895192090045089
7935,13841.16773,5848.7569902356145,-57.743760466403835,0.8614181618201648
7936,22513.74904,10016.87936723531,-55.50772397152336,0.8098545842751115
7937,36431.75304,16308.396519430462,-55.23576232654859,0.8037606315688919
7938,58313.30379,26761.659712090866,-54.107111117445974,0.778860007229925
7939,155143.5212,74448.78713646908,-52.01295770482417,0.7342391637076862
7940,252979.3566,122429.77938978618,-51.60483407214651,0.7257702547772844
7941,415157.5773,210233.11286398544,-49.36064656912973,0.6804411761864806
7942,38620.8883,16046.77561017229,-58.45052686120559,0.8782853449404477
7943,61083.33859,26024.73692835993,-57.39470446590741,0.8531916321263715
7944,98976.24002,42926.60409082937,-56.62938490878695,0.83538804582928
7945,159442.5898,70488.16527973436,-55.790880361293304,0.8162390915192859
7946,253574.4858,116750.32715887431,-53.95817256987046,0.7756199106951591
7947,416254.684,189716.17387777762,-54.42305368081393,0.7857681604836468
7948,678098.0805,310117.34508008446,-54.266594465004616,0.7823411806121197
7949,24388.18028,8911.365210769942,-63.46031106684135,1.0067711481243116
7950,38987.46015,14567.329009625375,-62.63586047006097,0.9844587776428746
7951,61850.28012,23315.907843839355,-62.30266411307669,0.9755807601604491
7952,99290.76513,38356.2390931354,-61.36978192995479,0.9511353642301774
7953,250512.8133,99972.9148982064,-60.09269402979221,0.9186107718315668
7954,404379.0199,161952.32169183594,-59.95036494922867,0.9150506248555317
7955,650371.5669,260710.65558436388,-59.91358342631078,0.9141326478712593
7956,4860.966132,6108.6413712279045,25.66722757055212,-0.2284671762079924
7957,8732.265037,11239.16485885559,28.708471527529884,-0.25237975028242765
7958,15676.92454,19537.461646458607,24.625602404402507,-0.2201438760186587
7959,27972.4445,35603.747249251006,27.2815010831499,-0.24123099152272864
7960,52210.25457,63658.261825038215,21.926740923451156,-0.1982501941482937
7961,98415.161,114518.55055439,16.36271219877394,-0.151541956053876
7962,181944.4186,211494.45940301183,16.24124610712946,-0.15049755333975057
7963,339357.3986,367765.6283542799,8.371183263272425,-0.08039203062183908
7964,619341.3107,655870.9700115788,5.8981467375866945,-0.05730756634892309
7965,1123687.267,1213026.2159627574,7.950517157791855,-0.07650276167724535
7966,3753.428854,5314.91229836902,41.60151970657336,-0.3478467276049919
7967,11929.62844,16345.19425008144,37.013439540799645,-0.3149088338666104
7968,39521.87336,51907.04150926471,31.33750274550425,-0.2726001809309935
7969,73536.73752,91982.15190183134,25.08326450682517,-0.2238094456119839
7970,255323.135,294691.04626333126,15.418857857644294,-0.1433975677133148
7971,470557.4027,505695.6555309588,7.467367983021811,-0.07201706185158407
7972,10478.24809,13916.043297988852,32.80887394973727,-0.28374087073243004
7973,109252.8237,134070.63333041276,22.71594343278541,-0.20470209561502983
7974,370174.2009,397682.2353658289,7.431105246921304,-0.07167957470335296
7975,2161182.379,2178511.4974256665,0.8018350785223737,-0.007986374627536819
7976,3368.464597,4100.183592434763,21.722626863480826,-0.1965747200063035
7977,5782.892584,7354.706249877323,27.18040570606806,-0.24043640986077008
7978,17049.88713,21620.15880500783,26.805289912836113,-0.23748257370032988
7979,29882.84099,36909.3111160291,23.51339395200222,-0.21117941725198364
7980,92686.10872,110543.5081207021,19.26653265231836,-0.17619057276478145
7981,168243.1909,195738.5920506957,16.342653157974382,-0.1513695574431395
7982,552143.5715,579801.1005207857,5.009119085756794,-0.048877008834104174
7983,985505.6647,971312.7559759755,-1.440165108370526,0.014506361410965951
7984,1762504.112,1726645.0684908598,-2.034550913384771,0.020555329822188995
7985,3394.361305,3872.6102052273077,14.08951072836095,-0.13181313614014378
7986,9582.847426,11042.193599115015,15.228732215390847,-0.14174894276773387
7987,16307.25319,19645.593551734895,20.471506285203485,-0.18624307661752937
7988,48388.07761,55188.52218781894,14.053967245050345,-0.13150154727585672
7989,83483.35444,93761.37999974034,12.31146691299668,-0.11610578018725448
7990,145742.9273,159515.08017241964,9.449620045074822,-0.09029416648160549
7991,258847.5817,271200.66688235954,4.772339421226097,-0.046619614241036444
7992,815749.1465,786739.6237830294,-3.55618180434966,0.036209542048116106
7993,3622.090133,3617.0299794192492,-0.1397025859364754,0.0013980026097932807
7994,6076.580346,6173.918155125533,1.6018517584418617,-0.01589157495911664
7995,28030.43717,29268.540417926757,4.416995854962458,-0.04322227175630822
7996,138373.5771,139484.89799374444,0.8031308556411116,-0.007999229242628303
7997,236409.7716,240765.08815094034,1.8422743364049396,-0.018255100458718587
7998,415049.2424,397546.43305026874,-4.217044042418243,0.04308542959973671
7999,715699.1072,674771.6041668224,-5.718534873306822,0.05888556787657606
8000,1248265.486,1132792.0797768764,-9.250708885106807,0.09706952427977633
8001,4002.680991,3557.813590282386,-11.11423572645173,0.117818188196809
8002,6570.545084,5988.610789504555,-8.856712602315433,0.0927373310455053
8003,10683.12889,10050.876291370734,-5.918234303258188,0.06100593397879628
8004,29208.18815,27180.008348694402,-6.94387406329276,0.0719673701747805
8005,48229.26689,45267.7648845041,-6.140466559963301,0.06337084644136759
8006,223709.0057,206650.83169510768,-7.6251619605192875,0.07931556001511098
8007,384886.5058,346717.52647950256,-9.916944019942159,0.10443809699389561
8008,655525.9996,567809.2616744837,-13.38112263724716,0.14365241077101842
8009,7113.221453,5843.865284405105,-17.845025309306862,0.19656278715210362
8010,11469.72494,9290.607675003117,-18.998862452205266,0.21070698761432993
8011,49375.72876,40882.020220914324,-17.202193774943435,0.1887686198143399
8012,12289.02722,9285.87536748855,-24.437669465195064,0.2802123003311614
8013,19973.75886,15309.47682356009,-23.352049402081906,0.2659473181716372
8014,31671.25768,23892.331551123694,-24.561468974402615,0.28185201994158504
8015,51716.07102,39464.64745149666,-23.689780230531017,0.2703633147343467
8016,83214.27671,63607.38683710937,-23.561930293788688,0.26868931933922013
8017,134262.2397,102770.86536233094,-23.45512365057699,0.26729299820252805
8018,218762.8857,170491.62117873557,-22.065563985776425,0.24930227669065275
8019,582891.2553,443540.78969449765,-23.906768945055113,0.27321087310619596
8020,10519.96446,13777.99209532808,30.969949068897147,-0.26979771447704515
8021,18074.93887,24666.414049167135,36.46748255457382,-0.3109161772138904
8022,33063.87348,45806.152327406184,38.538372871266446,-0.32597716170750246
8023,62487.68697,81458.61971287444,30.359473462319507,-0.2651256288684749
8024,115887.4824,147149.47339031033,26.97615854869097,-0.2388291548843373
8025,399084.0144,499170.50623813947,25.079053088261077,-0.22377577612406796
8026,7720.121458,11567.807385708764,49.839707168357926,-0.4043959178503034
8027,23898.89934,35989.309891242556,50.58982164507731,-0.40938954173565634
8028,155593.3303,206406.26764553602,32.65752924470697,-0.2826006532163454
8029,292456.6787,381348.95818146045,30.395024615815164,-0.2653983079898552
8030,533667.702,652386.2316025188,22.245777504916113,-0.20086340193329022
8031,990864.508,1223135.040829684,23.44120017968025,-0.21059474479725537
8032,5721.021261,9828.964589865418,71.80437095854062,-0.5411862653719499
8033,9855.867031,16489.483360819035,67.30626852974063,-0.5146558900997658
8034,32675.56018,53476.0169385509,63.65753683783028,-0.4926058685141399
8035,61057.93548,92145.06595671803,50.9141526524441,-0.41154096367444026
8036,113554.7983,166741.13910068324,46.83759876017784,-0.38415701974313166
8037,214197.0095,290995.6137091874,35.854190676358364,-0.30641199722856527
8038,395892.7651,501795.97752984404,26.75047936354521,-0.23705023843695905
8039,740957.0677,909037.5337492384,22.684238180084552,-0.204443699287296
8040,4893.06531,8295.301964738119,69.53180550819418,-0.5278703663458373
8041,8212.124552,14620.276386435791,78.03281348034518,-0.5767976927096683
8042,26671.97756,44582.56897950629,67.1513440621922,-0.5137294678997826
8043,48287.27623,77716.69848963773,60.94653614227625,-0.4759020501972504
8044,165413.6124,233574.4286059545,41.20629204392763,-0.3450516992958459
8045,571652.564,732300.6435263157,28.10239814236461,-0.2476597436009147
8046,12468.31334,22481.284350377577,80.30734179782472,-0.5894926632913418
8047,132493.2127,199933.33838501567,50.90081545363241,-0.41145258370505644
8048,240914.5111,327239.27685527253,35.83211545087892,-0.306249491978722
8049,448842.8235,576355.1848390345,28.409134481579713,-0.25005134355965275
8050,821937.0387,1002017.977005849,21.909334879307828,-0.19810742574033213
8051,1491980.879,1758679.1839999894,17.875450600864536,-0.16445837765908955
8052,2663355.891,2967970.9237862094,11.437263559690363,-0.1082915879028139
8053,4092.423863,6695.805938291015,63.614673417102374,-0.4923439249721593
8054,11516.39563,19776.50213661054,71.72475461934559,-0.5407227451945165
8055,111289.7686,166994.98947348306,50.054215741700325,-0.4058264810830874
8056,198936.7001,279200.61747739563,40.346460626445094,-0.3389438983076243
8057,363925.6355,479074.66482332116,31.64081287242025,-0.2749069130331918
8058,6888.192353,10693.648077526723,55.24607225681408,-0.43984123503244277
8059,19855.11361,29904.167055258476,50.611916117152234,-0.4095362505314206
8060,34108.94734,50502.51780978158,48.0623758522053,-0.39246345744819955
8061,58549.80705,86151.39242592065,47.14206035273459,-0.3862283310871124
8062,102496.1889,141671.62622747055,38.221359982166675,-0.32368627188421506
8063,176266.4128,233492.89700347497,32.46590390899189,-0.2811550973346595
8064,4564.915779,5960.3392303882865,30.568438037951513,-0.2667273327192028
8065,7346.098539,9753.732592037848,32.77432286343374,-0.28348068042737395
8066,12145.46696,16225.772665679298,33.59529706941213,-0.28964487291860763
8067,20300.84462,27050.293685992798,33.247134256391334,-0.28703537030795445
8068,284292.2208,349226.7997960681,22.84078643212319,-0.20571891164905232
8069,864263.7908,966247.3836357007,11.800053863334977,-0.11154185651575155
8070,1485996.669,1550588.8839811643,4.346726767875704,-0.04254907922210904
8071,5067.772309,6130.901429153649,20.978233735276696,-0.1904404569418201
8072,13032.19359,16174.766010353736,24.1139175738237,-0.21602964799094515
8073,35531.03496,43128.0459680042,21.381338924004705,-0.1937669652040963
8074,58651.2474,70547.7164780606,20.283403346781327,-0.1846804669329778
8075,97501.54507,113792.66904232609,16.708580321091414,-0.154509875203944
8076,464284.2225,500838.7635898756,7.87331107075809,-0.0757873069384356
8077,798944.1619,825546.5662503688,3.3296950674380903,-0.03275461317834605
8078,1354289.08,1384479.0261167162,2.2292098904553033,-0.02204726200651841
8079,8773.311102,9704.367053383045,10.612366762769847,-0.10086171206420502
