月份,地区,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率
2017-09-01,撒哈拉以南非洲,163.0,86.73445318256177,0.5321132097089679,59.0,163.0,148.0,371.0,132.0,247.0,0.3619631901840491,1.0,0.9079754601226994
2017-09-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-10-01,北美,7.0,3.8672140270072775,0.5524591467153254,1.0,7.0,7.0,67.0,7.0,865.0,0.14285714285714285,1.0,1.0
2017-10-01,中美洲与加勒比,1.0,0.6839188209122856,0.6839188209122856,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2017-10-01,南美,15.0,5.719842281102091,0.3813228187401394,1.0,15.0,14.0,12.0,14.0,11.0,0.06666666666666667,1.0,0.9333333333333333
2017-10-01,东亚,2.0,1.4874381142588338,0.7437190571294169,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0
2017-10-01,东南亚,61.0,27.718450527569562,0.45440082832081247,9.0,61.0,61.0,33.0,60.0,45.0,0.14754098360655737,1.0,1.0
2017-10-01,南亚,282.0,113.03191365107661,0.400822388833605,47.0,280.0,274.0,764.0,266.0,828.0,0.16666666666666666,0.9929078014184397,0.9716312056737588
2017-10-01,中亚,1.0,0.6666364736215451,0.6666364736215451,0.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0
2017-10-01,西欧,20.0,10.079713974622104,0.5039856987311052,0.0,20.0,20.0,4.0,20.0,3.0,0.0,1.0,1.0
2017-10-01,东欧,10.0,4.774701923362254,0.47747019233622534,1.0,10.0,10.0,7.0,10.0,9.0,0.1,1.0,1.0
2017-10-01,中东与北非,257.0,112.10495284779088,0.43620604220930304,60.0,256.0,232.0,569.0,228.0,577.0,0.23346303501945526,0.9961089494163424,0.9027237354085603
2017-10-01,撒哈拉以南非洲,149.0,72.44481179620914,0.4862067905785848,44.0,148.0,129.0,1124.0,118.0,592.0,0.2953020134228188,0.9932885906040269,0.8657718120805369
2017-10-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-11-01,北美,3.0,1.9767112370358468,0.6589037456786156,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0
2017-11-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-11-01,南美,8.0,3.6380934483522696,0.4547616810440337,0.0,8.0,8.0,17.0,7.0,1.0,0.0,1.0,1.0
2017-11-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-11-01,东南亚,64.0,25.9761327117655,0.40587707362133596,7.0,64.0,62.0,36.0,62.0,47.0,0.109375,1.0,0.96875
2017-11-01,南亚,303.0,113.1582711487145,0.37345964075483334,42.0,303.0,295.0,485.0,292.0,525.0,0.13861386138613863,1.0,0.9735973597359736
2017-11-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-11-01,西欧,20.0,7.0522146401241965,0.35261073200620985,1.0,20.0,20.0,0.0,20.0,11.0,0.05,1.0,1.0
2017-11-01,东欧,5.0,2.484249336474784,0.49684986729495684,2.0,5.0,5.0,5.0,5.0,5.0,0.4,1.0,1.0
2017-11-01,中东与北非,240.0,103.45538938757467,0.4310641224482278,59.0,239.0,234.0,895.0,232.0,793.0,0.24583333333333332,0.9958333333333333,0.975
2017-11-01,撒哈拉以南非洲,161.0,75.21546569413914,0.46717680555365926,45.0,159.0,147.0,576.0,138.0,320.0,0.2795031055900621,0.9875776397515528,0.9130434782608695
2017-11-01,大洋洲,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-12-01,北美,5.0,2.8258255316408674,0.5651651063281735,2.0,5.0,5.0,5.0,5.0,5.0,0.4,1.0,1.0
2017-12-01,中美洲与加勒比,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-12-01,南美,8.0,3.075231565868498,0.38440394573356224,1.0,8.0,8.0,5.0,7.0,3.0,0.125,1.0,1.0
2017-12-01,东亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-12-01,东南亚,79.0,30.4836385312084,0.3858688421671949,8.0,79.0,71.0,50.0,72.0,89.0,0.10126582278481013,1.0,0.8987341772151899
2017-12-01,南亚,273.0,118.1238910087193,0.43268824545318424,63.0,273.0,268.0,530.0,261.0,667.0,0.23076923076923078,1.0,0.9816849816849816
2017-12-01,中亚,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,
2017-12-01,西欧,21.0,9.050530302064118,0.43097763343162465,4.0,21.0,21.0,0.0,21.0,7.0,0.19047619047619047,1.0,1.0
2017-12-01,东欧,9.0,5.3593449317481525,0.5954827701942391,3.0,9.0,9.0,0.0,9.0,21.0,0.3333333333333333,1.0,1.0
2017-12-01,中东与北非,213.0,98.34563358655464,0.46171658960823775,60.0,210.0,199.0,368.0,192.0,315.0,0.28169014084507044,0.9859154929577465,0.9342723004694836
2017-12-01,撒哈拉以南非洲,140.0,71.25923324829286,0.5089945232020918,52.0,139.0,121.0,406.0,103.0,297.0,0.37142857142857144,0.9928571428571429,0.8642857142857143
2017-12-01,大洋洲,1.0,0.5260098719048325,0.5260098719048325,0.0,1.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0
