eventid,iyear,imonth,iday,地区,country_txt,latitude,longitude,坐标状态,specificity,危害等级,危害得分,数据完整率
201512070037,2015,12,7,中东与北非,Syria,36.201721,37.14352,有效,1.0,2,0.5844319513167185,0.4
201512070038,2015,12,7,东南亚,Philippines,14.724493,121.03331,有效,1.0,4,0.3539483241378541,0.8
201512070039,2015,12,7,南亚,Pakistan,30.200819,66.994354,有效,1.0,5,0.1761575589864727,0.8
201512070040,2015,12,7,南亚,India,11.116589,76.33333,有效,1.0,5,0.1696224959738201,0.8
201512070041,2015,12,7,东欧,Kosovo,42.640545,20.368593,有效,1.0,2,0.6997405945791431,0.8
201512070043,2015,12,7,西欧,Germany,50.99312,12.436657,有效,1.0,2,0.6639421994203267,0.8
201512070046,2015,12,7,中东与北非,Syria,36.201721,37.14352,有效,1.0,2,0.5938060747183012,0.4
201512070048,2015,12,7,东南亚,Philippines,6.660501,122.138992,有效,1.0,5,0.2345754826559927,0.4
201512070049,2015,12,7,南亚,Pakistan,24.891115,67.143311,有效,1.0,4,0.2507213444635737,1.0
201512070050,2015,12,7,中东与北非,Yemen,14.54397,49.12458,有效,1.0,4,0.2409142860124867,1.0
201512070051,2015,12,7,撒哈拉以南非洲,Democratic Republic of the Congo,-0.151501,29.239388,有效,3.0,3,0.438041315466614,0.8
201512080010,2015,12,8,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6276151306026725,0.4
201512080011,2015,12,8,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.50831327918808,0.4
201512080012,2015,12,8,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5061827225899205,0.8
201512080013,2015,12,8,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5255796761704256,0.8
201512080014,2015,12,8,南亚,Afghanistan,31.497145,65.838674,有效,1.0,1,0.8642512463623939,0.6
201512080015,2015,12,8,东南亚,Thailand,6.828057,101.3885,有效,3.0,1,0.731689775123668,0.8
201512080016,2015,12,7,南亚,Afghanistan,35.022742,70.715311,有效,3.0,1,0.7744413747691178,0.6
201512080017,2015,12,6,南亚,Afghanistan,32.076694,65.173805,有效,1.0,1,0.7400963799884596,0.6
201512080019,2015,12,8,撒哈拉以南非洲,Burundi,-3.375828,29.364107,有效,1.0,4,0.3661049919396194,0.8
201512080021,2015,12,8,撒哈拉以南非洲,Burundi,-3.375828,29.364107,有效,1.0,4,0.323686324535293,0.8
201512080022,2015,12,8,东南亚,Philippines,7.209594,124.241966,有效,1.0,5,0.236381273912983,0.4
201512080023,2015,12,8,中东与北非,Egypt,31.250196,34.24128,有效,1.0,2,0.634752883867756,0.4
201512080025,2015,12,8,南亚,Pakistan,30.200819,66.994354,有效,1.0,4,0.2561115547067499,0.8
201512080026,2015,12,8,南亚,Pakistan,27.813057,66.611851,有效,2.0,2,0.7021902231396586,0.8
201512080027,2015,12,8,南亚,India,18.015097,81.051056,有效,1.0,3,0.391052800896369,0.8
201512080028,2015,12,8,撒哈拉以南非洲,Somalia,2.798167,44.07856,有效,1.0,5,0.1824897269406471,1.0
201512080029,2015,12,8,中东与北非,Turkey,37.080181,41.220196,有效,1.0,3,0.3806204044697405,0.8
201512080030,2015,12,8,南亚,Afghanistan,32.144297,68.263291,有效,3.0,2,0.7074256412332205,0.8
201512080031,2015,12,8,中东与北非,Iraq,33.669689,44.381317,有效,1.0,5,0.1927555276001213,0.8
201512080032,2015,12,8,中东与北非,Iraq,33.449772,43.29578,有效,1.0,1,0.7780942883388186,0.8
201512080033,2015,12,8,中东与北非,Iraq,34.924488,43.808836,有效,1.0,5,0.1598785882609792,0.8
201512080034,2015,12,8,南亚,India,26.444095,90.364232,有效,1.0,5,0.2124351779074609,0.8
201512080036,2015,12,7,中东与北非,West Bank and Gaza Strip,31.530243,35.094162,有效,1.0,4,0.2784574890842176,0.8
201512080038,2015,12,8,北美,United States,47.900053,-97.044649,有效,1.0,2,0.6750789710340862,0.8
201512080039,2015,12,8,南亚,India,22.58726,86.474433,有效,1.0,5,0.2297118041784606,1.0
201512080040,2015,12,8,南亚,India,11.758983,75.578613,有效,2.0,4,0.2816979028350739,0.8
201512080042,2015,12,8,南亚,Pakistan,34.006004,71.53743,有效,1.0,4,0.2642751147239076,0.8
201512080044,2015,12,8,南亚,Pakistan,33.84788,70.055779,有效,1.0,1,0.7320787647427099,0.8
201512080045,2015,12,8,东南亚,Philippines,6.831623,124.883498,有效,3.0,3,0.3940777252029177,0.8
201512090001,2015,12,9,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.4889886287876562,0.4
201512090005,2015,12,9,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.4860583120660149,0.8
201512090006,2015,12,9,中东与北非,Iraq,36.354145,43.14357,有效,1.0,5,0.1841306854325817,1.0
201512090007,2015,12,12,中东与北非,Iraq,34.646884,43.714248,有效,2.0,1,0.7626595494770491,0.8
201512090008,2015,12,9,南美,Colombia,8.322145,-73.145859,有效,3.0,1,0.7303928480706613,0.8
201512090010,2015,12,9,南亚,Afghanistan,30.550198,63.78606,有效,1.0,2,0.6835678690271048,0.8
201512090012,2015,12,9,中东与北非,Algeria,36.902849,7.75499,有效,1.0,5,0.1598785882609792,0.8
201512090016,2015,12,9,中东与北非,Yemen,12.825647,44.846416,有效,1.0,1,0.7610136691688678,0.8
201512090017,2015,12,9,撒哈拉以南非洲,Burundi,-3.375828,29.364107,有效,1.0,4,0.3488205262201911,0.8
201512090018,2015,12,9,东欧,Ukraine,48.363186,37.891922,有效,1.0,2,0.5960765362686034,0.4
201512090022,2015,12,9,南亚,India,18.49625,81.294556,有效,1.0,4,0.3363305322947117,0.8
201512090023,2015,12,9,撒哈拉以南非洲,Mali,16.417596,-3.664859,有效,1.0,4,0.2541998177628038,0.8
201512090024,2015,12,9,中东与北非,Turkey,38.059761,40.388604,有效,3.0,5,0.1927555276001213,0.8
201512090025,2015,12,9,中东与北非,Turkey,38.059761,40.388604,有效,3.0,4,0.2891667258254122,0.8
201512090026,2015,12,9,中东与北非,Egypt,31.126646,33.800865,有效,1.0,4,0.2614737692520518,0.8
201512090027,2015,12,9,中东与北非,Egypt,31.126646,33.800865,有效,1.0,5,0.2323120159963993,0.8
201512090028,2015,12,9,中东与北非,Egypt,31.250196,34.24128,有效,1.0,4,0.2878041936971471,0.8
201512090029,2015,12,9,中东与北非,Iran,26.9174,61.00202,有效,1.0,3,0.4572192202080889,0.8
201512090030,2015,12,9,南亚,India,18.700193,80.99749,有效,1.0,4,0.3332968558297154,0.8
201512090031,2015,12,9,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.8083847979838548,0.8
201512090032,2015,12,9,撒哈拉以南非洲,Somalia,0.224021,41.601181,有效,2.0,2,0.690208527141027,0.8
201512090034,2015,12,9,中东与北非,West Bank and Gaza Strip,31.94657,35.302723,有效,4.0,2,0.6792364957607947,0.8
201512090035,2015,12,9,中东与北非,West Bank and Gaza Strip,31.530243,35.094162,有效,1.0,4,0.2952933495929961,0.8
201512090036,2015,12,9,撒哈拉以南非洲,Uganda,1.015512,33.949915,有效,1.0,4,0.2763110880025876,0.6
201512090037,2015,12,9,东南亚,Philippines,6.79085,125.205566,有效,1.0,4,0.2572633756255905,0.8
201512090038,2015,12,9,南亚,Pakistan,34.345856,71.370506,有效,1.0,5,0.1761575589864727,0.8
201512090039,2015,12,9,南亚,India,20.863423,81.540444,有效,1.0,5,0.1761575589864727,0.8
201512090040,2015,12,9,西欧,Sweden,56.245748,12.863881,有效,1.0,2,0.663974440981415,0.8
201512090044,2015,12,9,南亚,India,22.80412,86.20336,有效,3.0,5,0.1797946415953164,1.0
201512090045,2015,12,9,中东与北非,Syria,36.201721,37.14352,有效,1.0,2,0.5825856271988527,0.8
201512090046,2015,12,9,中东与北非,Syria,36.201721,37.14352,有效,1.0,2,0.5825856271988527,0.8
201512090047,2015,12,9,中东与北非,Syria,36.201721,37.14352,有效,1.0,2,0.5928002680813218,0.8
201512090050,2015,12,9,西欧,Germany,54.195176,9.101902,有效,1.0,1,0.7215287749499567,0.8
201512100001,2015,12,10,中东与北非,Iraq,33.227039,44.527786,有效,1.0,3,0.5369138755167784,0.4
201512100003,2015,12,10,中东与北非,Iraq,33.5009,44.216648,有效,1.0,3,0.50831327918808,0.4
201512100005,2015,12,10,中东与北非,Iraq,33.10008,44.583279,有效,2.0,3,0.4876311528341848,0.4
201512100006,2015,12,10,撒哈拉以南非洲,Nigeria,11.509748,12.978912,有效,2.0,1,0.7803649862089109,1.0
201512100007,2015,12,10,撒哈拉以南非洲,Nigeria,11.509748,12.978912,有效,4.0,5,0.2214927324690797,0.4
201512100008,2015,12,10,撒哈拉以南非洲,Nigeria,11.509748,12.978912,有效,4.0,5,0.1886492703153279,0.8
201512100009,2015,12,10,中东与北非,Libya,32.069286,20.151144,有效,1.0,1,0.7583668290819934,0.8
201512100010,2015,12,10,中东与北非,Libya,32.760742,21.757212,有效,1.0,5,0.1527148309872021,0.8
201512100011,2015,12,10,中东与北非,Libya,32.069286,20.151144,有效,1.0,3,0.4855867644378762,0.8
201512100012,2015,12,10,东南亚,Philippines,7.188938,124.630337,有效,3.0,1,0.7235281796694649,0.8
201512100013,2015,12,10,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,1,0.7473270020712113,0.8
201512100014,2015,12,10,南亚,Pakistan,30.200819,66.994354,有效,1.0,5,0.1761575589864727,0.8
201512100015,2015,12,10,东欧,Ukraine,48.064426,37.673248,有效,1.0,5,0.2216076206392542,0.8
201512100016,2015,12,10,东欧,Ukraine,48.322994,37.848389,有效,1.0,5,0.2216076206392542,0.8
201512100017,2015,12,10,东欧,Ukraine,48.363186,37.891922,有效,1.0,5,0.2216076206392542,0.8
201512100018,2015,12,10,东欧,Ukraine,48.020912,37.529469,有效,1.0,5,0.2216076206392542,0.8
201512100019,2015,12,10,东欧,Ukraine,48.027787,37.375221,有效,1.0,5,0.2328952658108277,0.8
201512100020,2015,12,10,东欧,Ukraine,48.434872,38.2705,有效,1.0,5,0.2328952658108277,0.8
201512100023,2015,12,10,撒哈拉以南非洲,Somalia,2.405815,42.97707,有效,1.0,3,0.4123483322619944,0.8
201512100025,2015,12,10,南亚,India,19.452948,81.326114,有效,2.0,4,0.2725686926805155,0.8
201512100026,2015,12,10,中东与北非,Syria,36.657269,40.37056,有效,1.0,1,0.850838926214869,0.8
201512100027,2015,12,10,中东与北非,Syria,36.657269,40.37056,有效,1.0,1,0.8494760981436965,0.8
201512100028,2015,12,10,中东与北非,Syria,36.657269,40.37056,有效,1.0,1,0.8547539314236816,0.8
201512100029,2015,12,10,南亚,Bangladesh,25.751844,88.710896,有效,3.0,1,0.7331195221956749,0.8
201512100030,2015,12,10,中东与北非,Iraq,34.899761,43.490101,有效,1.0,3,0.5494924850429597,0.4
201512100031,2015,12,10,中东与北非,Iraq,33.420948,43.295662,有效,1.0,2,0.5948598607734631,0.6
201512100032,2015,12,10,中东与北非,Iraq,33.420948,43.295662,有效,1.0,2,0.5962989883213596,0.6
201512100033,2015,12,10,东南亚,Philippines,10.319474,123.019802,有效,1.0,5,0.1179450127324168,1.0
201512100034,2015,12,10,中东与北非,West Bank and Gaza Strip,32.036083,35.038277,有效,1.0,3,0.3946782117791749,0.8
201512100035,2015,12,10,中东与北非,Egypt,29.850425,31.266833,有效,3.0,4,0.2891667258254122,0.8
201512100037,2015,12,10,东南亚,Philippines,15.815098,120.339908,有效,3.0,4,0.288095050125138,0.8
201512100038,2015,12,10,西欧,Finland,61.497157,23.760884,有效,1.0,2,0.663974440981415,0.8
201512100039,2015,12,10,撒哈拉以南非洲,Mali,15.210205,-2.360035,有效,1.0,1,0.7194838394619163,0.8
201512100040,2015,12,10,南亚,Afghanistan,33.335258,69.928467,有效,1.0,3,0.377230541561001,0.8
201512100041,2015,12,10,西欧,United Kingdom,55.011562,-7.312045,有效,1.0,2,0.6318840565150081,0.8
201512100044,2015,12,10,南亚,Pakistan,30.200819,66.994354,有效,1.0,5,0.1761575589864727,0.8
201512100045,2015,12,10,南亚,Bangladesh,23.644098,88.847952,有效,1.0,4,0.2475756002084316,0.8
201512100046,2015,12,10,中东与北非,Turkey,37.332346,42.185474,有效,1.0,5,0.1605290572123302,1.0
201512100047,2015,12,9,西欧,Germany,54.195142,9.10199,有效,1.0,1,0.7215287749499567,0.8
201512100048,2015,12,10,南亚,Bangladesh,22.694719,90.350714,有效,2.0,2,0.6769103827449683,0.8
201512110001,2015,12,11,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,1,0.7626524632806858,0.8
201512110002,2015,12,11,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6135635234610487,0.4
201512110003,2015,12,11,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5242216908486285,0.4
201512110004,2015,12,10,中东与北非,Iraq,32.982933,44.361595,有效,1.0,2,0.6680197135138352,0.8
201512110005,2015,12,11,撒哈拉以南非洲,Cameroon,11.162543,14.013976,有效,1.0,1,0.7943619485951441,0.4
201512110006,2015,12,11,撒哈拉以南非洲,Nigeria,9.584206,8.713707,有效,1.0,4,0.3503008896250152,0.8
201512110007,2015,12,11,中东与北非,Libya,32.867867,13.189067,有效,1.0,5,0.1495125950408551,0.6
201512110012,2015,12,11,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5471283742055992,0.4
201512110014,2015,12,11,中东与北非,Iraq,33.773349,45.14945,有效,4.0,5,0.1927555276001213,0.8
201512110015,2015,12,11,东南亚,Thailand,6.819402,101.309074,有效,1.0,1,0.7330564635633712,0.8
201512110016,2015,12,11,中东与北非,Lebanon,34.012545,36.173733,有效,3.0,5,0.1231348696714163,1.0
201512110017,2015,12,11,东南亚,Thailand,6.682308,101.542496,有效,1.0,4,0.2543338691802759,0.8
201512110018,2015,12,10,南亚,Afghanistan,34.475151,70.362976,有效,1.0,3,0.479065738107749,0.4
201512110019,2015,12,11,南亚,Afghanistan,34.516895,69.147011,有效,1.0,1,0.7656801666043962,0.8
201512110023,2015,12,11,南亚,Afghanistan,32.62414,65.871327,有效,3.0,4,0.2738513472590912,0.8
201512110024,2015,12,11,东南亚,Philippines,9.546316,122.519442,有效,2.0,4,0.2891980045789959,0.8
201512110026,2015,12,11,撒哈拉以南非洲,Burundi,-3.375828,29.364107,有效,1.0,2,0.6278206272914005,0.8
201512110027,2015,12,11,撒哈拉以南非洲,Burundi,-3.375828,29.364107,有效,1.0,2,0.6671324813977375,0.8
201512110028,2015,12,11,撒哈拉以南非洲,Burundi,-3.481207,29.55171,有效,1.0,2,0.6671324813977375,0.8
201512110029,2015,12,11,撒哈拉以南非洲,Ethiopia,9.030153,38.737257,有效,1.0,3,0.5133488231842592,0.4
201512110030,2015,12,11,中东与北非,Turkey,41.106178,28.689863,有效,1.0,1,0.7553400726502356,0.6
201512110031,2015,12,11,北美,United States,33.69288,-116.187442,有效,1.0,2,0.6747862488890367,0.8
201512110032,2015,12,11,撒哈拉以南非洲,Somalia,4.73538,45.2024,有效,1.0,3,0.4644884481180064,0.8
201512110033,2015,12,11,撒哈拉以南非洲,Somalia,3.503923,42.236244,有效,2.0,2,0.653268047146249,0.8
201512110035,2015,12,11,中东与北非,West Bank and Gaza Strip,32.460617,35.301247,有效,1.0,5,0.1848578618013848,0.8
201512110036,2015,12,11,中东与北非,West Bank and Gaza Strip,31.578413,35.102066,有效,1.0,5,0.1944448231157873,0.8
201512110037,2015,12,11,撒哈拉以南非洲,Somalia,9.556936,44.074135,有效,1.0,4,0.2836966654466185,0.8
201512110053,2015,12,11,撒哈拉以南非洲,Sudan,15.83377,24.915629,有效,2.0,2,0.6960481716454088,0.8
201512110055,2015,12,11,南亚,Pakistan,31.449918,73.699847,有效,1.0,5,0.1403431710572527,0.8
201512110057,2015,12,11,南亚,Pakistan,34.216456,71.714795,有效,2.0,4,0.2642751147239076,0.8
201512110058,2015,12,11,东南亚,Philippines,12.99271,124.014746,有效,1.0,4,0.2529713370520107,0.8
201512110059,2015,12,11,撒哈拉以南非洲,South Sudan,4.577569,28.398784,有效,1.0,3,0.4183106123537057,0.8
201512110060,2015,12,11,南亚,Bangladesh,22.520529,91.135302,有效,3.0,2,0.6963525856840602,0.8
201512110061,2015,12,11,撒哈拉以南非洲,Mozambique,-18.902568,34.790052,有效,1.0,5,0.1454058059121487,0.6
201512110062,2015,12,9,西欧,Germany,54.195142,9.10199,有效,1.0,1,0.7215287749499567,0.8
201512120001,2015,12,12,中东与北非,Iraq,32.04298,42.254261,有效,1.0,1,0.8214268227819552,0.6
201512120002,2015,12,12,中东与北非,Iraq,33.31065,44.038208,有效,1.0,3,0.4572192202080889,0.8
201512120003,2015,12,12,中东与北非,Iraq,33.126019,44.685215,有效,1.0,2,0.6262557081291987,0.4
201512120008,2015,12,12,撒哈拉以南非洲,Nigeria,11.067196,7.699512,有效,1.0,5,0.1725901049022049,0.8
201512120009,2015,12,12,撒哈拉以南非洲,Nigeria,,,缺失,5.0,1,0.7340875447290587,0.6
201512120020,2015,12,12,中东与北非,Iraq,34.154213,41.572376,有效,1.0,5,0.1927555276001213,0.8
201512120021,2015,12,12,中东与北非,Iraq,34.208416,43.890713,有效,1.0,5,0.1927555276001213,0.8
201512120023,2015,12,12,东南亚,Thailand,6.247924,102.003296,有效,3.0,1,0.7330621888449546,0.8
201512120024,2015,12,12,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,4,0.2768956375577259,0.8
201512120025,2015,12,12,南亚,Pakistan,30.200819,66.994354,有效,1.0,1,0.7417645855128805,0.8
201512120026,2015,12,12,南亚,Pakistan,34.006004,71.53743,有效,1.0,5,0.1953522334166358,0.8
201512120027,2015,12,12,南亚,Pakistan,24.891115,67.143311,有效,1.0,4,0.2630426005350926,0.8
201512120028,2015,12,12,东南亚,Philippines,7.282129,125.857401,有效,3.0,2,0.6736767813326028,0.8
201512120029,2015,12,12,南亚,Afghanistan,36.224865,69.143711,有效,2.0,4,0.3475618642091644,0.8
201512120032,2015,12,12,西欧,Greece,37.99749,23.762728,有效,1.0,1,0.7197408550483965,0.8
201512120033,2015,12,12,中东与北非,Syria,34.717705,36.722824,有效,1.0,1,0.8367454126106014,0.8
201512120034,2015,12,12,中东与北非,Syria,34.717705,36.722824,有效,1.0,1,0.8657823812505696,0.8
201512120035,2015,12,12,中东与北非,Egypt,31.126646,33.800865,有效,1.0,3,0.4953759575830185,0.4
201512120036,2015,12,12,中东与北非,Egypt,31.250196,34.24128,有效,1.0,3,0.4521576928206846,0.4
201512120037,2015,12,12,中东与北非,Egypt,31.250196,34.24128,有效,1.0,4,0.2920962322707269,0.8
201512120039,2015,12,12,南亚,Pakistan,34.220425,71.226196,有效,1.0,4,0.283216263960956,1.0
201512120040,2015,12,12,南亚,India,26.226923,84.960072,有效,1.0,4,0.3392601755170449,0.8
201512120041,2015,12,12,中东与北非,Turkey,41.106178,28.689863,有效,1.0,1,0.7553400726502356,0.6
201512120043,2015,12,12,西欧,Finland,61.172469,25.547158,有效,1.0,2,0.663974440981415,0.8
201512120044,2015,12,12,西欧,Finland,61.463279,24.072342,有效,1.0,5,0.207405624171147,0.8
201512120045,2015,12,12,南亚,Afghanistan,34.271084,70.413473,有效,1.0,5,0.1811479862852956,1.0
201512120047,2015,12,12,西欧,United Kingdom,54.607712,-5.95621,有效,1.0,5,0.1511991163623757,0.8
201512120048,2015,12,12,中东与北非,Yemen,15.325443,44.211895,有效,1.0,4,0.2532563347273045,0.8
201512120049,2015,12,12,撒哈拉以南非洲,Somalia,1.716188,44.768864,有效,1.0,4,0.3474580240180824,0.8
201512130001,2015,12,13,中东与北非,Iraq,33.057991,44.354839,有效,1.0,1,0.7619272773996371,0.8
201512130002,2015,12,13,中东与北非,Iraq,33.07835,44.254719,有效,1.0,2,0.6276151306026725,0.4
201512130004,2015,12,13,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6135635234610487,0.4
201512130005,2015,12,13,中东与北非,Iraq,34.621521,43.668377,有效,1.0,4,0.358757128706787,0.8
201512130006,2015,12,13,南亚,Pakistan,33.897995,70.107536,有效,1.0,1,0.7948022567015569,0.8
201512130007,2015,12,13,撒哈拉以南非洲,Nigeria,10.989777,12.153689,有效,1.0,1,0.7962468077266117,0.8
201512130008,2015,12,13,撒哈拉以南非洲,Nigeria,10.612433,12.194783,有效,2.0,1,0.7479762149012503,0.8
201512130009,2015,12,13,撒哈拉以南非洲,Nigeria,9.755131,8.875176,有效,1.0,3,0.531743173987105,0.6
201512130010,2015,12,13,撒哈拉以南非洲,Nigeria,9.756643,8.874665,有效,1.0,3,0.4216424619715244,0.8
201512130011,2015,12,13,中东与北非,Libya,30.15058,16.912251,有效,4.0,5,0.1841306854325817,1.0
201512130012,2015,12,13,中东与北非,Libya,30.15058,16.912251,有效,4.0,5,0.1977452204289356,1.0
201512130019,2015,12,13,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5242216908486285,0.4
201512130022,2015,12,13,中东与北非,Iraq,36.469528,42.670578,有效,1.0,4,0.289148135105936,0.4
201512130023,2015,12,13,中东与北非,Libya,32.069286,20.151144,有效,1.0,4,0.2878041936971471,0.8
201512130025,2015,12,13,东南亚,Thailand,6.589055,101.263716,有效,1.0,4,0.3307243055973048,0.8
201512130026,2015,12,13,撒哈拉以南非洲,Nigeria,10.140205,11.920387,有效,1.0,2,0.7029765136614484,0.8
201512130027,2015,12,13,南亚,Afghanistan,34.965969,71.278229,有效,1.0,3,0.4612531907271862,0.4
201512130028,2015,12,13,撒哈拉以南非洲,Kenya,2.809093,40.927444,有效,1.0,1,0.7869256810923831,0.6
201512130029,2015,12,13,南亚,Pakistan,26.098269,65.475736,有效,2.0,5,0.1682598931877361,0.6
201512130030,2015,12,13,东南亚,Philippines,11.387,122.781991,有效,1.0,4,0.3262584679239689,0.8
201512130031,2015,12,13,东南亚,Philippines,10.716484,122.266241,有效,1.0,1,0.7218277381775298,0.8
201512130032,2015,12,13,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,5,0.2171398744496456,0.8
201512130033,2015,12,13,撒哈拉以南非洲,Mali,14.226116,-5.975327,有效,1.0,4,0.255381356980469,0.8
201512130034,2015,12,13,南亚,India,23.539264,84.52484,有效,1.0,4,0.2448758006384031,0.8
201512130035,2015,12,13,南亚,India,22.856126,86.012157,有效,2.0,5,0.1266579443422755,1.0
201512130036,2015,12,13,南亚,Afghanistan,34.110703,70.667123,有效,2.0,5,0.2125734828630776,0.8
201512130037,2015,12,13,南亚,Afghanistan,34.108604,70.666676,有效,1.0,5,0.2125734828630776,0.8
201512130038,2015,12,13,中东与北非,Syria,33.515244,36.292084,有效,1.0,3,0.5044629816391399,0.4
201512130039,2015,12,12,东南亚,Philippines,7.833119,124.813742,有效,2.0,1,0.7330560452067404,0.8
201512130045,2015,12,13,南亚,India,23.668412,87.682456,有效,1.0,5,0.1887993509610511,0.4
201512130046,2015,12,13,撒哈拉以南非洲,Democratic Republic of the Congo,0.696877,29.519697,有效,1.0,2,0.7013736687907941,0.8
201512130047,2015,12,13,中东与北非,Syria,33.515244,36.292084,有效,1.0,1,0.8069747012454009,0.8
201512130049,2015,12,13,中东与北非,Syria,33.515244,36.292084,有效,1.0,2,0.6226453115421589,0.4
201512130052,2015,12,11,南亚,Afghanistan,37.150777,69.435143,有效,1.0,1,0.745333145635181,0.8
201512130053,2015,12,13,南亚,Afghanistan,33.542622,68.415329,有效,1.0,4,0.2816979028350739,0.8
201512130056,2015,12,13,中东与北非,West Bank and Gaza Strip,31.529734,35.118225,有效,1.0,5,0.1755223761234275,0.8
201512130057,2015,12,13,东南亚,Philippines,16.856811,120.793674,有效,1.0,1,0.7346362025925297,0.8
201512130058,2015,12,13,撒哈拉以南非洲,Somalia,4.053391,43.243996,有效,1.0,5,0.1528348823861078,0.8
201512130059,2015,12,13,南亚,Pakistan,33.999749,71.401787,有效,1.0,4,0.2712061605522504,0.8
201512130062,2015,12,13,西欧,Italy,41.890961,12.490069,有效,1.0,5,0.1180891531129919,0.8
201512130064,2015,12,13,东南亚,Philippines,10.786173,122.206377,有效,1.0,1,0.7544929877185051,0.6
201512140001,2015,12,14,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.6924269569989294,0.8
201512140002,2015,12,14,中东与北非,Iraq,33.100529,44.584492,有效,1.0,3,0.5242216908486285,0.4
201512140003,2015,12,14,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.50831327918808,0.4
201512140004,2015,12,14,撒哈拉以南非洲,Cameroon,11.162543,14.013976,有效,1.0,4,0.287690122853999,0.8
201512140013,2015,12,14,东南亚,Thailand,6.42541,101.825331,有效,3.0,5,0.1660881864570587,0.8
201512140017,2015,12,14,中东与北非,Iraq,35.45211,44.375465,有效,1.0,2,0.7157287720971691,0.8
201512140018,2015,12,14,撒哈拉以南非洲,Kenya,3.938715,41.844707,有效,1.0,1,0.7556148214941858,0.8
201512140019,2015,12,14,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,4,0.3679713645931092,0.8
201512140020,2015,12,13,南亚,Pakistan,30.92211,66.45153,有效,1.0,5,0.1761575589864727,0.8
201512140021,2015,12,14,中东与北非,Libya,31.197586,16.586681,有效,1.0,5,0.1546390444695091,1.0
201512140022,2015,12,14,东南亚,Philippines,10.688228,122.544345,有效,1.0,3,0.4439147770316955,0.4
201512140023,2015,12,14,撒哈拉以南非洲,Somalia,-0.357847,42.54665,有效,1.0,3,0.4469099346030302,0.8
201512140024,2015,12,14,撒哈拉以南非洲,Somalia,2.059819,45.326115,有效,1.0,5,0.2171398744496456,0.8
201512140025,2015,12,14,东南亚,Philippines,8.166853,125.999676,有效,2.0,3,0.395523559616396,0.8
201512140026,2015,12,14,南亚,Afghanistan,31.631083,65.742226,有效,1.0,4,0.2661520585514746,0.8
201512140029,2015,12,14,撒哈拉以南非洲,Mali,16.27423,-0.042837,有效,1.0,4,0.2509586201269557,0.8
201512140031,2015,12,12,南亚,India,20.251027,85.982517,有效,1.0,2,0.7081197962156793,0.6
201512140032,2015,12,14,中东与北非,Israel,31.771599,35.2034,有效,1.0,3,0.4898770699381141,0.4
201512140033,2015,12,14,中东与北非,Iraq,33.449772,43.29578,有效,1.0,2,0.6020608089467016,0.6
201512140034,2015,12,14,中东与北非,Iraq,33.420948,43.295662,有效,1.0,2,0.5977115637004757,0.6
201512140035,2015,12,14,中东与北非,Yemen,13.413319,43.627508,有效,4.0,3,0.5306538693861156,0.2
201512140036,2015,12,14,东南亚,Philippines,14.214737,121.149886,有效,1.0,5,0.1769883995853439,0.8
201512140038,2015,12,14,西欧,United Kingdom,54.666171,-5.977532,有效,1.0,5,0.1511991163623757,0.8
201512140039,2015,12,14,西欧,Greece,37.99749,23.762728,有效,1.0,2,0.663974440981415,0.8
201512140040,2015,12,14,撒哈拉以南非洲,South Sudan,8.364722,33.173889,有效,1.0,3,0.5465211463766317,0.4
201512140042,2015,12,14,西欧,Germany,50.962518,13.941917,有效,1.0,2,0.663974440981415,0.8
201512150001,2015,12,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5382720375235113,0.4
201512150002,2015,12,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.4876311528341848,0.4
201512150003,2015,12,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,3,0.5369138755167784,0.4
201512150004,2015,12,15,中东与北非,Iraq,33.303566000000004,44.371773,有效,1.0,2,0.5976551118005003,0.4
201512150005,2015,12,15,中东与北非,Iraq,33.669689,44.381317,有效,1.0,3,0.4207509906281703,0.8
