年份,经度格,纬度格,事件数,累计危害,中心经度,中心纬度
2016,96,41,1,0.1923913707823858,13.0,-4.460843697873993
2016,96,50,1,0.3319971458517474,13.0,7.020370749121086
2016,96,52,10,7.614207684226956,13.0,9.594068226860466
2016,96,53,79,45.79582187849914,13.0,10.887948130120165
2016,96,54,65,32.20251213004981,13.0,12.187474135425033
2016,96,55,25,15.06532262697261,13.0,13.493398821551693
2016,96,57,1,0.7869121733746204,13.0,16.127620213160753
2016,96,68,3,1.3645364380643699,13.0,31.48143215916898
2016,96,69,53,19.57572896945457,13.0,32.98670708247892
2016,96,75,5,2.521926625996864,13.0,42.670233871257594
2016,96,78,1,0.663974440981415,13.0,48.11140308495899
2016,96,79,5,3.096842840994534,13.0,50.05549481018511
2016,96,80,13,8.612087755352146,13.0,52.08179734355447
2016,96,82,7,4.417746744120352,13.0,56.44269023807928
2016,96,83,1,0.6623260788130056,13.0,58.82116446134409
2016,97,41,15,10.389804267017608,15.0,-4.460843697873993
2016,97,42,1,0.2092741653831419,15.0,-3.1847385367204106
2016,97,50,3,1.6354946328099815,15.0,7.020370749121086
2016,97,51,1,0.3604488078338304,15.0,8.305109528050382
2016,97,53,35,16.666615267138262,15.0,10.887948130120165
2016,97,54,25,13.56371259254579,15.0,12.187474135425033
2016,97,55,4,2.610119783537749,15.0,13.493398821551693
2016,97,64,1,0.1522362313581102,15.0,25.679288619456855
2016,97,65,6,2.945453276671379,15.0,27.1006853482402
2016,97,66,1,0.2217924962400896,15.0,28.540365484875558
2016,97,67,6,1.9307654944266868,15.0,29.999999999999996
2016,97,68,26,12.942069133122635,15.0,31.48143215916898
2016,97,69,12,4.520422690548672,15.0,32.98670708247892
2016,97,78,1,0.663974440981415,15.0,48.11140308495899
2016,97,79,3,1.1267024730246904,15.0,50.05549481018511
2016,97,80,1,0.663974440981415,15.0,52.08179734355447
2016,98,38,1,0.1477885933318892,17.0,-8.305109528050389
2016,98,50,1,0.7088342536743546,17.0,7.020370749121086
2016,98,66,5,2.4481415258270744,17.0,28.540365484875558
2016,98,67,3,1.107425170454002,17.0,29.999999999999996
2016,98,68,133,50.445867328370404,17.0,31.48143215916898
2016,98,78,2,0.8601347343401916,17.0,48.11140308495899
2016,98,80,1,0.2752641523225636,17.0,52.08179734355447
2016,98,83,3,1.638777643042058,17.0,58.82116446134409
2016,98,84,2,1.32794888196283,17.0,61.37544904657465
2016,99,19,2,1.4611391043439352,19.0,-34.51810784106126
2016,99,47,1,0.6907559772865489,19.0,3.1847385367204106
2016,99,48,6,1.7396566854856226,19.0,4.460843697873993
2016,99,49,1,0.1757053154623726,19.0,5.739170477266791
2016,99,50,2,1.5230285360038436,19.0,7.020370749121086
2016,99,66,4,1.962295948789361,19.0,28.540365484875558
2016,99,67,14,9.176759559131852,19.0,29.999999999999996
2016,99,68,5,2.5363457191355048,19.0,31.48143215916898
2016,99,74,1,0.1175066719298235,19.0,40.961788552349354
2016,99,78,1,0.7324986072791719,19.0,48.11140308495899
2016,99,83,2,0.8228214251991578,19.0,58.82116446134409
2016,100,46,3,1.4205472098634058,21.0,1.9102131717099364
2016,100,49,8,4.059953641460724,21.0,5.739170477266791
2016,100,50,2,0.9347334208997293,21.0,7.020370749121086
2016,100,65,1,0.7791984852849829,21.0,27.1006853482402
2016,100,67,1,0.281254749171954,21.0,29.999999999999996
2016,100,68,104,52.89778325357747,21.0,31.48143215916898
2016,100,69,3,0.6351801865961687,21.0,32.98670708247892
2016,100,73,1,0.1526183886824489,21.0,39.2964802391875
2016,100,75,9,4.8167937466986634,21.0,42.670233871257594
2016,100,80,1,0.1947013802006337,21.0,52.08179734355447
2016,101,23,1,0.3024925326287689,23.0,-28.54036548487555
2016,101,40,3,1.1092568039425599,23.0,-5.739170477266785
2016,101,47,2,1.041484286507744,23.0,3.1847385367204106
2016,101,48,2,0.5243964114736032,23.0,4.460843697873993
2016,101,49,1,0.7651624505485087,23.0,5.739170477266791
2016,101,50,1,0.722840793979279,23.0,7.020370749121086
2016,101,51,1,0.726371675868262,23.0,8.305109528050382
2016,101,53,2,0.8014877554790043,23.0,10.887948130120165
2016,101,54,6,2.5725313762329436,23.0,12.187474135425033
2016,101,55,20,10.094342563485828,23.0,13.493398821551693
2016,101,56,1,0.676754077560443,23.0,14.806506911897516
2016,101,65,1,0.7255968139985327,23.0,27.1006853482402
2016,101,68,8,3.1273806284332104,23.0,31.48143215916898
2016,101,69,25,9.583405895652428,23.0,32.98670708247892
2016,101,72,23,11.063304683673804,23.0,37.669886964329635
2016,101,74,6,3.9573736801397734,23.0,40.961788552349354
2016,101,75,1,0.1961602933587766,23.0,42.670233871257594
2016,101,79,1,0.6766681657333621,23.0,50.05549481018511
2016,102,19,1,0.2798251440030406,25.0,-34.51810784106126
2016,102,25,1,0.6874745663140907,25.0,-25.679288619456855
2016,102,36,1,0.722853921298865,25.0,-10.887948130120165
2016,102,48,6,3.91884361427462,25.0,4.460843697873993
2016,102,49,4,1.797715948612944,25.0,5.739170477266791
2016,102,51,2,1.4081840130113816,25.0,8.305109528050382
2016,102,53,17,9.32194993477805,25.0,10.887948130120165
2016,102,54,27,10.90357253805778,25.0,12.187474135425033
2016,102,55,72,33.248193219301044,25.0,13.493398821551693
2016,102,56,9,4.966332556755762,25.0,14.806506911897516
2016,102,57,3,1.8391488327109915,25.0,16.127620213160753
2016,102,67,1,0.4491993559349258,25.0,29.999999999999996
2016,102,78,1,0.66896670796496,25.0,48.11140308495899
2016,102,79,5,3.1674099308544195,25.0,50.05549481018511
2016,102,84,2,1.3974669661767756,25.0,61.37544904657465
2016,102,85,1,0.6623260788130056,25.0,64.15806723683286
2016,103,20,1,0.268602059601118,27.0,-32.98670708247892
2016,103,37,3,0.8731122097577758,27.0,-9.59406822686046
2016,103,38,1,0.318764052727303,27.0,-8.305109528050389
2016,103,39,1,0.1807516045165913,27.0,-7.020370749121086
2016,103,41,3,1.0732952473951862,27.0,-4.460843697873993
2016,103,47,2,0.8876805939190403,27.0,3.1847385367204106
2016,103,48,2,0.9743378487225967,27.0,4.460843697873993
2016,103,49,3,1.700537920330901,27.0,5.739170477266791
2016,103,51,2,0.67113022179364,27.0,8.305109528050382
2016,103,53,5,3.5576623066255455,27.0,10.887948130120165
2016,103,65,1,0.5930551200924672,27.0,27.1006853482402
2016,103,72,7,3.7770380257874745,27.0,37.669886964329635
2016,103,73,2,1.6423307893311483,27.0,39.2964802391875
2016,103,79,1,0.7242152399520746,27.0,50.05549481018511
2016,104,21,1,0.3691624083487057,29.0,-31.48143215916898
2016,104,22,2,0.5484272036041586,29.0,-29.999999999999996
2016,104,23,3,1.2235621510921613,29.0,-28.54036548487555
2016,104,24,2,0.6017057059665648,29.0,-27.10068534824021
2016,104,38,1,0.7181792539479868,29.0,-8.305109528050389
2016,104,41,3,1.8138776755752557,29.0,-4.460843697873993
2016,104,42,80,36.45907351577291,29.0,-3.1847385367204106
2016,104,43,15,7.093068177604564,29.0,-1.9102131717099302
2016,104,44,40,18.63262997188104,29.0,-0.6366328722676353
2016,104,45,59,26.525093668325447,29.0,0.6366328722676353
2016,104,46,4,1.4050453911366418,29.0,1.9102131717099364
2016,104,47,5,3.560543913279046,29.0,3.1847385367204106
2016,104,48,11,6.134511815677654,29.0,4.460843697873993
2016,104,51,2,1.5265900607439795,29.0,8.305109528050382
2016,104,52,6,3.4930929821448355,29.0,9.594068226860466
2016,104,53,4,2.281161199919651,29.0,10.887948130120165
2016,104,54,1,0.1571266686770776,29.0,12.187474135425033
2016,104,69,1,0.7413671237065507,29.0,32.98670708247892
2016,104,71,1,0.414527901163766,29.0,36.07819997184263
2016,104,74,38,20.170100099770153,29.0,40.961788552349354
2016,104,77,1,0.6652060235110634,29.0,46.23825730732021
2016,105,21,2,0.651099684043611,31.0,-31.48143215916898
2016,105,22,5,2.2850446719733832,31.0,-29.999999999999996
2016,105,23,5,1.8793181064829647,31.0,-28.54036548487555
2016,105,25,1,0.2683312872307045,31.0,-25.679288619456855
2016,105,42,2,0.9296385704281283,31.0,-3.1847385367204106
2016,105,44,1,0.3747435213105298,31.0,-0.6366328722676353
2016,105,45,9,5.018772353288565,31.0,0.6366328722676353
2016,105,46,4,1.5988940812734365,31.0,1.9102131717099364
2016,105,47,6,2.9322404574197587,31.0,3.1847385367204106
2016,105,48,18,10.420960705925742,31.0,4.460843697873993
2016,105,49,4,1.24378215089116,31.0,5.739170477266791
2016,105,50,2,0.8094660735122783,31.0,7.020370749121086
2016,105,51,1,0.3451055964986207,31.0,8.305109528050382
2016,105,52,1,0.7298059309297932,31.0,9.594068226860466
2016,105,53,1,0.1528348823861078,31.0,10.887948130120165
2016,105,54,2,0.9478749933814031,31.0,12.187474135425033
2016,105,66,2,1.0285990611528137,31.0,28.540365484875558
2016,105,67,35,17.540529510993395,31.0,29.999999999999996
2016,105,68,4,1.784331179083067,31.0,31.48143215916898
2016,105,71,3,1.3448314864245015,31.0,36.07819997184263
2016,105,72,2,1.1185139197972411,31.0,37.669886964329635
2016,105,77,1,0.7340829419687529,31.0,46.23825730732021
2016,105,79,8,4.453211809984266,31.0,50.05549481018511
2016,105,80,1,0.7340829419687529,31.0,52.08179734355447
2016,105,83,1,0.6769608878784116,31.0,58.82116446134409
2016,106,25,2,0.40882138951869196,33.0,-25.679288619456855
2016,106,26,1,0.1821142073026753,33.0,-24.27465219458477
2016,106,27,1,0.2768348478608683,33.0,-22.885380476158566
2016,106,29,8,3.689120939355491,33.0,-20.1478862872471
2016,106,30,4,2.0685606022743435,33.0,-18.797368824406544
2016,106,31,9,4.851645200315329,33.0,-17.457603123722095
2016,106,32,1,0.7199262820875019,33.0,-16.127620213160757
2016,106,43,1,0.4845771003632763,33.0,-1.9102131717099302
2016,106,45,5,2.9616287243910886,33.0,0.6366328722676353
2016,106,47,5,2.447268306953016,33.0,3.1847385367204106
2016,106,48,2,0.5772018288358811,33.0,4.460843697873993
2016,106,50,1,0.4977341846766915,33.0,7.020370749121086
2016,106,51,11,9.1583367917949,33.0,8.305109528050382
2016,106,55,1,0.2049823790921722,33.0,13.493398821551693
2016,106,63,1,0.3935077436103285,33.0,24.274652194584778
2016,106,64,1,0.7316880732819427,33.0,25.679288619456855
2016,106,65,1,0.3597038386201917,33.0,27.1006853482402
2016,106,67,34,11.082718289310122,33.0,29.999999999999996
2016,106,68,129,62.93457574575231,33.0,31.48143215916898
2016,106,70,2,1.3131900154037126,33.0,34.51810784106126
2016,106,71,1,0.7910385199725691,33.0,36.07819997184263
2016,106,73,16,9.179520647199528,33.0,39.2964802391875
2016,106,74,1,0.2222407181131908,33.0,40.961788552349354
2016,106,76,1,0.1061819382783134,33.0,44.4270040008057
2016,106,77,1,0.7242152399520746,33.0,46.23825730732021
2016,106,78,1,0.7354287207675543,33.0,48.11140308495899
2016,106,80,1,0.65712380421615,33.0,52.08179734355447
2016,107,29,4,2.3780944670014224,35.0,-20.1478862872471
2016,107,30,17,7.624652522574653,35.0,-18.797368824406544
2016,107,31,10,4.542782380948152,35.0,-17.457603123722095
2016,107,33,2,1.4254313139597015,35.0,-14.806506911897516
2016,107,44,1,0.1001819624901259,35.0,-0.6366328722676353
2016,107,45,1,0.7014318691810651,35.0,0.6366328722676353
2016,107,47,1,0.6108095368906745,35.0,3.1847385367204106
2016,107,51,1,0.4791428907433687,35.0,8.305109528050382
2016,107,67,4,2.802430471515384,35.0,29.999999999999996
2016,107,68,354,134.91033953727057,35.0,31.48143215916898
2016,107,69,41,16.84684237005858,35.0,32.98670708247892
2016,107,70,13,7.954950011538102,35.0,34.51810784106126
2016,107,71,8,4.393751702272189,35.0,36.07819997184263
2016,107,72,2,1.036335903666112,35.0,37.669886964329635
2016,107,73,1,0.8288140584230203,35.0,39.2964802391875
2016,107,77,3,1.3627327467238832,35.0,46.23825730732021
2016,107,78,3,0.8222335329397332,35.0,48.11140308495899
2016,107,79,1,0.6783165279017713,35.0,50.05549481018511
2016,108,31,2,0.6222198829973011,37.0,-17.457603123722095
2016,108,33,5,3.1474726579968255,37.0,-14.806506911897516
2016,108,43,1,0.2405664940757277,37.0,-1.9102131717099302
2016,108,44,2,0.9762928869827383,37.0,-0.6366328722676353
2016,108,49,1,0.2216706956989532,37.0,5.739170477266791
2016,108,53,1,0.4203399679190804,37.0,10.887948130120165
2016,108,56,1,0.2941889777012843,37.0,14.806506911897516
2016,108,66,1,0.2878041936971471,37.0,28.540365484875558
2016,108,67,2,1.456590178017926,37.0,29.999999999999996
2016,108,68,1,0.3615442213034165,37.0,31.48143215916898
2016,108,69,64,31.12294204915269,37.0,32.98670708247892
2016,108,70,52,26.7084383349173,37.0,34.51810784106126
2016,108,71,353,194.53381444521293,37.0,36.07819997184263
2016,108,72,15,7.31732838851417,37.0,37.669886964329635
2016,108,78,18,7.819274718366077,37.0,48.11140308495899
2016,108,79,2,0.9343481319732941,37.0,50.05549481018511
2016,108,82,5,1.5992031510154228,37.0,56.44269023807928
2016,109,32,1,0.7228559358584368,39.0,-16.127620213160757
2016,109,33,9,5.691289856131851,39.0,-14.806506911897516
2016,109,39,1,0.1584673167807159,39.0,-7.020370749121086
2016,109,40,1,0.6966150530594604,39.0,-5.739170477266785
2016,109,41,6,2.366425154353661,39.0,-4.460843697873993
2016,109,44,3,1.8055050099902785,39.0,-0.6366328722676353
2016,109,61,4,1.3162366183513081,39.0,21.510188266887486
2016,109,63,1,0.7314150642526952,39.0,24.274652194584778
2016,109,69,5,2.6812094722157194,39.0,32.98670708247892
2016,109,70,10,6.31036729640846,39.0,34.51810784106126
2016,109,71,17,8.044510730458457,39.0,36.07819997184263
2016,109,72,12,4.992286913349958,39.0,37.669886964329635
2016,109,73,19,10.862189087448474,39.0,39.2964802391875
2016,109,74,6,3.049863017196026,39.0,40.961788552349354
2016,109,76,1,0.7101152980991893,39.0,44.4270040008057
2016,109,78,11,4.686697908365119,39.0,48.11140308495899
2016,109,79,1,0.245488503370886,39.0,50.05549481018511
2016,109,83,1,0.1664752392784267,39.0,58.82116446134409
2016,110,42,1,0.174788027740836,41.0,-3.1847385367204106
2016,110,43,19,8.451008090247942,41.0,-1.9102131717099302
2016,110,44,11,4.497385573549988,41.0,-0.6366328722676353
2016,110,45,8,5.851172097238817,41.0,0.6366328722676353
2016,110,46,3,1.2094403355209584,41.0,1.9102131717099364
2016,110,47,30,17.763490735857356,41.0,3.1847385367204106
2016,110,48,12,4.950681157722569,41.0,4.460843697873993
2016,110,60,1,0.2891667258254122,41.0,20.147886287247108
2016,110,61,2,0.4819222534255335,41.0,21.510188266887486
2016,110,68,1,0.664433326210137,41.0,31.48143215916898
2016,110,69,84,25.822998941108544,41.0,32.98670708247892
2016,110,70,20,10.058720092592962,41.0,34.51810784106126
2016,110,71,34,18.272688995061532,41.0,36.07819997184263
2016,110,72,163,87.43818070126582,41.0,37.669886964329635
2016,110,73,22,11.176888361320078,41.0,39.2964802391875
2016,110,75,1,0.718192532831073,41.0,42.670233871257594
2016,111,44,22,13.48242989918184,43.0,-0.6366328722676353
2016,111,45,11,4.635037163796014,43.0,0.6366328722676353
2016,111,46,23,8.242444700154135,43.0,1.9102131717099364
2016,111,47,39,21.207730582941245,43.0,3.1847385367204106
2016,111,48,9,4.168871014120146,43.0,4.460843697873993
2016,111,54,4,2.563201667337934,43.0,12.187474135425033
2016,111,55,19,9.618081950264065,43.0,13.493398821551693
2016,111,56,6,1.9734873872097236,43.0,14.806506911897516
2016,111,57,33,15.244750171048743,43.0,16.127620213160753
2016,111,58,26,10.978889173600573,43.0,17.457603123722095
2016,111,59,11,2.7634186491965926,43.0,18.797368824406544
2016,111,60,2,0.5368769672752705,43.0,20.147886287247108
2016,111,68,1,0.8200707129436662,43.0,31.48143215916898
2016,111,69,541,226.96796567946672,43.0,32.98670708247892
2016,111,70,325,162.94269929099323,43.0,34.51810784106126
2016,111,71,486,208.81192588061464,43.0,36.07819997184263
2016,111,72,91,44.75591715030754,43.0,37.669886964329635
2016,111,73,35,21.21626486316328,43.0,39.2964802391875
2016,111,74,3,1.6550764707868786,43.0,40.961788552349354
2016,111,75,1,0.1507112277827093,43.0,42.670233871257594
2016,111,76,2,1.0070344002320322,43.0,44.4270040008057
2016,111,82,1,0.2342578685969117,43.0,56.44269023807928
2016,112,45,5,1.3827788762859805,45.0,0.6366328722676353
2016,112,46,305,138.56703997009956,45.0,1.9102131717099364
2016,112,47,38,21.772278648109236,45.0,3.1847385367204106
2016,112,48,42,16.445109121098056,45.0,4.460843697873993
2016,112,49,2,0.8205416100195947,45.0,5.739170477266791
2016,112,52,1,0.1656593715386695,45.0,9.594068226860466
2016,112,54,63,30.99626611705877,45.0,12.187474135425033
2016,112,55,251,107.94679143879402,45.0,13.493398821551693
2016,112,56,69,25.13051741753947,45.0,14.806506911897516
2016,112,57,41,12.202978916148844,45.0,16.127620213160753
2016,112,58,23,12.339079906929815,45.0,17.457603123722095
2016,112,59,2,1.0904534022628707,45.0,18.797368824406544
2016,112,63,1,0.2810031658082544,45.0,24.274652194584778
2016,112,67,1,0.3967584919349144,45.0,29.999999999999996
2016,112,68,5,2.9937138056567503,45.0,31.48143215916898
2016,112,69,1598,915.4033073610494,45.0,32.98670708247892
2016,112,70,191,103.88445717636624,45.0,34.51810784106126
2016,112,71,85,37.61719027887602,45.0,36.07819997184263
2016,112,72,41,19.853006475116647,45.0,37.669886964329635
2016,112,73,5,2.63601631600487,45.0,39.2964802391875
2016,112,74,4,2.4537533708206887,45.0,40.961788552349354
2016,112,75,10,4.593807349741595,45.0,42.670233871257594
2016,112,76,1,0.3512798396864409,45.0,44.4270040008057
2016,113,30,1,0.7293390498020984,47.0,-18.797368824406544
2016,113,47,8,4.843453615198648,47.0,3.1847385367204106
2016,113,48,26,11.8916363055568,47.0,4.460843697873993
2016,113,49,10,5.12214378084651,47.0,5.739170477266791
2016,113,50,12,8.073926759338496,47.0,7.020370749121086
2016,113,51,2,0.5210592197159223,47.0,8.305109528050382
2016,113,55,8,3.8033872153125996,47.0,13.493398821551693
2016,113,56,12,5.585528973249921,47.0,14.806506911897516
2016,113,63,2,1.5223923425161858,47.0,24.274652194584778
2016,113,66,1,0.2248464643606596,47.0,28.540365484875558
2016,113,67,6,4.185553808546625,47.0,29.999999999999996
2016,113,68,5,1.909058070123372,47.0,31.48143215916898
2016,113,70,1,0.6679998863353529,47.0,34.51810784106126
2016,113,71,2,0.9689944024993495,47.0,36.07819997184263
2016,113,74,1,0.2830577741827755,47.0,40.961788552349354
2016,113,75,23,7.48402654410189,47.0,42.670233871257594
2016,113,76,1,0.2632282959232273,47.0,44.4270040008057
2016,114,51,2,0.586645279951824,49.0,8.305109528050382
2016,114,53,10,5.364832009988294,49.0,10.887948130120165
2016,114,56,24,11.215401190876502,49.0,14.806506911897516
2016,114,57,5,1.544631269373689,49.0,16.127620213160753
2016,114,58,4,2.314367652902681,49.0,17.457603123722095
2016,114,64,2,1.0119711791722392,49.0,25.679288619456855
2016,114,65,3,1.2827645699702228,49.0,27.1006853482402
2016,114,67,1,0.7939786776713087,49.0,29.999999999999996
2016,114,68,2,1.5657359939024547,49.0,31.48143215916898
2016,114,74,3,0.8247404603738443,49.0,40.961788552349354
2016,114,75,5,2.0253675630488885,49.0,42.670233871257594
2016,115,53,1,0.3883573102170435,51.0,10.887948130120165
2016,115,61,1,0.7751155761940838,51.0,21.510188266887486
2016,115,64,3,1.5838646854435492,51.0,25.679288619456855
2016,115,65,13,6.099270238573282,51.0,27.1006853482402
2016,118,79,3,1.6468126782031671,57.0,50.05549481018511
2016,120,64,4,2.518150764578654,61.0,25.679288619456855
2016,120,65,1,0.3573946338545304,61.0,27.1006853482402
2016,120,66,2,0.6720286755644581,61.0,28.540365484875558
2016,120,68,11,4.608487770645261,61.0,31.48143215916898
2016,120,69,5,2.081872409196824,61.0,32.98670708247892
2016,120,70,8,2.666077403717759,61.0,34.51810784106126
2016,121,64,46,16.656321740218818,63.0,25.679288619456855
2016,121,65,3,0.7599492022360491,63.0,27.1006853482402
2016,121,66,1,0.2673346391086724,63.0,28.540365484875558
2016,121,67,7,3.444276154304225,63.0,29.999999999999996
2016,121,68,16,6.688986700927907,63.0,31.48143215916898
2016,121,69,87,33.47039634880006,63.0,32.98670708247892
2016,121,70,46,20.32229889062804,63.0,34.51810784106126
2016,121,71,14,6.2664525011782,63.0,36.07819997184263
2016,122,64,10,3.422699897650426,65.0,25.679288619456855
2016,122,65,20,8.965540997183567,65.0,27.1006853482402
2016,122,66,4,1.230280790849503,65.0,28.540365484875558
2016,122,67,6,3.767603591281668,65.0,29.999999999999996
2016,122,68,188,88.86672616194534,65.0,31.48143215916898
2016,122,69,62,27.562447274484562,65.0,32.98670708247892
2016,122,70,20,8.686555768067723,65.0,34.51810784106126
2016,122,71,148,48.6774607564812,65.0,36.07819997184263
2016,122,72,8,3.054256389414235,65.0,37.669886964329635
2016,123,63,76,30.717086414721745,67.0,24.274652194584778
2016,123,64,6,2.1069080756953036,67.0,25.679288619456855
2016,123,65,11,3.055549730435674,67.0,27.1006853482402
2016,123,66,5,1.601522159332443,67.0,28.540365484875558
2016,123,67,130,55.259563141817665,67.0,29.999999999999996
2016,123,68,63,25.582532948093995,67.0,31.48143215916898
2016,123,69,51,18.03013426102364,67.0,32.98670708247892
2016,123,70,1,0.2561115547067499,67.0,34.51810784106126
2016,123,71,49,20.368899951511644,67.0,36.07819997184263
2016,123,72,22,8.405289725532297,67.0,37.669886964329635
2016,124,62,1,0.1942963132804153,69.0,22.885380476158566
2016,124,64,7,3.1848786342478137,69.0,25.679288619456855
2016,124,65,6,2.794219783585968,69.0,27.1006853482402
2016,124,66,84,34.285703523788165,69.0,28.540365484875558
2016,124,67,14,7.9259557544660435,69.0,29.999999999999996
2016,124,68,8,3.546696938983568,69.0,31.48143215916898
2016,124,69,143,62.86312987044987,69.0,32.98670708247892
2016,124,70,264,123.19790240576505,69.0,34.51810784106126
2016,124,71,150,66.83454539678,69.0,36.07819997184263
2016,124,72,40,15.665701743151274,69.0,37.669886964329635
2016,125,66,3,0.7735716847014495,71.0,28.540365484875558
2016,125,67,4,1.4995994651058233,71.0,29.999999999999996
2016,125,68,20,6.538840281272572,71.0,31.48143215916898
2016,125,69,50,19.663053203396736,71.0,32.98670708247892
2016,125,70,424,179.3443082704023,71.0,34.51810784106126
2016,125,71,16,7.041429789298386,71.0,36.07819997184263
2016,125,72,16,4.213754075227753,71.0,37.669886964329635
2016,126,47,1,0.6711987071556986,73.0,3.1847385367204106
2016,126,67,2,0.9874649335826582,73.0,29.999999999999996
2016,126,68,8,3.3017073162284576,73.0,31.48143215916898
2016,126,69,15,4.704895892527267,73.0,32.98670708247892
2016,126,70,66,27.17576889321089,73.0,34.51810784106126
2016,126,71,4,2.4255007676592344,73.0,36.07819997184263
2016,127,54,17,8.5236069727645,75.0,12.187474135425033
2016,127,55,2,1.006567784669147,75.0,13.493398821551693
2016,127,56,1,0.2424728115202406,75.0,14.806506911897516
2016,127,58,1,0.3342978480448798,75.0,17.457603123722095
2016,127,60,1,0.1811479862852956,75.0,20.147886287247108
2016,127,61,1,0.253355814033381,75.0,21.510188266887486
2016,127,62,1,0.744708328729826,75.0,22.885380476158566
2016,127,64,1,0.2446458527707589,75.0,25.679288619456855
2016,127,67,1,0.1725516794787059,75.0,29.999999999999996
2016,127,68,19,5.196239767471574,75.0,31.48143215916898
2016,127,69,67,32.293160845338136,75.0,32.98670708247892
2016,127,70,133,54.53303541248423,75.0,34.51810784106126
2016,127,71,1,0.2712061605522504,75.0,36.07819997184263
2016,127,75,4,1.8570507004703987,75.0,42.670233871257594
2016,128,51,3,0.6532375987196328,77.0,8.305109528050382
2016,128,53,9,4.900464098391926,77.0,10.887948130120165
2016,128,54,2,0.8525989998189132,77.0,12.187474135425033
2016,128,55,2,1.463214284339553,77.0,13.493398821551693
2016,128,57,1,0.2124351779074609,77.0,16.127620213160753
2016,128,61,1,0.2673346391086724,77.0,21.510188266887486
2016,128,66,10,3.092589371737508,77.0,28.540365484875558
2016,128,67,4,2.5040921999809886,77.0,29.999999999999996
2016,128,68,2,0.49626620028690016,77.0,31.48143215916898
2016,128,70,5,2.1862285253031732,77.0,34.51810784106126
2016,129,50,1,0.7460613950303786,79.0,7.020370749121086
2016,129,52,14,5.154980470946521,79.0,9.594068226860466
2016,129,53,2,0.9641410838325669,79.0,10.887948130120165
2016,129,54,1,0.2448758006384031,79.0,12.187474135425033
2016,129,55,4,2.409518176755847,79.0,13.493398821551693
2016,129,56,2,0.49844192042810465,79.0,14.806506911897516
2016,129,58,2,0.4899463985820849,79.0,17.457603123722095
2016,129,59,1,0.2816979028350739,79.0,18.797368824406544
2016,129,60,1,0.7774692464127386,79.0,20.147886287247108
2016,129,62,1,0.1709081382205926,79.0,22.885380476158566
2016,129,63,1,0.7722209503751304,79.0,24.274652194584778
2016,129,65,2,0.5285502294478152,79.0,27.1006853482402
2016,129,66,2,0.5747304266162647,79.0,28.540365484875558
2016,129,72,1,0.75068110866236,79.0,37.669886964329635
2016,130,55,2,1.376528189302329,81.0,13.493398821551693
2016,130,57,3,1.2820922991799941,81.0,16.127620213160753
2016,130,58,16,3.708058497705178,81.0,17.457603123722095
2016,130,59,115,35.546677747092815,81.0,18.797368824406544
2016,130,60,60,14.829654895573816,81.0,20.147886287247108
2016,130,61,17,6.084107110730934,81.0,21.510188266887486
2016,130,62,1,0.6931291491174258,81.0,22.885380476158566
2016,130,64,4,0.9636483531918623,81.0,25.679288619456855
2016,130,65,2,0.9893049006732758,81.0,27.1006853482402
2016,130,66,2,1.375172549278969,81.0,28.540365484875558
2016,131,58,4,1.4324438862862057,83.0,17.457603123722095
2016,131,59,26,10.417009817761791,83.0,18.797368824406544
2016,131,60,16,7.021778068788383,83.0,20.147886287247108
2016,131,61,6,2.2402392640684115,83.0,21.510188266887486
2016,131,62,1,0.2589299494940062,83.0,22.885380476158566
2016,131,63,4,0.9565219455450757,83.0,24.274652194584778
2016,131,64,3,1.0831716888322716,83.0,25.679288619456855
2016,131,65,3,1.412219593544574,83.0,27.1006853482402
2016,131,66,7,4.613309100237447,83.0,28.540365484875558
2016,131,81,1,0.1889616531485753,83.0,54.2046324563124
2016,132,59,2,0.3523151179729454,85.0,18.797368824406544
2016,132,60,8,3.1386725708477123,85.0,20.147886287247108
2016,132,61,2,0.4941330807425348,85.0,21.510188266887486
2016,132,62,27,9.2377304807536,85.0,22.885380476158566
2016,132,63,64,27.382590626185902,85.0,24.274652194584778
2016,132,64,24,10.351920997150778,85.0,25.679288619456855
2016,132,65,24,11.868855648281155,85.0,27.1006853482402
2016,132,66,4,2.944886432312547,85.0,28.540365484875558
2016,133,60,5,2.477114122387327,87.0,20.147886287247108
2016,133,61,2,0.44550250382912626,87.0,21.510188266887486
2016,133,62,15,5.1642200397455325,87.0,22.885380476158566
2016,133,63,24,11.196314666319887,87.0,24.274652194584778
2016,133,64,10,3.0896079500004876,87.0,25.679288619456855
2016,133,65,10,3.9470041076595197,87.0,27.1006853482402
2016,134,61,2,0.7675052086920062,89.0,21.510188266887486
2016,134,62,32,11.890055559831854,89.0,22.885380476158566
2016,134,63,10,3.3709175116124053,89.0,24.274652194584778
2016,134,64,19,7.961420373899531,89.0,25.679288619456855
2016,134,65,1,0.1761575589864727,89.0,27.1006853482402
2016,135,61,1,0.1329115485941461,91.0,21.510188266887486
2016,135,62,5,1.7017035763008423,91.0,22.885380476158566
2016,135,63,27,13.698562722486505,91.0,24.274652194584778
2016,135,64,36,9.272453091318734,91.0,25.679288619456855
2016,135,65,7,2.0501173955228524,91.0,27.1006853482402
2016,136,60,20,9.30492637681455,93.0,20.147886287247108
2016,136,61,15,6.280931930680929,93.0,21.510188266887486
