维度,类别,年份,事件数,累计危害,平均危害,一级事件数,有效坐标数,已知死亡记录数,已记录死亡人数,已知受伤记录数,已记录受伤人数,一级占比,坐标覆盖率,死亡信息覆盖率,年度事件占比
归属记录,Barqa Province of the Islamic State,2015,84,39.16105493495432,0.4662030349399324,28,81,80,206.0,76,256.0,0.3333333333333333,0.9642857142857143,0.9523809523809523,0.00561309722686268
归属记录,Barqa Province of the Islamic State,2016,58,28.475685996085794,0.49096010338078955,17,58,57,143.0,55,155.0,0.29310344827586204,1.0,0.9827586206896551,0.004268786339883712
归属记录,Barqa Province of the Islamic State,2017,7,4.513845476898589,0.6448350681283699,3,7,7,12.0,6,8.0,0.42857142857142855,1.0,1.0,0.0006422018348623853
归属记录,Base Movement,2016,5,2.7115732899199663,0.5423146579839933,3,5,5,0.0,5,5.0,0.6,1.0,1.0,0.0003679988224037683
归属记录,Bedouin Israeli extremists,2017,1,0.7090136427023074,0.7090136427023074,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Benghazi Defense Brigades (BDB),2016,5,2.9176703847114327,0.5835340769422865,2,5,5,29.0,5,23.0,0.4,1.0,1.0,0.0003679988224037683
归属记录,Benghazi Defense Brigades (BDB),2017,3,2.453566572023155,0.8178555240077183,3,3,3,9.0,3,0.0,1.0,1.0,1.0,0.00027522935779816516
归属记录,Benishangul Gumuz People's Liberation Movement,2017,1,0.2082831620459426,0.2082831620459426,0,1,1,13.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Berom Militants,2015,1,0.3503008896250152,0.3503008896250152,0,1,1,2.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Bharatiya Janata Party,2016,1,0.7431343149822508,0.7431343149822508,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Bilal Badr Group,2017,2,1.30599042019941,0.652995210099705,1,2,2,7.0,2,37.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Birsa Commando Force (BCF),2017,1,0.1455085361789223,0.1455085361789223,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Black Hebrew Israelites,2016,3,1.447047741581517,0.48234924719383904,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Bodu Bala Sena,2017,4,2.740732124541732,0.685183031135433,0,4,4,0.0,4,1.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Boko Haram,2015,540,330.0573798390492,0.6112173700723134,272,538,487,6510.0,349,3507.0,0.5037037037037037,0.9962962962962963,0.9018518518518519,0.03608419645840294
归属记录,Boko Haram,2016,240,136.60349651756886,0.5691812354898702,98,239,226,1468.0,193,1364.0,0.4083333333333333,0.9958333333333333,0.9416666666666667,0.01766394347538088
归属记录,Boko Haram,2017,333,180.56224566230665,0.5422289659528728,125,333,314,1544.0,273,1124.0,0.37537537537537535,1.0,0.9429429429429429,0.03055045871559633
归属记录,Bru Democratic Front of Mizoram (BDFM),2015,1,0.2749581669965604,0.2749581669965604,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Bru National Liberation Front (BNLF),2016,1,0.2797526778549767,0.2797526778549767,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Bunda Dia Kongo (BDK),2017,3,1.6844907241892257,0.5614969080630753,1,3,3,64.0,1,0.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Caucasus Emirate,2016,1,0.1507112277827093,0.1507112277827093,0,1,1,3.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Caucasus Province of the Islamic State,2015,1,0.5029087056308112,0.5029087056308112,0,1,1,1.0,1,11.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Caucasus Province of the Islamic State,2016,7,3.5703436021072767,0.5100490860153253,1,7,7,12.0,7,21.0,0.14285714285714285,1.0,1.0,0.0005151983513652757
归属记录,Caucasus Province of the Islamic State,2017,9,3.8125160988640547,0.42361289987378387,0,9,9,30.0,9,10.0,0.0,1.0,1.0,0.0008256880733944954
归属记录,Cells of Direct Attack - Living Waste Group,2017,1,0.6500171381144404,0.6500171381144404,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Chama Pueblo en Rebelion,2016,1,0.7234344440244711,0.7234344440244711,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Chechen Rebels,2015,1,0.1174032661227277,0.1174032661227277,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Chechen Rebels,2016,1,0.6702973524228185,0.6702973524228185,0,1,1,0.0,1,8.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Christian State-Holy Rus,2017,1,0.6769608878784116,0.6769608878784116,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Christian extremists,2015,3,2.2451180269472846,0.7483726756490948,3,3,3,1.0,3,10.0,1.0,1.0,1.0,0.00020046775810223855
归属记录,Citizens for Constitutional Freedom,2016,1,0.2042876897289451,0.2042876897289451,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Civil Protection Units (YPS),2016,2,1.4245660147094843,0.7122830073547421,1,2,2,5.0,2,17.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Comite d'Action Viticole,2016,2,1.3252376019161103,0.6626188009580551,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Comite d'Action Viticole,2017,1,0.6626188009580551,0.6626188009580551,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Communist Party of India - Maoist (CPI-Maoist),2015,87,39.17377433551223,0.4502732682242785,18,87,85,95.0,80,69.0,0.20689655172413793,1.0,0.9770114942528736,0.005813564984964918
归属记录,Communist Party of India - Maoist (CPI-Maoist),2016,95,47.7395588320368,0.5025216719161768,36,95,92,60.0,85,47.0,0.37894736842105264,1.0,0.968421052631579,0.006991977625671598
归属记录,Communist Party of India - Maoist (CPI-Maoist),2017,108,51.576754403231256,0.4775625407706598,31,106,105,101.0,100,67.0,0.28703703703703703,0.9814814814814815,0.9722222222222222,0.009908256880733945
归属记录,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),2015,8,5.1220537543382925,0.6402567192922866,0,6,8,0.0,8,2.0,0.0,0.75,1.0,0.0005345806882726361
归属记录,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),2016,22,15.862485226055883,0.7210220557298128,11,22,22,0.0,22,2.0,0.5,1.0,1.0,0.0016191948185765804
归属记录,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),2017,61,22.98934902537358,0.37687457418645215,10,61,57,2.0,56,39.0,0.16393442622950818,1.0,0.9344262295081968,0.005596330275229358
归属记录,Communist Party of Nepal-Maoist (Baidya),2016,1,0.6875862746394845,0.6875862746394845,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Communists,2017,6,2.0172725085076926,0.3362120847512821,0,6,6,6.0,6,0.0,0.0,1.0,1.0,0.0005504587155963303
归属记录,Concerned Militant Leaders (CML),2016,3,1.2903954810118021,0.43013182700393404,0,3,3,11.0,3,0.0,0.0,1.0,1.0,0.00022079929344226098
归属记录,Conspiracy of Cells of Fire,2016,1,0.7098731530317183,0.7098731530317183,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Conspiracy of Cells of Fire,2017,4,1.141718745426437,0.28542968635660926,0,4,4,0.0,4,4.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Conspiracy of Vengeful Arsonists,2017,1,0.6626188009580551,0.6626188009580551,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Continuity Irish Republican Army (CIRA),2015,1,0.2199173580143061,0.2199173580143061,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Continuity Irish Republican Army (CIRA),2016,1,0.3419854118178213,0.3419854118178213,0,1,1,1.0,1,2.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Coordination Committee (CORCOM),2016,1,0.774430092483215,0.774430092483215,1,1,1,6.0,1,7.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Coordination of Azawad Movements (CMA),2015,9,3.8143937723221644,0.4238215302580183,3,9,7,17.0,5,2.0,0.3333333333333333,1.0,0.7777777777777778,0.0006014032743067157
归属记录,Coordination of Azawad Movements (CMA),2016,2,1.0138889184807915,0.5069444592403958,0,2,2,1.0,2,1.0,0.0,1.0,1.0,0.0001471995289615073
归属记录,Coordination of Azawad Movements (CMA),2017,2,0.6868423298517933,0.34342116492589664,0,2,2,14.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Corsican Nationalists,2017,4,2.7962244372732448,0.6990561093183112,1,4,4,0.0,4,0.0,0.25,1.0,1.0,0.0003669724770642202
归属记录,Cossack Separatists,2015,1,0.3899085553037797,0.3899085553037797,0,1,1,2.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Cossack Separatists,2016,1,0.7101152980991893,0.7101152980991893,0,1,1,0.0,1,2.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Council for Justice in Azawad,2017,1,0.1807516045165913,0.1807516045165913,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Court Reform extremists,2016,1,0.6639709481110214,0.6639709481110214,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Crypteia,2017,3,0.5712728163119887,0.19042427210399623,0,3,3,0.0,3,0.0,0.0,1.0,1.0,0.00027522935779816516
归属记录,Dashmesh Regiment,2016,1,0.2666216652109067,0.2666216652109067,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Death Squad (Iraq),2015,1,0.3013423357868248,0.3013423357868248,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Democratic Front for the Liberation of Rwanda (FDLR),2015,27,11.074896420054214,0.4101813488908968,2,27,22,70.0,17,12.0,0.07407407407407407,1.0,0.8148148148148148,0.001804209822920147
归属记录,Democratic Front for the Liberation of Rwanda (FDLR),2016,24,11.013267102740178,0.45888612928084077,3,24,21,53.0,20,22.0,0.125,1.0,0.875,0.0017663943475380878
归属记录,Democratic Front for the Liberation of Rwanda (FDLR),2017,4,1.816262599820657,0.45406564995516424,1,4,3,12.0,3,9.0,0.25,1.0,0.75,0.0003669724770642202
归属记录,Democratic Front of the Central African People (FDPC),2015,2,0.6281449050835484,0.3140724525417742,0,2,1,0.0,1,2.0,0.0,1.0,0.5,0.00013364517206815904
归属记录,Democratic Karen Buddhist Army (DKBA),2017,1,0.2673356133359467,0.2673356133359467,0,1,1,0.0,1,1.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Democratic Youth Federation of India (DYFI),2016,2,1.5748958093151846,0.7874479046575923,2,2,2,0.0,2,0.0,1.0,1.0,1.0,0.0001471995289615073
归属记录,Devrimici Halk Kurtulus Cephesi (DHKP/C),2015,7,2.7246010412294477,0.38922872017563537,2,7,7,6.0,7,5.0,0.2857142857142857,1.0,1.0,0.0004677581022385566
归属记录,Devrimici Halk Kurtulus Cephesi (DHKP/C),2016,4,2.855078500666936,0.713769625166734,2,4,4,3.0,4,3.0,0.5,1.0,1.0,0.0002943990579230146
归属记录,Devrimici Halk Kurtulus Cephesi (DHKP/C),2017,3,1.2594264858651536,0.41980882862171787,1,3,3,0.0,3,0.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Dissident Republicans,2015,24,9.980648261265472,0.41586034421939466,1,24,24,0.0,24,2.0,0.041666666666666664,1.0,1.0,0.0016037420648179084
归属记录,Dissident Republicans,2016,17,4.5861540862355845,0.2697737697785638,0,17,17,1.0,17,5.0,0.0,1.0,1.0,0.0012511959961728123
归属记录,Dissident Republicans,2017,11,2.610791875081644,0.23734471591651307,0,11,11,0.0,11,5.0,0.0,1.0,1.0,0.0010091743119266055
归属记录,Donetsk People's Republic,2015,273,97.96965831390852,0.3588632172670642,52,273,257,597.0,253,957.0,0.19047619047619047,1.0,0.9413919413919414,0.01824256598730371
归属记录,Donetsk People's Republic,2016,10,4.1209224387145875,0.41209224387145876,1,10,10,30.0,10,16.0,0.1,1.0,1.0,0.0007359976448075366
归属记录,Donetsk People's Republic,2017,10,5.255746568295795,0.5255746568295795,2,10,10,24.0,10,17.0,0.2,1.0,1.0,0.0009174311926605505
归属记录,Dravidar Viduthalai Kazhagam (DVK),2015,3,1.7189147306657784,0.5729715768885928,2,3,3,0.0,3,3.0,0.6666666666666666,1.0,1.0,0.00020046775810223855
归属记录,Earth Liberation Front (ELF),2015,1,0.6626188009580551,0.6626188009580551,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Environmentalists,2017,2,1.3501579420681724,0.6750789710340862,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Equilibrio Nacional,2017,1,0.7221155975994772,0.7221155975994772,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Fajr al-Umma Brigade,2017,1,0.758361964137003,0.758361964137003,1,1,1,9.0,0,,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Fatah al-Islam,2015,1,0.7043734796942959,0.7043734796942959,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Fatah al-Islam,2016,1,0.4146086879332792,0.4146086879332792,0,1,1,2.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Fatoni Warriors,2017,1,0.6865360097287913,0.6865360097287913,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,February 14th Movement,2017,1,0.7501983683908526,0.7501983683908526,1,1,1,0.0,1,0.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Feminist extremists,2017,1,0.66104478721048,0.66104478721048,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Fetullah Terrorist Organization,2016,1,0.5847935174605485,0.5847935174605485,0,1,1,2.0,1,5.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Fezzan Province of the Islamic State,2015,3,1.5258735504210488,0.5086245168070163,1,3,3,25.0,3,3.0,0.3333333333333333,1.0,1.0,0.00020046775810223855
归属记录,Fezzan Province of the Islamic State,2016,4,2.124221477952559,0.5310553694881397,1,4,4,2.0,4,5.0,0.25,1.0,1.0,0.0002943990579230146
归属记录,Fezzan Province of the Islamic State,2017,3,1.3854371693243857,0.4618123897747952,1,3,3,12.0,3,3.0,0.3333333333333333,1.0,1.0,0.00027522935779816516
归属记录,Fight Xenophobia,2017,1,0.6527510989413768,0.6527510989413768,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Fire and Flame for the Police (FFdP),2017,2,1.410716753771643,0.7053583768858215,0,2,2,0.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Free Libya Martyrs Brigade,2015,3,1.5117072802909663,0.5039024267636555,1,3,3,13.0,3,42.0,0.3333333333333333,1.0,1.0,0.00020046775810223855
归属记录,Free Papua Movement (OPM-Organisasi Papua Merdeka),2015,3,1.3064735713758067,0.43549119045860224,0,3,3,3.0,3,1.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Free Papua Movement (OPM-Organisasi Papua Merdeka),2016,1,0.7024427885705462,0.7024427885705462,0,1,1,4.0,0,,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Free Papua Movement (OPM-Organisasi Papua Merdeka),2017,7,2.330097285605625,0.33287104080080354,0,7,5,2.0,5,3.0,0.0,1.0,0.7142857142857143,0.0006422018348623853
归属记录,Free Syrian Army,2015,17,10.574253634027997,0.6220149196487057,11,17,14,29.0,14,62.0,0.6470588235294118,1.0,0.8235294117647058,0.0011359839625793519
归属记录,Free Syrian Army,2016,42,14.51268916885821,0.34554021830614784,5,42,31,80.0,28,27.0,0.11904761904761904,1.0,0.7380952380952381,0.0030911901081916537
归属记录,Free Syrian Army,2017,9,4.738308772152171,0.5264787524613523,4,9,5,16.0,6,13.0,0.4444444444444444,1.0,0.5555555555555556,0.0008256880733944954
归属记录,Free and Democratic Society of Eastern Kurdistan (KODAR),2015,1,0.4650692899165504,0.4650692899165504,0,1,1,20.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Freital Group,2015,3,2.0930563218918636,0.6976854406306212,2,3,3,0.0,3,1.0,0.6666666666666666,1.0,1.0,0.00020046775810223855
归属记录,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),2016,1,0.1923913707823858,0.1923913707823858,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),2017,4,1.43421827527522,0.358554568818805,0,4,2,6.0,1,6.0,0.0,1.0,0.5,0.0003669724770642202
归属记录,Front for the Restoration of Unity and Democracy,2017,1,0.2238380728728957,0.2238380728728957,0,1,0,,0,,0.0,1.0,0.0,9.174311926605505e-05
归属记录,Fulani extremists,2015,97,60.488903978567805,0.6235969482326578,54,95,96,572.0,38,141.0,0.5567010309278351,0.979381443298969,0.9896907216494846,0.006481790845305714
归属记录,Fulani extremists,2016,155,93.99608863821652,0.6064263783110744,96,155,135,819.0,93,129.0,0.6193548387096774,1.0,0.8709677419354839,0.011407963494516818
归属记录,Fulani extremists,2017,78,36.57842312494986,0.4689541426275623,13,78,71,340.0,53,62.0,0.16666666666666666,1.0,0.9102564102564102,0.007155963302752293
归属记录,Garo National Liberation Army,2015,24,8.756418107348715,0.36485075447286314,2,24,24,12.0,24,21.0,0.08333333333333333,1.0,1.0,0.0016037420648179084
归属记录,Garo National Liberation Army,2016,15,3.538926383590251,0.2359284255726834,1,15,13,5.0,12,3.0,0.06666666666666667,1.0,0.8666666666666667,0.001103996467211305
归属记录,Garo National Liberation Army,2017,8,2.3824484514547284,0.29780605643184105,0,8,7,2.0,7,8.0,0.0,1.0,0.875,0.0007339449541284404
归属记录,Gathering to Aid the Oppressed,2015,1,0.7903370044980478,0.7903370044980478,1,1,1,3.0,0,,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Gbagbo Loyalists,2017,11,6.6335362203712895,0.6030487473064808,6,11,11,0.0,11,2.0,0.5454545454545454,1.0,1.0,0.0010091743119266055
归属记录,Ghniwah Militia,2016,1,0.1522362313581102,0.1522362313581102,0,1,0,,0,,0.0,1.0,0.0,7.359976448075366e-05
归属记录,Good Vision Party (India),2017,1,0.707649329101831,0.707649329101831,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Gorkha Janmukti Morcha (GJM),2017,67,47.032292801503196,0.7019745194254209,36,67,67,0.0,65,19.0,0.5373134328358209,1.0,1.0,0.006146788990825688
归属记录,Gorkha Liberation Army (GLA),2017,9,4.667141947572437,0.5185713275080486,5,9,9,1.0,9,2.0,0.5555555555555556,1.0,1.0,0.0008256880733944954
归属记录,Government Supporters,2017,1,0.7333403688774236,0.7333403688774236,1,1,1,0.0,1,20.0,1.0,1.0,1.0,9.174311926605505e-05
归属记录,Group of Popular Fighters,2015,1,0.7210964950717563,0.7210964950717563,1,1,1,0.0,1,0.0,1.0,1.0,1.0,6.682258603407952e-05
归属记录,Group of Popular Fighters,2016,1,0.1720675334684088,0.1720675334684088,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Group of Popular Fighters,2017,2,1.4296140080801147,0.7148070040400574,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.0001834862385321101
归属记录,Group of the Fatima Church Attack,2015,1,0.2169073395093602,0.2169073395093602,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,Groups of Martyr Baha Eleyan,2017,1,0.700650247837727,0.700650247837727,0,1,1,5.0,1,17.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Gunib Group,2016,1,0.1590045639323287,0.1590045639323287,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Hadramawt Province of the Islamic State,2015,7,3.6602314817724726,0.5228902116817818,3,7,7,40.0,6,30.0,0.42857142857142855,1.0,1.0,0.0004677581022385566
归属记录,Hadramawt Province of the Islamic State,2016,9,5.62907035329854,0.6254522614776156,6,9,9,93.0,9,98.0,0.6666666666666666,1.0,1.0,0.0006623978803267829
归属记录,Hadramawt Tribes Alliance,2015,1,0.1403157134774496,0.1403157134774496,0,1,0,,0,,0.0,1.0,0.0,6.682258603407952e-05
归属记录,Hafeez Brohi Group,2017,1,0.2768419527832572,0.2768419527832572,0,1,1,3.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Haji Fateh,2016,1,0.269559219836663,0.269559219836663,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Halqa-e-Mehsud,2015,12,5.46570426134228,0.45547535511185666,3,12,12,60.0,12,27.0,0.25,1.0,1.0,0.0008018710324089542
归属记录,Halqa-e-Mehsud,2016,10,4.5229619344151235,0.45229619344151234,0,10,8,8.0,8,14.0,0.0,1.0,0.8,0.0007359976448075366
归属记录,Hamas (Islamic Resistance Movement),2015,10,3.837660344193761,0.3837660344193761,0,10,10,4.0,10,27.0,0.0,1.0,1.0,0.0006682258603407952
归属记录,Hamas (Islamic Resistance Movement),2016,20,10.94942023149124,0.547471011574562,9,20,20,16.0,20,56.0,0.45,1.0,1.0,0.0014719952896150733
归属记录,Hamas (Islamic Resistance Movement),2017,2,0.6412904188647983,0.32064520943239916,0,2,2,3.0,2,0.0,0.0,1.0,1.0,0.0001834862385321101
归属记录,Haqqani Network,2015,6,1.8371519317455074,0.30619198862425123,1,6,6,23.0,6,64.0,0.16666666666666666,1.0,1.0,0.0004009355162044771
归属记录,Haqqani Network,2016,1,0.2051945276264409,0.2051945276264409,0,1,1,1.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Haqqani Network,2017,8,2.1510149170926507,0.26887686463658134,1,8,8,20.0,8,20.0,0.125,1.0,1.0,0.0007339449541284404
归属记录,Harakat al-Nujaba,2016,1,0.7533122114004658,0.7533122114004658,1,1,1,0.0,1,0.0,1.0,1.0,1.0,7.359976448075366e-05
归属记录,Harkatul Jihad-e-Islami,2015,2,0.9665887041473586,0.4832943520736793,0,2,2,3.0,2,2.0,0.0,1.0,1.0,0.00013364517206815904
归属记录,Harkatul Jihad-e-Islami,2017,1,0.2618594559393209,0.2618594559393209,0,1,1,1.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Hasam Movement,2016,8,3.3032806033890365,0.41291007542362956,2,8,8,9.0,8,13.0,0.25,1.0,1.0,0.0005887981158460292
归属记录,Hasam Movement,2017,8,4.489218757591366,0.5611523446989207,5,8,8,14.0,8,12.0,0.625,1.0,1.0,0.0007339449541284404
归属记录,Hay Andalus Defense Operations Room,2017,1,0.1612024526745911,0.1612024526745911,0,1,0,,0,,0.0,1.0,0.0,9.174311926605505e-05
归属记录,Hay'at Tahrir al-Sham,2017,40,21.03715544787541,0.5259288861968853,14,39,34,317.0,27,118.0,0.35,0.975,0.85,0.003669724770642202
归属记录,Hezbollah,2015,2,1.0281004019136633,0.5140502009568316,1,2,2,2.0,2,7.0,0.5,1.0,1.0,0.00013364517206815904
归属记录,Hezbollah,2016,3,2.3232321345074696,0.7744107115024899,2,3,3,4.0,1,2.0,0.6666666666666666,1.0,1.0,0.00022079929344226098
归属记录,Hezbollah,2017,2,0.6010572107858432,0.3005286053929216,0,2,1,3.0,1,0.0,0.0,1.0,0.5,0.0001834862385321101
归属记录,High Council for the Unity of Azawad (HCUA),2017,4,1.2033451429551225,0.30083628573878063,0,4,4,2.0,4,3.0,0.0,1.0,1.0,0.0003669724770642202
归属记录,Hijaz Province of the Islamic State,2015,2,1.5740044714330919,0.7870022357165459,2,2,2,18.0,2,21.0,1.0,1.0,1.0,0.00013364517206815904
归属记录,Hijaz Province of the Islamic State,2016,4,1.6625706224259154,0.41564265560647884,1,4,4,7.0,4,7.0,0.25,1.0,1.0,0.0002943990579230146
归属记录,Hindu Illaignar Sena,2015,1,0.2266232503371561,0.2266232503371561,0,1,1,0.0,1,0.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Hindu Illaignar Sena,2016,1,0.6660086630899187,0.6660086630899187,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Hindu Morcha Nepal,2015,4,2.0330480891455815,0.5082620222863954,2,4,4,0.0,4,2.0,0.5,1.0,1.0,0.00026729034413631807
归属记录,Hindu extremists,2016,3,1.2269573131503346,0.4089857710501115,1,3,3,0.0,3,5.0,0.3333333333333333,1.0,1.0,0.00022079929344226098
归属记录,Hindu extremists,2017,4,2.927599457259304,0.731899864314826,4,4,4,0.0,4,0.0,1.0,1.0,1.0,0.0003669724770642202
归属记录,Hizb al-Tahrir al-Islami (HT),2016,1,0.2184133010932207,0.2184133010932207,0,1,1,0.0,1,1.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Hizb-I-Islami,2015,1,0.4918951351407155,0.4918951351407155,0,1,1,2.0,1,8.0,0.0,1.0,1.0,6.682258603407952e-05
归属记录,Hizb-I-Islami,2016,2,1.455652889282054,0.727826444641027,1,2,2,2.0,2,2.0,0.5,1.0,1.0,0.0001471995289615073
归属记录,Hizb-I-Islami,2017,1,0.2687231096519846,0.2687231096519846,0,1,0,,0,,0.0,1.0,0.0,9.174311926605505e-05
归属记录,Hizballah-Iraq,2017,1,0.7137232996311073,0.7137232996311073,0,1,1,0.0,1,0.0,0.0,1.0,1.0,9.174311926605505e-05
归属记录,Hizbul Mujahideen (HM),2015,12,4.409762832891736,0.3674802360743113,0,12,12,13.0,12,32.0,0.0,1.0,1.0,0.0008018710324089542
归属记录,Hizbul Mujahideen (HM),2016,16,7.349168734578165,0.4593230459111353,5,16,16,22.0,16,25.0,0.3125,1.0,1.0,0.0011775962316920585
归属记录,Hizbul Mujahideen (HM),2017,41,18.433755195580147,0.4496037852580524,9,41,41,29.0,41,44.0,0.21951219512195122,1.0,1.0,0.003761467889908257
归属记录,Hmar People's Convention-Democracy (HPC-D),2015,3,1.0774419964255568,0.3591473321418523,0,3,3,5.0,3,6.0,0.0,1.0,1.0,0.00020046775810223855
归属记录,Houthi extremists (Ansar Allah),2015,381,169.14857183934816,0.44395950614002144,90,361,308,1306.0,282,1935.0,0.23622047244094488,0.94750656167979,0.8083989501312336,0.0254594052789843
归属记录,Houthi extremists (Ansar Allah),2016,353,141.7285600592624,0.40149733727836373,73,343,317,857.0,293,728.0,0.20679886685552407,0.9716713881019831,0.8980169971671388,0.025980716861706044
归属记录,Houthi extremists (Ansar Allah),2017,158,67.32952819878213,0.4261362544226717,43,153,137,443.0,131,422.0,0.2721518987341772,0.9683544303797469,0.8670886075949367,0.014495412844036697
归属记录,Hutu extremists,2016,1,0.490891887552131,0.490891887552131,0,1,1,19.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Hynniewtrep National Liberation Council (HNLC),2015,2,0.8449730017697235,0.4224865008848617,1,2,2,0.0,2,0.0,0.5,1.0,1.0,0.00013364517206815904
归属记录,Hynniewtrep National Liberation Council (HNLC),2016,1,0.1761575589864727,0.1761575589864727,0,1,1,0.0,1,0.0,0.0,1.0,1.0,7.359976448075366e-05
归属记录,Ijaw extremists,2016,10,6.476269513701851,0.6476269513701851,5,10,10,63.0,2,0.0,0.5,1.0,1.0,0.0007359976448075366
